seed;training;test;validation;model
2;0.420635;0.425595;0.25;physical emotional ECG_hrv_mean ECG_amplitude_RR_geomean(abs) -1 * > if-else mental neutral ARM_EDA_Filt1_max 0.75 > IT_BRV_mean HAND_EDA_Functionals_power_Originalskewness > HAND_EDA_Functionals_power_Fil12harmmean HAND_EDA_processed_std < or or if-else neutral HAND_EDA_Functionals_power_Filt2baseline 0.25 > IT_HF_min 0 < IT_p_Total_max HAND_EDA_Functionals_power_Originalkurtosis < IT_BRV_kurtosis 1 < and or or if-else IT_BRV_min 0 - -0.25 > IT_MF_baseline IT_MF_HF ECG_p_MF_prctile25 HAND_EDA_processed_skewness + * < and if-else 
5;0.367312;0.502976;0.339286;neutral physical -1 ECG_p_VFL_median < IT_VLF_max -0.75 > and -0.5 IT_LF_MF_HF -0.75 - > and if-else physical mental neutral 0.5 IT_RF_median < if-else emotional emotional 0.75 IT_PSD_min > if-else 0.75 ECG_p_VFL_prctile25 < if-else emotional mental IT_LF_prctile75 0 > if-else neutral 0.25 0.75 < -0.5 ECG_original_trimmean25 < and if-else -1 IT_LF_max > ECG_PSD_mean -1 > or ECG_RMSSDD IT_MF_baseline * IT_LF_MF_HF 0.25 - > and if-else ECG_original_trimmean25 -1 - ECG_p_LF_harmmean 1 / > 0 HAND_EDA_processed_geomean(abs) / ECG_hrv_prctile75 < and HAND_EDA_processed_trimmean25 HAND_EDA_Functionals_power_Originalgeomean(abs) > IT_VLF_median 1 > and IT_HF_geomean(abs) IT_LF_baseline < 0.75 -0.25 < or or and if-else -0.75 IT_LF_max > ECG_PSD_mean -1 > or ECG_RMSSDD IT_MF_baseline * IT_LF_MF_HF 0.25 / > and if-else 
1;0.383681;0.47619;0.303571;mental emotional emotional physical IT_HF_skewness HAND_EDA_processed_median < if-else 0 ARM_EDA_Functionals_power_Filt2skewness < -1 1 < or if-else ECG_original_skewness -0.75 ECG_MF_HF * < HAND_EDA_Original_prctile25 ECG_RSAindex > ECG_M HAND_EDA_processed_std < or or if-else physical IT_p_Total_baseline -0.5 ECG_hrv_mean + 0.75 / > if-else neutral emotional physical 0.5 -0.75 < if-else 0.75 IT_PSD_skewness / IT_VLF_mad > HAND_EDA_processed_max IT_Original_trimmean25 > or if-else physical physical neutral IT_HF_prctile75 0.75 < if-else neutral IT_RF_mean 0.25 ARM_EDA_Functionals_power_Filt2geomean(abs) ^ > if-else ECG_HR_min_div_max ECG_p_MF_baseline 0.25 - > 1 0.75 0.25 / > or if-else IT_p_Total_baseline -1 -0.25 - / HAND_EDA_Original_trimmean25 1 ^ / IT_MF_HF 1 ^ < if-else IT_HF_TF ARM_EDA_Functionals_power_Fil12prctile25 IT_VLF_prctile25 -0.75 - ECG_hrv_trimmean25 + + < if-else 
4;0.428819;0.544643;0.303571;mental neutral physical 0 IT_MF_median > if-else IT_BRV_max 0.25 < if-else emotional neutral -0.25 IT_BRV_std > if-else neutral ECG_Logstd ARM_EDA_Functionals_power_Fil12mad IT_LF_median * > if-else 0 ARM_EDA_processed_prctile25 > HAND_EDA_processed_std 1 > or IT_RF_geomean(abs) HAND_EDA_Functionals_power_Originalbaseline < HAND_EDA_Functionals_power_Filt2skewness ECG_RR_window_prctile75 > and or if-else physical -0.5 IT_LF_prctile75 > ARM_EDA_Functionals_power_Fil12trimmean25 ARM_EDA_Filt2_prctile25 > and ARM_EDA_Functionals_power_Filt2median 1 < or ECG_hrv_median -0.25 -0.25 * < and if-else physical emotional 0.5 ECG_amplitude_RR_geomean(abs) < if-else physical -1 0.75 < if-else emotional emotional 0.75 0.75 > if-else neutral IT_p_Total_baseline -0.75 * IT_LF_HF < if-else IT_BRV_max -0.25 -0.25 * < if-else mental neutral 0 0.25 > if-else physical mental -0.25 -0.75 < if-else 0.5 0.75 < ECG_Entropyaprox 0.75 > and if-else neutral -0.25 1 > if-else IT_LF_mean ECG_hrv_geomean(abs) IT_MF_HF * / -0.75 IT_LF_harmmean ^ ARM_EDA_Filt2_max -1 / + < -0.25 1 > and if-else -0.25 IT_LF_HF > if-else 
3;0.297371;0.46131;0.232143;physical emotional emotional neutral IT_BRV_geomean(abs) IT_Original_prctile25 < if-else -0.75 -0.75 > 0 ECG_p_VFL_median < or if-else ECG_hrv_median -0.25 ECG_amplitude_RR_mad - 0.5 * > if-else mental emotional -1 IT_VLF_trimmean25 < if-else neutral mental -0.5 -1 < if-else ECG_RR_window_median -0.5 > 0 ECG_p_LF_mean < or if-else emotional mental ECG_original_std 0.75 > if-else emotional physical -0.25 -0.75 > if-else HAND_EDA_Functionals_power_Originalmad ECG_A1_DFA > 0 IT_MF_kurtosis < or if-else -1 IT_LF_mad > 0.5 ECG_RR_window_geomean(abs) > or ECG_PSD_trimmean25 HAND_EDA_Filt2_baseline < -1 ARM_EDA_Functionals_power_Filt2kurtosis > and and if-else ECG_hrv_geomean(abs) -0.5 > IT_BRV_prctile75 1 / HAND_EDA_cross_neg < ECG_hrv_geomean(abs) IT_PSD_skewness > and or if-else physical neutral ECG_PSD_trimmean25 HAND_EDA_Filt2_baseline < -1 ARM_EDA_Functionals_power_Filt2kurtosis > and if-else neutral IT_MF_harmmean -0.75 > 0 ECG_HR_min_div_max < and -0.75 -0.5 ECG_PSD_baseline + < or if-else IT_LF_baseline 1 < HAND_EDA_Functionals_power_Fil12median 0.5 > or IT_p_Total_geomean(abs) -0.5 IT_PSD_skewness + < and -0.25 1 IT_PSD_skewness + < and if-else 
8;0.437004;0.574405;0.276786;mental emotional ECG_RR_window_trimmean25 -0.25 < if-else neutral IT_LF_harmmean -1 < 0.5 -0.75 < and if-else neutral physical ECG_EI ARM_EDA_Filt1_kurtosis > if-else -1 0.75 < if-else neutral emotional physical IT_LF_max 0 < if-else IT_BRV_min -0.75 IT_BRV_mad / < if-else neutral mental ECG_p_VFL_skewness 0.75 > if-else physical neutral 0.75 IT_LF_std > if-else ECG_original_std IT_BRV_min < if-else ECG_amplitude_RR_baseline -1 IT_BRV_max -0.5 - * < if-else IT_MF_HF 0.25 IT_BRV_mad / < if-else physical ECG_RR_window_median ECG_hrv_mean > if-else 
7;0.304563;0.41369;0.321429;neutral neutral neutral HAND_EDA_Filt2_baseline -0.5 -0.5 * > if-else IT_VLF_geomean(abs) -0.5 > ECG_p_total_LF_mad 1 > and ECG_PSD_std ARM_EDA_Filt1_skewness > -0.75 0.5 > or and if-else mental mental ECG_HR_min_div_median HAND_EDA_cross_neg < HAND_EDA_processed_trimmean25 ECG_HR_min_div_mad > or if-else emotional ARM_EDA_processed_kurtosis IT_HF_trimmean25 > IT_VLF_kurtosis IT_LF_trimmean25 > IT_HF_baseline 0.25 > and or if-else -0.5 IT_LF_kurtosis -0.25 - < IT_HF_LF ECG_hrv_mean < and ECG_p_total_LF_min -0.5 > and if-else physical IT_VLF_baseline IT_MF_skewness HAND_EDA_Filt1_geomean(abs) + > -1 -0.75 < HAND_EDA_Functionals_power_Filt2trimmean25 HAND_EDA_Functionals_power_Originalmean < or ECG_RR_window_prctile75 ECG_hrv_mean < or and ECG_original_geomean(abs) 0.5 < -1 IT_MF_max < and 0 HAND_EDA_Functionals_power_Filt2median - 0.25 0.25 + > or ECG_hrv_mean 0.5 IT_CCV_LF + < and or if-else 
10;0.254216;0.455357;0.205357;physical physical -1 0.5 > if-else emotional neutral -0.5 IT_BRV_mean * IT_LF_MF_HF IT_HF_kurtosis ^ < if-else mental neutral neutral ECG_NN50 ECG_hrv_prctile75 + ARM_EDA_Filt1_std < if-else -0.5 IT_BRV_mean * IT_HF_LF IT_HF_kurtosis ^ < if-else IT_HF_LF HAND_EDA_Original_prctile75 + IT_VLF_baseline > 0.75 -0.5 + HAND_EDA_processed_baseline > and if-else -0.75 -1 ECG_original_geomean(abs) * > 0.75 1 / 0.75 ECG_hrv_trimmean25 + < -0.5 HAND_EDA_Functionals_power_Filt2prctile25 < 0.25 0 > or and or -1 0.75 - -0.5 + ECG_amplitude_RR_baseline > HAND_EDA_processed_std IT_VLF_baseline > or and if-else 
9;0.294891;0.434524;0.223214;neutral emotional 0.75 -1 > if-else physical -0.5 ECG_p_total_LF_baseline > if-else mental emotional emotional mental ECG_IE ARM_EDA_Original_max < if-else -0.5 ECG_p_VFL_skewness > if-else IT_VLF_baseline 1 > if-else ECG_original_skewness -1 IT_VLF_baseline * ECG_hrv_median 0.5 ^ + < if-else neutral neutral -1 -1 > if-else emotional 0 IT_BRV_trimmean25 > 0 ECG_p_LF_min < or if-else neutral neutral -0.5 ECG_p_VFL_baseline < if-else 1 ECG_p_MF_baseline IT_HF_max + ECG_RMSSDD / < if-else neutral IT_BRV_kurtosis 1 < 0.75 0.75 > 0.75 -0.25 < or and ECG_hrv_prctile75 IT_LF_prctile25 < -1 ECG_amplitude_RR_mad < or IT_p_Total_mean 0.75 > HAND_EDA_Original_prctile25 1 > or and and if-else 0.75 ARM_EDA_Original_mean < IT_p_Total_skewness 0.75 > or ECG_amplitude_RR_mean -0.75 < IT_BRV_harmmean IT_MF_std > or or -0.75 ECG_original_prctile25 -1 + > or ECG_hrv_median -0.75 - -1 < IT_BRV_kurtosis IT_HF_LF < or and if-else 
6;0.347222;0.52381;0.133929;emotional emotional physical -0.25 ARM_EDA_Filt1_prctile75 < if-else -1 HAND_EDA_processed_median < HAND_EDA_Original_mean 0.5 > and if-else neutral 1 IT_BRV_prctile75 < if-else physical mental IT_PSD_min ECG_p_LF_harmmean < if-else emotional ARM_EDA_Functionals_power_Filt2max 1 < if-else physical 1 -0.5 > IT_PSD_kurtosis ECG_amplitude_RR_min < and HAND_EDA_Functionals_power_Filt2geomean(abs) IT_MF_baseline < and if-else ECG_p_HF_harmmean ARM_EDA_Filt2_skewness < ARM_EDA_Filt1_prctile75 0.75 < IT_BRV_geomean(abs) 0.25 > and and if-else neutral neutral HAND_EDA_Filt1_harmmean HAND_EDA_Functionals_power_Filt2baseline / IT_MF_min - -0.25 IT_LF_std -0.75 ^ ^ < if-else emotional mental ECG_p_LF_max IT_HF_baseline > if-else neutral IT_MF_HF 0 ECG_MF_HF * > if-else IT_BRV_prctile75 ARM_EDA_Functionals_power_Originalprctile25 < -0.25 IT_BRV_baseline > 0.75 ECG_p_LF_mean > and IT_BRV_geomean(abs) 0.25 > and and if-else ARM_EDA_Functionals_power_Originalprctile25 ECG_p_MF_median * -1 * ECG_hrv_median < if-else 
