seed;training;test;validation;model
5;0.287698;0.258929;0.125;physical neutral physical emotional ARM_EDA_processed_min -0.5 > if-else neutral IT_RF_skewness ECG_RR_window_median IT_VLF_prctile25 ^ > if-else -0.25 0.25 ARM_EDA_Functionals_power_Originalharmmean / ECG_RR_window_mean + < if-else ECG_HR_min_div_geomean(abs) ECG_original_skewness > -0.75 IT_p_Total_kurtosis < and if-else neutral neutral 1 -0.75 ^ IT_BRV_prctile75 < HAND_EDA_processed_min 0.5 < or if-else mental mental emotional HAND_EDA_Functionals_power_Originalbaseline HAND_EDA_Functionals_power_Filt2trimmean25 < if-else 0.75 ECG_p_total_LF_mean ^ -0.75 < if-else mental emotional IT_Original_prctile25 0.25 < if-else ECG_RR_window_mean HAND_EDA_Functionals_power_Filt2skewness / IT_LF_MF_HF > if-else IT_MF_HF ARM_EDA_Functionals_power_Filt2std < if-else HAND_EDA_processed_baseline IT_p_Total_kurtosis > ECG_original_geomean(abs) ECG_HR_min_div_geomean(abs) -0.75 / > and ECG_HR_min_div_geomean(abs) ECG_original_skewness > -0.75 IT_Original_prctile25 < and and if-else 
4;0.272569;0.407738;0.151786;physical emotional physical -0.75 ARM_EDA_Functionals_power_Filt2median < -0.5 HAND_EDA_Original_std < and if-else 0.75 ECG_RR_window_harmmean + HAND_EDA_Functionals_power_Filt2max HAND_EDA_Functionals_power_Fil12prctile75 ^ < IT_RF_prctile75 IT_HF_LF + 0.5 0 + < and if-else mental physical ECG_amplitude_RR_mean 0.75 < IT_p_Total_prctile75 1 > or 0.75 -0.25 < IT_RF_baseline -0.25 < or and if-else 0.75 HAND_EDA_Functionals_power_Fil12harmmean > ARM_EDA_processed_max -0.25 > and 1 IT_LF_prctile75 IT_VLF_harmmean + < and -0.5 -1 - IT_MF_kurtosis / IT_RF_trimmean25 < and if-else emotional mental ECG_RR_window_mad ECG_HR_min_div_prctile25 * ARM_EDA_processed_prctile25 -0.5 + < ARM_EDA_Functionals_power_Fil12baseline IT_RF_mad ECG_p_VFL_skewness - < and if-else emotional neutral physical ARM_EDA_Filt2_baseline 1 < if-else neutral -0.5 IT_LF_median > 0 -0.5 < or if-else -0.25 IT_BRV_baseline IT_p_Total_baseline - IT_MF_skewness + < if-else HAND_EDA_cross_neg ECG_RR_window_mad ECG_hrv_geomean(abs) * < IT_PSD_std HAND_EDA_Functionals_power_Originalprctile75 -1 / + IT_MF_skewness < and if-else IT_p_Total_min IT_LF_max IT_RF_trimmean25 0.25 ECG_hrv_trimmean25 / ECG_HR_min_div_mean + + + < if-else 
3;0.359623;0.306548;0.116071;emotional mental 0.25 0.25 < if-else physical 0.75 -1 - 0.75 < if-else mental ECG_p_HF_kurtosis IT_Original_trimmean25 < 0 ECG_amplitude_RR_std 0.5 - > or if-else emotional neutral 0.5 IT_MF_prctile25 > if-else physical emotional HAND_EDA_Functionals_power_Fil12max ARM_EDA_Original_geomean(abs) > if-else ECG_amplitude_RR_baseline 0.25 > if-else emotional physical IT_PSD_baseline ARM_EDA_Filt1_prctile25 < if-else IT_Original_Area IT_LF_prctile25 0.75 ^ ^ 0.25 > if-else ECG_HR_min_div_prctile75 ECG_hrv_max < ECG_p_HF_kurtosis HAND_EDA_Functionals_power_Originalmin > and ECG_p_LF_mean ARM_EDA_processed_median < -0.75 ARM_EDA_Functionals_power_Filt2median < or or HAND_EDA_Functionals_power_Fil12prctile75 0.25 > and if-else physical mental emotional mental ECG_hrv_median -0.5 < if-else IT_Original_mean -0.5 > 0.75 IT_MF_baseline < and if-else 1 ECG_hrv_median 0.25 * -1 - < if-else neutral -0.75 IT_BRV_max < IT_PSD_baseline -0.5 -1 / < or 0 -0.75 > IT_p_Total_prctile75 HAND_EDA_Filt1_geomean(abs) > or IT_BRV_kurtosis IT_Original_trimmean25 < and and if-else HAND_EDA_Functionals_power_Filt2mad 0 * ECG_p_total_LF_baseline IT_LF_prctile25 0.25 * * - IT_Original_trimmean25 IT_LF_min * 0.5 - < if-else 
2;0.297867;0.27381;0.142857;emotional mental HAND_EDA_Filt2_baseline HAND_EDA_Functionals_power_Fil12prctile75 > if-else neutral ECG_RR_window_trimmean25 -1 < if-else mental emotional 0.75 ECG_HR_min_div_baseline < if-else mental emotional 0 ECG_p_HF_min < if-else -0.5 IT_VLF_baseline < if-else -0.5 0.25 0 + < if-else mental physical -0.5 IT_LF_max < if-else emotional -0.5 ECG_hrv_median < if-else mental neutral emotional -0.25 ARM_EDA_Filt1_prctile75 > if-else 0.25 0.75 > if-else IT_MF_trimmean25 IT_LF_baseline < ARM_EDA_n_ocu ARM_EDA_n_ocu > or if-else 1 IT_PSD_kurtosis 0.75 ECG_RR_window_trimmean25 ^ + > if-else mental neutral HAND_EDA_Functionals_power_Fil12median IT_VLF_trimmean25 > if-else mental emotional ECG_HR_min_div_std IT_LF_trimmean25 < if-else 0 -1 < if-else mental emotional IT_LF_mad -1 > if-else mental mental ECG_p_total_LF_min -0.25 < if-else ECG_p_VFL_mad ARM_EDA_Functionals_power_Filt2trimmean25 < ECG_PSD_trimmean25 IT_BRV_mean > and if-else -1 ECG_original_baseline < -1 1 > -0.25 0.75 < and or if-else neutral physical 1 0.25 > if-else physical ARM_EDA_n_ocu IT_VLF_baseline > if-else physical mental 0.25 0.5 > if-else emotional physical -1 ARM_EDA_amp_scr > if-else IT_p_Total_prctile25 ECG_amplitude_RR_min < IT_VLF_mean IT_PSD_baseline < and if-else IT_BRV_geomean(abs) IT_HF_TF < -0.5 -0.5 < and ECG_HR_min_div_prctile25 ARM_EDA_Functionals_power_Originalmad -0.5 * > and if-else IT_LF_trimmean25 -0.75 < ECG_amplitude_RR_median -0.75 < 0 0.25 > and or IT_LF_mad ECG_HR_min_div_trimmean25 -0.5 * < or if-else ECG_original_std -0.5 < ECG_p_total_LF_min IT_RF_trimmean25 < and 0.5 0.25 < ECG_HR_min_div_trimmean25 ARM_EDA_processed_min < or or 0.5 IT_PSD_kurtosis 0.75 HAND_EDA_Functionals_power_Filt2prctile75 ^ + > or if-else 
10;0.287202;0.348214;0.125;neutral neutral physical ECG_p_total_LF_mean 0 < if-else IT_Original_median ARM_EDA_Filt2_skewness < if-else physical physical emotional 0.75 IT_Original_kurtosis < if-else ECG_hrv_trimmean25 0.75 > if-else physical neutral mental 0.75 0 > if-else IT_BRV_mad ECG_p_MF_mad < if-else 0.75 -0.75 < ECG_p_MF_geomean(abs) IT_LF_harmmean < or if-else mental emotional mental HAND_EDA_Functionals_power_Originalharmmean 0.25 < if-else emotional HAND_EDA_cross_pos IT_HF_geomean(abs) -0.25 ^ < if-else ECG_hrv_trimmean25 ECG_RR_window_mad > if-else -0.5 ECG_PSD_kurtosis ^ IT_LF_harmmean < ARM_EDA_Filt2_trimmean25 ECG_original_mad > HAND_EDA_Functionals_power_Fil12harmmean 0.75 > and or 0.75 ECG_original_geomean(abs) < ECG_hrv_trimmean25 IT_MF_HF > or or if-else IT_BRV_harmmean 0.75 * 0.75 0.75 1 - - ARM_EDA_Functionals_power_Fil12kurtosis 0.25 * ^ IT_BRV_mad * < if-else 
9;0.243304;0.303571;0.0892857;neutral neutral mental mental ECG_HR_min_div_prctile75 -0.75 < if-else 0.75 0.25 < if-else mental emotional HAND_EDA_Functionals_power_Fil12prctile25 HAND_EDA_Original_trimmean25 < if-else neutral neutral 1 ECG_hrv_median > if-else 0.5 -0.25 ^ IT_BRV_baseline < if-else ECG_HR_min_div_prctile25 IT_p_Total_geomean(abs) > IT_VLF_std ARM_EDA_processed_harmmean > or 0.75 HAND_EDA_Functionals_power_Originalprctile25 > or if-else 0 0.75 ECG_EI / > 0.5 -0.75 > or 0 -0.75 ^ IT_BRV_baseline < or if-else emotional neutral mental HAND_EDA_Filt2_kurtosis 0.75 < if-else ECG_amplitude_RR_prctile75 IT_BRV_baseline < if-else mental physical -0.75 1 < if-else emotional mental 0.5 HAND_EDA_Functionals_power_Filt2mad > if-else HAND_EDA_Filt2_baseline 0.25 < ECG_p_LF_geomean(abs) ECG_HR_min_div_mad > and if-else ECG_p_HF_max ECG_hrv_prctile25 > if-else emotional mental ECG_RR_window_mean ARM_EDA_Filt1_mean > if-else physical IT_PSD_median IT_p_Total_baseline < if-else mental emotional HAND_EDA_Filt1_max ECG_p_MF_prctile25 > -0.5 IT_MF_std > or if-else ECG_p_MF_prctile75 ECG_CCV_LF - -1 > if-else 0 ECG_hrv_prctile75 > if-else IT_PSD_skewness 0.25 < if-else 
7;0.303819;0.502976;0.178571;emotional mental IT_HF_harmmean 0 < if-else mental ECG_Entropyaprox IT_HF_kurtosis / IT_BRV_baseline ECG_original_std ^ HAND_EDA_Original_prctile25 1 * / > if-else neutral mental mental -1 ECG_p_VFL_median < if-else physical IT_MF_skewness IT_PSD_skewness < 0.5 IT_MF_min < or if-else -0.25 0.5 - ECG_CCV_HF < if-else IT_HF_kurtosis 0 > 0 IT_BRV_median < and IT_p_Total_mad IT_BRV_median 0.5 * < HAND_EDA_cross_neg ARM_EDA_Filt1_geomean(abs) / -1 ECG_amplitude_RR_median + > or and if-else physical neutral mental HAND_EDA_Original_prctile25 0.5 < if-else 0 0 IT_MF_baseline ^ < if-else mental -0.25 0.5 - ECG_CCV_HF < if-else emotional mental -1 -0.75 < if-else physical 0.75 0.75 < ECG_original_max HAND_EDA_cross_pos > and if-else neutral mental -0.25 -1 < if-else mental neutral 1 0.75 < if-else ECG_p_HF_prctile75 -0.5 < if-else ECG_p_HF_trimmean25 -0.25 - ECG_p_total_LF_baseline ECG_p_total_LF_prctile75 HAND_EDA_Filt1_geomean(abs) ^ ^ < if-else ARM_EDA_Functionals_power_Fil12prctile25 -0.5 > if-else IT_CCV_LF ECG_original_prctile75 > ECG_hrv_prctile75 IT_PSD_mean < or if-else 
8;0.244048;0.392857;0.0982143;physical emotional mental -0.25 0.5 > if-else emotional physical 1 ARM_EDA_processed_trimmean25 > if-else 0.75 -0.5 > HAND_EDA_Filt2_trimmean25 HAND_EDA_Functionals_power_Fil12prctile25 < and if-else emotional neutral -0.75 HAND_EDA_Original_harmmean < if-else mental 0.5 HAND_EDA_Filt1_min > 0 ECG_p_VFL_max < and if-else -0.5 -0.75 < ECG_hrv_prctile75 -0.25 > or IT_PSD_max IT_RF_median -0.5 + < and if-else IT_BRV_baseline ECG_hrv_prctile75 IT_VLF_baseline ^ + HAND_EDA_Functionals_power_Filt2mean HAND_EDA_Functionals_power_Filt2mad + -0.75 0.5 + * - IT_PSD_baseline > if-else physical physical mental 0.5 0.25 -0.5 / < if-else 0 0.25 ARM_EDA_Original_geomean(abs) - < if-else emotional physical 0.5 ECG_original_trimmean25 > if-else neutral IT_HF_median IT_HF_kurtosis < ARM_EDA_Functionals_power_Originalharmmean -1 > and if-else neutral 0 IT_BRV_baseline + -0.5 - IT_PSD_baseline > if-else 0.5 0 * 1 HAND_EDA_Functionals_power_Filt2geomean(abs) / > ARM_EDA_Functionals_power_Fil12prctile75 HAND_EDA_Functionals_power_Fil12median > -0.75 ARM_EDA_processed_trimmean25 > and and IT_PSD_max IT_RF_median -0.5 + < or if-else ECG_hrv_prctile25 IT_LF_HF > if-else 
6;0.294643;0.363095;0.116071;physical physical mental IT_VLF_baseline IT_LF_mean < if-else IT_Original_max 0.5 HAND_EDA_Filt1_prctile25 ^ > if-else neutral emotional ARM_EDA_Functionals_power_Fil12geomean(abs) IT_BRV_median > if-else mental physical ECG_hrv_trimmean25 0 < if-else 0.75 ECG_hrv_mean + 0.25 < if-else ECG_RR_window_prctile25 IT_VLF_trimmean25 0.25 / / 1 > if-else neutral IT_Original_max 0.25 HAND_EDA_processed_baseline - ECG_original_baseline * * IT_MF_HF < if-else emotional physical 0 0.5 > if-else emotional ARM_EDA_Functionals_power_Filt2mad ECG_hrv_median > if-else neutral 0.75 0.25 * IT_LF_max > if-else neutral emotional emotional ECG_p_VFL_harmmean ECG_HR_min_div_skewness > if-else emotional IT_PSD_trimmean25 0.25 > if-else IT_LF_median -0.5 > ARM_EDA_Functionals_power_Filt2median 0.25 > and -0.75 0.5 > 0.25 IT_BRV_harmmean > and and if-else -0.25 IT_LF_max > if-else -0.5 0 / IT_LF_max -0.75 + ECG_p_VFL_std ARM_EDA_processed_harmmean + * < if-else 
1;0.294395;0.345238;0.169643;neutral emotional -0.5 HAND_EDA_cross_pos > 0 HAND_EDA_Functionals_power_Fil12skewness < or if-else emotional physical HAND_EDA_Original_min 0.75 > if-else neutral emotional ECG_p_LF_harmmean ECG_p_MF_std > if-else ECG_HF_TF IT_p_Total_kurtosis > -0.25 -0.75 < and if-else -0.5 0.75 < ARM_EDA_processed_geomean(abs) 0 < or HAND_EDA_Functionals_power_Filt2median 0.25 > or if-else physical neutral ECG_p_total_LF_prctile75 -0.75 > if-else physical physical IT_LF_geomean(abs) ARM_EDA_area > if-else ECG_PSD_skewness 0.75 > 1 0.5 > and if-else neutral mental ARM_EDA_Filt2_geomean(abs) IT_MF_HF > if-else physical mental 0 IT_Original_Area < if-else ECG_p_VFL_baseline ARM_EDA_processed_min < ARM_EDA_Original_geomean(abs) ARM_EDA_processed_skewness > or if-else ECG_HR_min_div_std IT_Original_skewness > 0.5 0.75 > or -0.75 -0.75 < -0.25 0.5 < and and if-else ECG_p_MF_max IT_HF_std < HAND_EDA_Filt1_mean -0.5 > or ARM_EDA_Filt2_mad ARM_EDA_Functionals_power_Fil12harmmean > IT_RF_prctile25 -0.25 < or or -0.5 -0.25 > HAND_EDA_area ECG_p_LF_mad < IT_PSD_mean -1 < and and and if-else physical mental ECG_DBD ECG_RR_window_mean > if-else physical emotional 0 ECG_hrv_trimmean25 < if-else -1 ARM_EDA_Original_median > 0.25 HAND_EDA_processed_baseline < or if-else neutral mental -0.25 IT_LF_skewness < if-else neutral 0.25 -0.75 > HAND_EDA_area IT_PSD_harmmean > or if-else HAND_EDA_Original_max ECG_original_max < 0 0.75 < or IT_PSD_prctile25 0.5 < HAND_EDA_Filt2_harmmean IT_RF_prctile25 > and or if-else emotional neutral -0.75 0.75 < if-else mental physical HAND_EDA_Filt2_min -0.75 < if-else 0.5 IT_LF_baseline < 0.5 IT_LF_prctile25 < or if-else physical physical ECG_p_MF_mean 0.75 < if-else emotional neutral HAND_EDA_processed_prctile75 ECG_p_VFL_max < if-else -1 0.75 > ARM_EDA_Filt1_kurtosis IT_MF_geomean(abs) < or if-else ECG_NN50 ARM_EDA_Functionals_power_Fil12trimmean25 < ECG_p_VFL_std 1 < or -0.75 ECG_original_mad > 0.75 0.25 > and or if-else -1 0.75 0.75 - < 1 0 - ECG_HR_min_div_min > and 0 -0.75 > ECG_original_harmmean ECG_p_LF_trimmean25 < and IT_PSD_mad ARM_EDA_Original_min < IT_LF_max HAND_EDA_Functionals_power_Filt2prctile75 < and or or if-else ECG_p_MF_baseline IT_LF_trimmean25 < 0 0.75 < or IT_MF_baseline IT_MF_HF 1 / > and 0.25 IT_PSD_max < ECG_p_HF_geomean(abs) IT_LF_min > or IT_PSD_median -0.5 < 0.5 ECG_p_HF_min > or or and ECG_HR_min_div_mean 0.25 < ECG_RR_window_max ECG_hrv_min < and ECG_hrv_geomean(abs) ECG_HF_LF > 0.25 ECG_PSD_mad > and and ECG_original_mad HAND_EDA_Functionals_power_Filt2mad > 0.25 ECG_p_LF_median < or 1 HAND_EDA_Original_prctile25 < 0.5 1 < and or and or if-else 
