seed;training;test;validation;model
4;0.264137;0.291667;0.214286;physical emotional mental neutral IT_RF_mean 1 > if-else mental -0.75 1 > ECG_hrv_kurtosis ECG_p_MF_std < and if-else -0.5 IT_BRV_min > HAND_EDA_Functionals_power_Fil12baseline HAND_EDA_Functionals_power_Filt2mad > or ECG_Logstd -0.75 > IT_PSD_skewness ARM_EDA_Filt2_kurtosis < or and if-else mental mental neutral -0.25 -0.75 < ECG_PSD_max HAND_EDA_Filt2_mad < and if-else -0.5 -0.25 / ECG_p_VFL_baseline HAND_EDA_Filt2_prctile75 * < if-else -1 IT_HF_LF - IT_BRV_prctile25 - ARM_EDA_Functionals_power_Filt2min < if-else IT_LF_max 0.25 / ECG_hrv_trimmean25 -0.75 -1 -1 / * / > if-else 
3;0.471726;0.431548;0.133929;physical mental emotional emotional mental -0.5 HAND_EDA_Original_geomean(abs) > if-else HAND_EDA_Filt1_geomean(abs) HAND_EDA_Filt2_baseline < if-else IT_MF_baseline IT_LF_median > HAND_EDA_Functionals_power_Filt2min -0.5 > and IT_MF_kurtosis IT_VLF_geomean(abs) IT_BRV_baseline + > and if-else neutral HAND_EDA_Functionals_power_Fil12trimmean25 ARM_EDA_Functionals_power_Fil12min + -0.25 / -1 < if-else IT_LF_prctile75 0.5 / 0.5 ^ ECG_HR_min_div_max 0.5 * IT_PSD_skewness ^ - IT_PSD_skewness ARM_EDA_Filt1_mad + -0.25 / > 0.75 HAND_EDA_Filt1_max < 0.75 0.5 > and -0.5 -0.5 + -0.75 > and ECG_hrv_trimmean25 ARM_EDA_Functionals_power_Fil12min > -0.5 -0.75 < IT_LF_mad IT_PSD_mad > or and or or if-else 
5;0.379464;0.366071;0.303571;neutral physical -0.75 1 > ARM_EDA_Original_prctile25 ECG_hrv_geomean(abs) < and if-else neutral ARM_EDA_Filt1_min -0.25 < 0.25 -0.5 < and if-else neutral physical mental -0.5 0.25 > if-else emotional ECG_Logstd ECG_p_HF_trimmean25 < 0.25 ARM_EDA_Functionals_power_Originalmedian > or if-else ECG_amplitude_RR_mad -0.5 < ECG_p_LF_harmmean IT_BRV_mean > and ECG_hrv_trimmean25 -0.5 < or if-else 0.25 IT_HF_LF > IT_PSD_baseline IT_PSD_skewness > ARM_EDA_amp_scr 0.75 > and or if-else emotional neutral IT_PSD_baseline 0 < if-else physical emotional ECG_HR_min_div_trimmean25 0.25 < if-else 0 ECG_p_HF_max > if-else physical neutral 0.25 IT_PSD_skewness < if-else 1 IT_PSD_skewness < IT_Original_std IT_PSD_baseline < IT_p_Total_kurtosis ARM_EDA_amp_scr > or and if-else IT_Original_std 0 ECG_p_LF_prctile75 - < IT_PSD_baseline ARM_EDA_amp_scr > or IT_PSD_baseline IT_RF_prctile75 > 0.75 IT_HF_min < or 0.75 1 > ECG_hrv_median 0.25 < or 0 ECG_hrv_trimmean25 > and or and if-else 
2;0.342758;0.321429;0.321429;neutral mental emotional ECG_PSD_baseline 1 < IT_p_Total_baseline ECG_RR_window_median > and if-else 0 IT_MF_HF > ECG_hrv_prctile75 0.75 - HAND_EDA_processed_baseline > or if-else physical physical 0.25 1 > 0 HAND_EDA_Functionals_power_Fil12baseline > and if-else neutral physical 0.25 1 > if-else mental neutral 0 0 > if-else -0.5 1 / 0.5 < if-else -0.5 -0.25 > if-else ECG_hrv_min 0.25 - 0.75 < ECG_RR_window_harmmean ECG_RSAindex ECG_original_prctile75 + > and ARM_EDA_Filt2_baseline 0.25 * IT_PSD_skewness > IT_Original_prctile25 ARM_EDA_Functionals_power_Fil12trimmean25 -1 / > and or if-else emotional emotional IT_PSD_max ECG_hrv_prctile75 < if-else mental 0.75 HAND_EDA_Functionals_power_Fil12prctile25 > if-else mental HAND_EDA_Original_geomean(abs) IT_Original_baseline -0.75 - < if-else physical emotional HAND_EDA_Original_mad ARM_EDA_Functionals_power_Filt2geomean(abs) ^ IT_BRV_prctile25 > if-else -1 IT_BRV_skewness HAND_EDA_Original_geomean(abs) / > -0.5 0 / ARM_EDA_Functionals_power_Fil12std < 0.5 -1 > or or if-else IT_Original_max -0.25 > 0 0 < or IT_Original_prctile25 ECG_p_HF_median < ECG_RR_window_kurtosis -1 > HAND_EDA_Filt2_mean IT_LF_prctile25 > or or and 0.5 0.5 > IT_MF_prctile75 -0.5 HAND_EDA_processed_prctile75 / > 0 -1 + 0.5 < or and or if-else 
9;0.618056;0.571429;0.160714;physical emotional ECG_PSD_std 0 -0.75 ^ > if-else mental ECG_RR_window_std IT_Original_prctile25 IT_RF_Area / < 0 IT_LF_Area < and if-else emotional mental emotional HAND_EDA_Filt1_baseline HAND_EDA_area < if-else ARM_EDA_Filt2_median -0.5 < IT_BRV_min HAND_EDA_cross_neg < or if-else physical ECG_RR_window_median ECG_original_std > IT_p_Total_min IT_Original_std > or if-else -0.25 ARM_EDA_Filt2_mean > ECG_p_VFL_kurtosis IT_HF_baseline < and IT_BR_mean IT_LF_baseline < IT_PSD_baseline ARM_EDA_Functionals_power_Originalmean > and or IT_RF_Area -1 1 ^ < or if-else neutral IT_MF_HF 0 0.75 HAND_EDA_Functionals_power_Originalmedian / ^ -0.75 -0.75 - * > ECG_Entropyaprox 1 * 0 < 0.25 -1 > ARM_EDA_Functionals_power_Fil12baseline ECG_p_LF_skewness > or 0.75 0.75 > IT_BR_mean -1 < or or or and if-else 
8;0.571181;0.511905;0.258929;mental neutral ARM_EDA_Original_kurtosis HAND_EDA_Original_prctile25 - IT_VLF_baseline 0.25 + < if-else physical physical emotional IT_Original_trimmean25 0 > if-else ECG_RR_window_prctile25 -1 > if-else -0.75 ECG_RR_window_prctile25 < if-else mental mental -1 -0.25 < if-else mental -1 IT_p_Total_median / ECG_amplitude_RR_median < if-else physical IT_p_Total_baseline IT_HF_kurtosis 0.25 / / IT_LF_trimmean25 > if-else ARM_EDA_Functionals_power_Filt2min ECG_hrv_trimmean25 > 0.25 HAND_EDA_Functionals_power_Filt2kurtosis ^ ECG_original_skewness < 1 HAND_EDA_processed_trimmean25 < IT_RF_harmmean HAND_EDA_Filt1_prctile25 < or and or if-else emotional emotional mental 1 ECG_p_MF_kurtosis - ECG_DBD < if-else IT_HF_kurtosis IT_PSD_harmmean > if-else neutral -1 0.25 > if-else 0.75 -0.5 > 1 IT_MF_trimmean25 > 0.75 ARM_EDA_Filt1_harmmean < and and -0.25 HAND_EDA_Filt2_harmmean > IT_LF_std IT_Original_prctile75 0.25 / > or or 0 IT_HF_kurtosis < ECG_p_total_LF_harmmean -1 < or or if-else 
7;0.257937;0.1875;0.348214;emotional mental IT_PSD_baseline ECG_HF_TF < ARM_EDA_Filt1_skewness IT_PSD_baseline > or if-else emotional mental neutral IT_MF_HF 0 > if-else -0.5 HAND_EDA_Original_prctile75 0.25 * > if-else -0.25 IT_HF_TF > ECG_hrv_min -1 -1 - < and if-else physical emotional ARM_EDA_Functionals_power_Filt2harmmean -0.25 * ECG_hrv_max < if-else mental emotional emotional IT_MF_min 0.25 > if-else -0.75 0.25 > if-else 0.5 ECG_hrv_baseline -0.75 * < -0.25 1 ^ IT_MF_max > or if-else ARM_EDA_Original_mad 0.5 -0.25 - IT_p_Total_baseline + < IT_HF_TF 1 / 0 > or if-else emotional physical mental 0.5 0.25 < if-else ECG_p_HF_kurtosis HAND_EDA_p_samples < ECG_amplitude_RR_min -1 > and if-else physical neutral -0.75 0.5 < ECG_original_std IT_LF_skewness < or if-else -0.75 0 - 0.75 > if-else emotional mental HAND_EDA_Functionals_power_Originalmean ECG_A1_DFA > if-else physical neutral -0.75 1 < 0.75 IT_LF_prctile75 > or if-else IT_PSD_trimmean25 -0.5 IT_RF_median 0.25 - / > if-else ARM_EDA_Functionals_power_Filt2prctile75 ECG_pNN50 > -0.25 ARM_EDA_processed_min > or ECG_amplitude_RR_skewness HAND_EDA_Filt1_baseline < -0.75 0.75 > and or 0.5 0 - 0.75 > and if-else IT_LF_prctile75 ECG_original_skewness -0.75 + IT_p_Total_baseline + < IT_LF_Area 0.25 IT_p_Total_trimmean25 ^ / IT_HF_TF < 0.5 -1 - ARM_EDA_Original_mad > ECG_hrv_median IT_RF_mad -0.75 * < and or or if-else 
1;0.305804;0.279762;0.276786;mental mental mental ARM_EDA_Functionals_power_Originalprctile75 ECG_p_VFL_mad < if-else mental mental 0.5 ECG_p_MF_std < if-else HAND_EDA_Original_skewness ECG_p_LF_prctile25 > -0.25 ECG_RR_window_mad < or if-else 1 IT_MF_mean < 1 ARM_EDA_Functionals_power_Filt2baseline < or HAND_EDA_Functionals_power_Fil12kurtosis 0.25 < ARM_EDA_Filt2_kurtosis 1 < and or if-else mental neutral 0.75 -0.75 > if-else emotional neutral IT_LF_std 0 < if-else 0.75 HAND_EDA_processed_trimmean25 > HAND_EDA_processed_baseline -0.5 > and if-else physical mental 1 IT_LF_max < if-else physical ARM_EDA_Filt2_geomean(abs) 1 0 ^ < if-else 1 HAND_EDA_Functionals_power_Filt2harmmean > ECG_hrv_prctile25 ARM_EDA_Filt1_max < and -0.25 IT_Original_geomean(abs) < IT_p_Total_geomean(abs) ECG_hrv_prctile25 > and and if-else -0.75 0 ECG_NN50 - < 0.5 -0.75 > HAND_EDA_Filt2_harmmean IT_PSD_prctile75 > or or -0.75 HAND_EDA_Functionals_power_Originalmedian > ECG_hrv_std ARM_EDA_Filt1_mean < or IT_RF_skewness ARM_EDA_Filt1_prctile75 < ECG_A2_DFA -1 < and and and if-else physical emotional -0.5 ECG_RR_window_median > if-else neutral mental IT_MF_mad HAND_EDA_processed_prctile75 > if-else IT_HF_LF IT_p_Total_baseline > 0.25 ARM_EDA_processed_mean < or if-else emotional physical HAND_EDA_processed_prctile75 0.75 > if-else 1 IT_Original_mean > 0 -0.25 < or ARM_EDA_Filt2_geomean(abs) IT_LF_mean > or if-else physical emotional -0.25 0 < if-else neutral 0 ARM_EDA_Functionals_power_Originalgeomean(abs) < -0.5 HAND_EDA_Filt2_kurtosis < or if-else physical neutral ECG_p_MF_mean IT_MF_max > if-else physical 0.5 ARM_EDA_Filt2_geomean(abs) > if-else HAND_EDA_Functionals_power_Filt2mad 0.5 > 1 IT_HF_mean < or -0.75 0 > -1 ARM_EDA_Filt2_skewness > and or if-else ARM_EDA_n_ocu 0.75 < -0.5 -0.25 > and 0.75 IT_PSD_kurtosis < ECG_Entropyaprox -1 > and and 0.75 HAND_EDA_processed_trimmean25 > HAND_EDA_processed_baseline -0.5 > and or if-else 0 -1 < 1 1 > or ARM_EDA_cross_pos 0 < and ECG_p_VFL_mad IT_PSD_min < 0 -0.5 < or -0.25 -0.25 < 0.5 ARM_EDA_processed_min > and and and ECG_hrv_mean 0.5 < IT_BRV_std ECG_hrv_prctile25 < and ECG_original_trimmean25 0.25 < and -0.5 -0.5 < HAND_EDA_Functionals_power_Originalgeomean(abs) 0.25 > or IT_BRV_prctile25 IT_LF_geomean(abs) > ECG_original_min -1 > and or and or if-else 
6;0.286458;0.264881;0.303571;neutral mental -0.5 -0.5 > if-else neutral mental 0.25 0.5 < if-else neutral emotional IT_LF_baseline 0.25 > if-else ECG_RR_window_mean -0.5 > if-else 0.75 0 < ECG_p_HF_trimmean25 HAND_EDA_Filt1_prctile75 > and ARM_EDA_Functionals_power_Originalprctile25 ECG_RR_window_mean < -0.25 -1 > and and if-else mental mental IT_LF_harmmean -0.25 < if-else emotional -0.25 1 < IT_VLF_baseline 0.75 > and if-else emotional neutral 0.5 ARM_EDA_Filt1_geomean(abs) < if-else mental emotional 0.5 0.75 < if-else ECG_amplitude_RR_max 1 < IT_LF_skewness ECG_p_VFL_harmmean < and if-else IT_PSD_min -1 > HAND_EDA_cross_pos -0.25 < and -0.75 ARM_EDA_Filt2_skewness < IT_LF_max IT_Original_max < or and if-else ECG_HR_min_div_geomean(abs) ECG_p_total_LF_kurtosis < 0.75 ECG_p_MF_median > and 0.25 1 > ARM_EDA_Filt2_baseline 0.5 > and or IT_LF_mean 0.5 -0.75 / < or if-else emotional mental physical ARM_EDA_Functionals_power_Filt2prctile25 -0.75 > if-else -0.75 ECG_p_MF_harmmean < ECG_RR_window_prctile75 0.25 > and if-else emotional mental HAND_EDA_Filt2_baseline ARM_EDA_Functionals_power_Fil12prctile25 > if-else neutral mental -0.75 IT_BRV_median > if-else HAND_EDA_Filt1_max -0.5 > HAND_EDA_Filt2_harmmean 0.5 < and if-else ARM_EDA_Original_mean ARM_EDA_Functionals_power_Fil12mad < HAND_EDA_Functionals_power_Filt2trimmean25 -0.5 > and ECG_p_MF_mad -1 < HAND_EDA_Functionals_power_Filt2baseline ARM_EDA_Filt2_trimmean25 > or and if-else emotional mental ARM_EDA_Filt1_prctile75 ECG_PSD_geomean(abs) > if-else physical emotional -0.25 ECG_hrv_max < if-else ECG_M ARM_EDA_p_samples < IT_LF_max -0.5 < and if-else neutral mental IT_BRV_trimmean25 -0.25 < if-else physical emotional -1 ECG_p_VFL_max > if-else IT_LF_geomean(abs) ARM_EDA_Functionals_power_Originalprctile75 > -0.75 HAND_EDA_Filt1_baseline < or if-else 0.5 IT_p_Total_min < 0.5 -1 < and -1 ECG_hrv_trimmean25 < 0 IT_LF_baseline < and or if-else IT_MF_skewness IT_MF_baseline < if-else IT_MF_skewness -0.5 -0.5 * < if-else 
10;0.271081;0.166667;0.232143;mental physical ECG_hrv_median 0 < if-else emotional mental IT_RF_prctile25 1 < if-else IT_RF_prctile75 HAND_EDA_Functionals_power_Filt2min > ARM_EDA_Filt1_prctile75 -0.5 > or if-else emotional neutral 0 IT_HF_LF < if-else physical -1 ECG_p_total_LF_mad < 0.75 1 < or if-else IT_p_Total_median 0.5 > 0.75 IT_LF_prctile75 > or IT_HF_TF ECG_hrv_prctile25 < -0.5 IT_LF_MF_HF < and and if-else emotional neutral ECG_PSD_min -1 < 0 -0.75 < and if-else physical physical 0.25 ECG_HF_LF < if-else physical mental -0.75 IT_Original_trimmean25 < if-else 0 IT_VLF_max / -0.25 -0.75 / > if-else ECG_p_total_LF_harmmean -0.5 > ECG_p_total_LF_prctile75 -1 < and -0.25 -1 < IT_LF_max 0 < and or if-else -0.75 1 > IT_Original_prctile25 IT_p_Total_baseline > or -0.5 HAND_EDA_Functionals_power_Filt2prctile75 > HAND_EDA_Original_max ARM_EDA_Functionals_power_Fil12kurtosis < or and 0.25 ARM_EDA_Functionals_power_Fil12prctile25 > HAND_EDA_Filt1_prctile25 HAND_EDA_Filt2_baseline < and ECG_HR_min_div_kurtosis 0.5 > ECG_PSD_prctile25 0 < or or or if-else physical mental neutral ECG_amplitude_RR_min 0.5 - -0.25 < if-else mental physical IT_MF_mean ECG_p_total_LF_prctile25 < if-else IT_RF_max -0.25 < HAND_EDA_Functionals_power_Filt2kurtosis ECG_hrv_median > 1 -0.75 < or or if-else ECG_LF_MF_HF 0 < -0.5 ECG_original_mad > or 1 -0.5 / ARM_EDA_processed_std < or 0.75 -0.75 ECG_HR_min_div_prctile75 ^ < and if-else -0.75 HAND_EDA_Functionals_power_Originalkurtosis > -0.25 -0.75 < or 0.75 ARM_EDA_Original_prctile25 > 0.25 HAND_EDA_processed_prctile75 < and or IT_CCV_LF IT_VLF_std > IT_LF_trimmean25 ECG_RR_window_prctile75 > or 0.25 ECG_p_MF_trimmean25 < ARM_EDA_Filt2_kurtosis -1 < or or or ECG_amplitude_RR_geomean(abs) -1 < -0.75 IT_BRV_mean < or -0.25 ECG_hrv_prctile75 > 0.25 -1 < and or ARM_EDA_Functionals_power_Originalmean ARM_EDA_Filt2_mad - -0.75 < or or if-else 
