seed;training;test;validation;model
5;0.37748;0.505952;0.267857;neutral physical IT_p_Total_skewness -0.75 / IT_p_Total_skewness -0.5 / < IT_BRV_std IT_p_Total_baseline < IT_p_Total_baseline 1 < and or if-else neutral emotional 1 IT_LF_skewness ^ ARM_EDA_Original_median > IT_p_Total_baseline 0.75 > and if-else neutral neutral emotional -0.75 ECG_hrv_median < if-else emotional emotional -0.25 ARM_EDA_Functionals_power_Filt2trimmean25 < if-else IT_p_Total_baseline ECG_RR_window_median > if-else IT_p_Total_min 0.75 > IT_BRV_std IT_HF_LF 0.75 - > or if-else IT_RF_prctile75 ECG_RR_window_median IT_p_Total_skewness IT_p_Total_baseline - - > if-else IT_RF_prctile75 ECG_RR_window_median -1 IT_p_Total_baseline - - ECG_original_std ARM_EDA_Original_kurtosis * IT_p_Total_baseline - - > if-else 
3;0.269593;0.252976;0.276786;emotional physical HAND_EDA_processed_baseline IT_p_Total_prctile25 < if-else physical 0.25 IT_p_Total_baseline > ECG_hrv_prctile25 ECG_PSD_mad < and ECG_hrv_median 1 < or 0.75 -0.75 < or if-else physical neutral -0.25 -0.75 < if-else mental emotional ARM_EDA_Filt1_median IT_PSD_baseline < if-else IT_BRV_max IT_BRV_std 0.25 / < if-else mental physical IT_PSD_baseline IT_HF_mean > if-else neutral emotional -0.25 ECG_PSD_baseline - ARM_EDA_cross_pos IT_MF_mean / < if-else 0.75 IT_VLF_trimmean25 > IT_p_Total_median IT_LF_median < or 0.75 0.5 < or if-else ECG_original_prctile75 1 IT_Original_max - < if-else IT_PSD_baseline 0.25 ECG_original_baseline ARM_EDA_Functionals_power_Filt2skewness ^ / / IT_LF_median - ECG_hrv_median IT_p_Total_trimmean25 ^ < if-else 
1;0.486359;0.389881;0.258929;physical physical physical -0.25 HAND_EDA_Original_kurtosis > if-else emotional -1 ECG_p_LF_skewness < -1 IT_VLF_prctile25 < and if-else physical physical IT_RF_harmmean ECG_PSD_skewness < if-else emotional HAND_EDA_Original_std -1 * HAND_EDA_Original_max < if-else IT_PSD_mean IT_Original_prctile75 ECG_CCV_LF + < if-else IT_LF_mean ECG_p_LF_median * IT_CCV_LF > IT_p_Total_skewness -0.5 > HAND_EDA_Filt1_kurtosis IT_Original_skewness -0.75 ^ < or and if-else neutral emotional ECG_p_VFL_kurtosis IT_HF_baseline < HAND_EDA_Filt2_baseline HAND_EDA_Original_prctile25 < or if-else neutral -0.5 IT_VLF_min - IT_CCV_LF > 0.5 -1 - IT_LF_baseline > and if-else neutral IT_LF_baseline IT_LF_prctile25 ^ -0.5 ^ 0.75 0.75 ^ > if-else ECG_hrv_mean 0.75 * IT_CCV_LF 0.25 + 0.25 + > HAND_EDA_Functionals_power_Fil12median HAND_EDA_Functionals_power_Fil12mad ^ IT_LF_mean ECG_p_HF_median * - -0.5 < ARM_EDA_processed_prctile75 0.5 ECG_p_LF_prctile75 - < IT_HF_baseline -0.5 < and or and if-else 
4;0.274058;0.241071;0.285714;mental emotional mental ARM_EDA_Original_prctile25 ECG_RR_window_trimmean25 < if-else HAND_EDA_Original_baseline HAND_EDA_Filt1_min < if-else neutral -0.25 0.5 + ARM_EDA_Functionals_power_Originalgeomean(abs) < 0.5 ARM_EDA_Filt2_std - IT_HF_TF -0.5 / < or if-else physical neutral physical 0.5 ECG_p_HF_baseline < if-else -1 HAND_EDA_Functionals_power_Fil12baseline > 0.25 HAND_EDA_Filt1_min < and if-else physical physical 0.25 ECG_RR_window_baseline + -1 < if-else -1 ARM_EDA_Functionals_power_Fil12std * IT_RF_Area > IT_LF_prctile75 HAND_EDA_Original_max + ECG_HR_min_div_baseline < and if-else IT_Original_mean -0.75 * ECG_hrv_trimmean25 > if-else mental emotional ECG_hrv_geomean(abs) HAND_EDA_processed_kurtosis + -1 < if-else physical physical -0.25 0.25 < if-else physical 1 IT_BRV_min < ECG_p_LF_std 0.25 < and if-else physical 0.25 ECG_RR_window_baseline + 0.25 < if-else HAND_EDA_Original_baseline HAND_EDA_Filt1_min < -0.75 ARM_EDA_Functionals_power_Originalmin 0.5 ^ > and 0.25 ECG_amplitude_RR_std + -1 0.75 ^ HAND_EDA_Filt2_harmmean * < or if-else ARM_EDA_Original_mad 1 * 0.25 < if-else 
2;0.243304;0.244048;0.267857;emotional neutral -0.5 HAND_EDA_Original_baseline HAND_EDA_Functionals_power_Fil12harmmean + > 0.5 ECG_hrv_median < and -0.5 IT_VLF_std > 0.5 -0.25 < ECG_IE -1 > and and and if-else mental emotional -0.5 ECG_hrv_median < if-else mental physical IT_MF_baseline 0.5 * IT_RF_baseline 0 * > if-else 0 ECG_hrv_median > IT_RF_prctile75 0 < and if-else mental emotional mental HAND_EDA_Functionals_power_Fil12min ECG_p_VFL_baseline > if-else ARM_EDA_processed_mad IT_LF_prctile75 > 0 IT_HF_std < or if-else emotional ECG_DBD ECG_HR_min_div_min < ECG_p_MF_skewness IT_HF_min > 0.25 HAND_EDA_processed_prctile25 > or or if-else -0.5 ECG_hrv_median < HAND_EDA_Original_mad ECG_amplitude_RR_geomean(abs) + ARM_EDA_Functionals_power_Filt2geomean(abs) -1 / > or ARM_EDA_Filt1_skewness ECG_RR_window_trimmean25 - ARM_EDA_Filt2_skewness IT_HF_skewness - > IT_MF_HF HAND_EDA_Filt2_harmmean -0.5 ^ < or and if-else IT_PSD_harmmean -0.5 > 0.5 ARM_EDA_Filt2_harmmean ^ -0.25 < or HAND_EDA_Functionals_power_Originalprctile25 HAND_EDA_Functionals_power_Originalprctile25 * -0.75 > or IT_HF_LF IT_VLF_std -0.5 - < and if-else 
10;0.273065;0.348214;0.294643;mental mental neutral emotional 0.75 -0.25 > if-else IT_BRV_baseline ECG_p_HF_trimmean25 > 1 HAND_EDA_Filt2_kurtosis < or if-else ECG_RR_window_median 0.75 ECG_original_mad + < if-else emotional physical mental emotional ECG_RR_window_std -0.5 < if-else ECG_original_mad ECG_RR_window_median > if-else ECG_hrv_max -0.75 < if-else IT_PSD_baseline IT_PSD_kurtosis > if-else emotional mental -0.5 0.5 > if-else neutral ARM_EDA_Filt2_mean -1 > IT_BRV_max IT_CCV_HF > and if-else emotional mental -0.5 0.75 > if-else neutral ECG_PSD_std 0.75 -0.75 * > if-else mental mental ECG_PSD_std 0.25 > if-else IT_BRV_prctile75 0.75 > if-else 0 HAND_EDA_processed_prctile25 < 1 -0.5 > HAND_EDA_Filt2_geomean(abs) 0 > and or -1 IT_p_Total_skewness > IT_p_Total_trimmean25 0.25 > and 1 IT_HF_skewness < -0.5 0.5 > and or or if-else 0.25 IT_PSD_kurtosis < if-else 
9;0.274802;0.428571;0.1875;neutral emotional 0.75 0.75 < if-else mental emotional HAND_EDA_processed_prctile25 ARM_EDA_Functionals_power_Filt2skewness < if-else -0.75 ECG_hrv_max > ECG_pNN50 0.75 1 - < and if-else neutral 0.5 IT_LF_MF_HF * -0.25 IT_VLF_baseline + > if-else physical mental IT_PSD_mean 1 > if-else emotional emotional 0.25 -0.5 < if-else ARM_EDA_Functionals_power_Originalmean ARM_EDA_Functionals_power_Fil12std < ECG_p_MF_trimmean25 -0.25 < and if-else mental emotional 0.75 HAND_EDA_Functionals_power_Filt2max < if-else emotional physical 0.75 0.25 > if-else -1 -0.75 < HAND_EDA_processed_prctile25 1 < and if-else -0.25 -0.25 * IT_PSD_geomean(abs) HAND_EDA_Functionals_power_Originalprctile75 / < if-else physical mental ARM_EDA_Filt1_max IT_PSD_baseline > -0.25 -0.75 > and 0.25 -0.5 * -0.25 > and if-else -1 ECG_hrv_max > -0.25 -0.25 * ECG_RR_window_prctile25 < or if-else 0.5 -0.75 / ECG_hrv_max > -0.25 1 * IT_HF_kurtosis -0.25 / < or 0.25 ECG_RR_window_prctile25 < or if-else 
8;0.298859;0.372024;0.267857;physical neutral emotional mental ECG_hrv_prctile25 IT_BRV_kurtosis < if-else ARM_EDA_processed_median 0.5 < 0.25 IT_PSD_kurtosis > and if-else 0.25 IT_LF_geomean(abs) > ARM_EDA_Functionals_power_Fil12median 0.75 > and ECG_hrv_prctile25 0.75 - IT_VLF_baseline > HAND_EDA_processed_geomean(abs) -0.75 ^ 0.75 IT_LF_mad * < or or if-else mental mental ECG_PSD_skewness HAND_EDA_Filt1_baseline < if-else neutral -0.75 HAND_EDA_processed_baseline < if-else neutral IT_BRV_kurtosis IT_HF_skewness < if-else physical emotional -0.5 0.75 > -0.75 -0.25 > and if-else mental -0.75 0.75 < IT_Original_max ARM_EDA_Functionals_power_Originalmedian < or 0.25 ECG_p_MF_max > ECG_PSD_geomean(abs) 0.75 < or and if-else ARM_EDA_processed_median -1 HAND_EDA_Original_mean - / ECG_hrv_geomean(abs) < ECG_NN50 -0.5 < IT_HF_TF -1 > or -0.5 0.5 < ECG_p_VFL_mad -0.5 > and or or if-else 1 IT_VLF_baseline > ARM_EDA_Functionals_power_Originalmean ARM_EDA_p_samples + HAND_EDA_Filt2_baseline + IT_BRV_kurtosis - ARM_EDA_Filt2_prctile75 -0.75 -1 0 - - ^ > or if-else 
6;0.273313;0.303571;0.375;physical physical mental -1 0.25 > if-else ECG_original_geomean(abs) 0.25 > ECG_p_MF_geomean(abs) 0 > and if-else mental physical ARM_EDA_Functionals_power_Fil12mean IT_p_Total_prctile75 > if-else emotional neutral ECG_PSD_mad IT_BRV_harmmean < if-else ECG_p_HF_baseline IT_LF_geomean(abs) 1 - < if-else ECG_hrv_prctile75 ECG_RR_window_mad > HAND_EDA_cross_pos HAND_EDA_Original_geomean(abs) < -0.25 HAND_EDA_Functionals_power_Originalmad > and or if-else emotional neutral IT_RF_geomean(abs) IT_LF_MF_HF < if-else IT_LF_MF_HF IT_HF_prctile25 > if-else physical physical IT_BRV_baseline ECG_Logstd HAND_EDA_Functionals_power_Originaltrimmean25 - > -0.75 IT_HF_skewness > and if-else emotional mental mental ARM_EDA_Functionals_power_Originalprctile25 0.25 < if-else emotional physical 0 ECG_original_skewness > if-else -1 ECG_HR_min_div_prctile25 < if-else 1 ECG_RR_window_max > HAND_EDA_Functionals_power_Filt2min 0.75 > -0.25 HAND_EDA_Functionals_power_Filt2mad > and or if-else IT_Original_prctile75 -0.5 > 1 -0.75 < IT_HF_skewness IT_RF_mad < or or if-else -0.75 -0.75 < 0.25 ECG_hrv_prctile75 > IT_HF_skewness IT_HF_skewness > or or if-else 
7;0.31002;0.416667;0.276786;physical mental ARM_EDA_Filt1_mean IT_HF_median < if-else neutral 0 0 > 0 IT_HF_mad > and if-else physical mental IT_VLF_geomean(abs) ECG_p_LF_std > if-else emotional neutral ECG_PSD_median IT_LF_skewness < if-else -0.25 IT_RF_min ECG_A2_DFA - > if-else 1 0 > if-else physical emotional physical ECG_amplitude_RR_prctile25 ECG_p_MF_prctile75 > if-else neutral IT_LF_geomean(abs) IT_PSD_prctile25 - 0.25 IT_RF_baseline ^ < if-else ARM_EDA_Functionals_power_Filt2geomean(abs) ECG_amplitude_RR_prctile75 / 1 < 1 ECG_RR_window_harmmean > HAND_EDA_Filt1_std -0.25 < and and if-else IT_MF_HF -1 > 0.5 -1 > IT_VLF_trimmean25 HAND_EDA_Filt2_harmmean < and or 0.25 0 -0.75 + > or if-else neutral mental neutral IT_HF_TF IT_MF_HF < if-else 0 ARM_EDA_Filt2_skewness < ARM_EDA_Filt2_kurtosis -1 ECG_p_VFL_prctile75 * > and if-else mental physical -0.5 1 - IT_RF_trimmean25 > if-else emotional mental mental IT_LF_geomean(abs) ARM_EDA_processed_median > if-else ECG_RR_window_mean IT_PSD_min > if-else ECG_RR_window_prctile25 IT_HF_TF < if-else IT_RF_baseline IT_MF_baseline < ECG_HR_min_div_trimmean25 IT_BRV_mean < HAND_EDA_area ECG_original_mad > and -0.5 1 < -1 ECG_p_HF_skewness < and and or if-else ARM_EDA_Filt2_baseline ARM_EDA_Original_trimmean25 / IT_Original_mean < 1 ECG_p_HF_median < ECG_p_LF_geomean(abs) -0.25 ECG_hrv_baseline + < and and if-else 
