seed;training;test;validation;model
3;0.393105;0.339286;0.25;physical emotional IT_LF_harmmean ECG_p_total_LF_median ^ IT_LF_skewness - ECG_HR_min_div_mad < if-else neutral IT_PSD_kurtosis IT_MF_baseline ^ 0.5 -1 - IT_BRV_baseline * + IT_PSD_min > if-else mental neutral -0.5 0.5 < if-else neutral 1 ECG_p_VFL_skewness * -0.5 > if-else physical 1 IT_MF_baseline / ECG_p_HF_max > if-else mental emotional emotional -0.25 -0.5 > if-else IT_BRV_min IT_RF_median - ECG_HR_min_div_mad > if-else neutral neutral neutral 1 ECG_A1_DFA < if-else ECG_p_HF_max 0 < if-else -0.75 0.25 < ARM_EDA_Filt2_kurtosis 0.5 > or 0.25 IT_PSD_kurtosis < and if-else ARM_EDA_Filt2_prctile75 ECG_original_baseline ^ IT_LF_MF_HF < IT_MF_baseline IT_LF_MF_HF < or if-else -0.25 IT_RF_median - IT_Original_trimmean25 - HAND_EDA_area > if-else 
1;0.412698;0.544643;0.267857;neutral neutral emotional neutral 0.25 -1 < if-else physical mental IT_Original_mad IT_PSD_mean > if-else -0.5 0.75 < -0.25 IT_BRV_std < and if-else mental emotional IT_PSD_std ECG_amplitude_RR_geomean(abs) > if-else emotional IT_MF_prctile25 ECG_NN50 > if-else HAND_EDA_Original_baseline HAND_EDA_Filt2_harmmean < ECG_RR_window_geomean(abs) ARM_EDA_Filt1_geomean(abs) < 0.75 IT_MF_baseline < or or if-else IT_MF_baseline IT_BRV_prctile75 + -1 < if-else 1 1 0 ^ HAND_EDA_Filt1_mad ARM_EDA_processed_trimmean25 * ^ IT_LF_MF_HF + * 1 < if-else 
2;0.306796;0.33631;0.383929;neutral neutral mental mental 0.75 -0.5 < if-else ECG_p_LF_mean HAND_EDA_Functionals_power_Filt2geomean(abs) ^ ECG_original_skewness < if-else neutral physical -0.25 IT_HF_LF > if-else ARM_EDA_Filt1_std IT_p_Total_baseline < ECG_HR_min_div_median HAND_EDA_Functionals_power_Fil12trimmean25 > -1 IT_HF_harmmean < or and if-else emotional mental 0 IT_RF_mean < if-else emotional neutral mental ECG_PSD_prctile25 1 < if-else 0 IT_Original_baseline < if-else ECG_original_prctile75 0.5 * IT_HF_geomean(abs) * ECG_hrv_min < if-else 0 ECG_amplitude_RR_max < ECG_p_MF_prctile25 -0.5 0.25 - < or -1 IT_Original_baseline < ECG_RR_window_harmmean -0.5 * 0 > and and if-else IT_HF_LF -0.5 < if-else 
5;0.31746;0.342262;0.294643;physical physical emotional -0.25 ARM_EDA_Filt2_harmmean > if-else mental neutral IT_VLF_kurtosis 0 > if-else IT_CCV_LF IT_RF_max < if-else mental emotional IT_LF_geomean(abs) HAND_EDA_Filt2_mean < if-else neutral physical ARM_EDA_cross_neg ECG_p_HF_prctile75 > if-else IT_BRV_min ECG_RR_window_kurtosis 0.75 - > if-else HAND_EDA_Functionals_power_Fil12prctile25 0.25 ECG_p_VFL_mad ^ < if-else neutral neutral mental ARM_EDA_Filt1_median 0 > if-else ECG_hrv_mean IT_CCV_LF < if-else emotional mental IT_Original_skewness HAND_EDA_Filt1_kurtosis - 0.5 > if-else IT_BRV_min ECG_HR_min_div_prctile25 < 0 IT_LF_MF_HF 0.25 - > or if-else ECG_p_VFL_mad 0 IT_RF_std ^ > ARM_EDA_Functionals_power_Fil12prctile25 ECG_original_prctile25 ^ 1 IT_p_Total_baseline ECG_p_VFL_prctile25 * - > or if-else -0.5 IT_VLF_geomean(abs) ECG_hrv_mean - > if-else 
4;0.444444;0.464286;0.294643;mental neutral neutral -0.5 -1 < if-else physical -0.75 0.75 < -1 -1 > or if-else IT_BRV_max ARM_EDA_Filt1_min * IT_HF_skewness < IT_PSD_kurtosis ECG_original_baseline > and if-else neutral physical emotional 1 0.25 > ECG_HR_min_div_trimmean25 0 > and if-else 0 IT_HF_skewness > if-else ECG_RR_window_trimmean25 -1 > ARM_EDA_Filt1_geomean(abs) ECG_CCV_LF > HAND_EDA_Filt2_skewness -1 > and or -0.75 IT_HF_max > or if-else neutral physical 1 1 > if-else physical ARM_EDA_Functionals_power_Filt2geomean(abs) ECG_p_total_LF_harmmean < HAND_EDA_Original_prctile25 ECG_hrv_kurtosis < and if-else neutral physical emotional ECG_HR_min_div_max 0.75 > if-else -0.25 -0.25 < -0.75 -0.5 > or if-else physical IT_p_Total_baseline ECG_hrv_geomean(abs) > ECG_PSD_mad 0 > ECG_CCV_LF 0.75 < and and if-else -0.25 -0.5 / 0 < HAND_EDA_Filt2_harmmean 0 > or if-else 1 -0.75 + IT_p_Total_min + ARM_EDA_Functionals_power_Fil12median IT_Original_max ARM_EDA_processed_max * + > if-else 
8;0.359127;0.422619;0.285714;emotional physical ECG_original_max -1 IT_LF_max -0.75 + - < if-else neutral physical ARM_EDA_Filt1_prctile25 ARM_EDA_Original_skewness ^ ARM_EDA_processed_min > if-else ARM_EDA_Functionals_power_Filt2min ARM_EDA_processed_prctile75 ECG_RR_window_prctile75 / < IT_RF_harmmean ARM_EDA_Functionals_power_Filt2min 0.75 IT_MF_prctile25 ^ / > or if-else mental emotional physical emotional IT_PSD_mean 0.75 < if-else ECG_PSD_baseline 0.25 IT_LF_mad + < if-else neutral -1 ARM_EDA_Filt1_prctile25 ARM_EDA_Original_skewness * 0 ^ > if-else 0.25 0.25 > IT_BRV_prctile75 -0.75 > 0.75 ECG_original_geomean(abs) < or -0.5 -0.25 IT_BRV_mad + > and or if-else IT_PSD_kurtosis IT_VLF_baseline ^ -1 + IT_VLF_mean > IT_HF_trimmean25 ECG_RR_window_prctile75 > ECG_CCV_LF -0.75 < and IT_RF_harmmean IT_p_Total_mad > and or -0.25 IT_MF_min > 0 IT_RF_baseline < or 0.75 ECG_hrv_prctile25 < or ECG_original_std -0.5 * -0.75 / ARM_EDA_processed_prctile75 ECG_RR_window_prctile75 / 1 - > or and if-else 
10;0.490327;0.473214;0.375;neutral mental ECG_original_geomean(abs) ECG_RR_window_mean > if-else neutral ECG_p_VFL_baseline IT_MF_std ECG_PSD_baseline * ECG_RR_window_prctile25 + > if-else mental physical mental emotional 0.5 ECG_p_total_LF_skewness > if-else ECG_original_geomean(abs) HAND_EDA_processed_prctile25 > if-else 1 ARM_EDA_processed_prctile75 - IT_BRV_median IT_VLF_mean ECG_RR_window_trimmean25 + / < if-else -0.25 1 -0.25 * > if-else neutral neutral neutral mental physical -0.25 ECG_amplitude_RR_std > if-else ECG_p_MF_max ECG_p_total_LF_min < -0.5 IT_MF_mad > or if-else 0.75 IT_PSD_kurtosis > if-else 0.75 0.5 0 * / ECG_RR_window_prctile25 + ECG_p_VFL_mean < if-else 0.5 IT_p_Total_min + IT_PSD_kurtosis < if-else 
7;0.468502;0.446429;0.330357;physical neutral -1 0.25 0.5 + > if-else neutral neutral physical ARM_EDA_Functionals_power_Originalstd -0.75 > if-else ARM_EDA_processed_mad -0.75 < if-else ECG_original_trimmean25 0.25 * -1 IT_Original_prctile75 ^ < 0.5 IT_RF_mad < or if-else emotional mental emotional 1 ECG_p_VFL_kurtosis > if-else HAND_EDA_Functionals_power_Fil12max -0.5 > if-else mental physical emotional ARM_EDA_processed_mean -0.75 < if-else -0.5 ECG_hrv_mean > if-else -0.5 -0.75 < IT_LF_MF_HF IT_VLF_min < or if-else -0.5 HAND_EDA_Functionals_power_Originalmax > HAND_EDA_Functionals_power_Filt2geomean(abs) ECG_hrv_mean > or ECG_HR_min_div_median IT_p_Total_baseline < ECG_HR_min_div_median IT_BRV_min > and and if-else physical ARM_EDA_processed_mad IT_VLF_min - IT_p_Total_baseline < -0.25 IT_VLF_min / 0.5 0.25 - 1 IT_LF_geomean(abs) - / < IT_RF_geomean(abs) 0 < IT_LF_max -0.25 < or ECG_hrv_mean 0 < and or or if-else 
9;0.343998;0.360119;0.1875;physical mental 1 IT_HF_max < if-else physical 0.25 HAND_EDA_Functionals_power_Filt2baseline < 1 HAND_EDA_Functionals_power_Fil12baseline > or if-else neutral physical IT_p_Total_geomean(abs) IT_Original_mad > if-else 0 ECG_DBD HAND_EDA_Functionals_power_Filt2min - > IT_p_Total_baseline IT_VLF_kurtosis > and if-else neutral mental neutral -0.5 -0.5 > if-else 0 0.5 < -0.75 0.5 < or if-else emotional physical ECG_original_std HAND_EDA_Functionals_power_Originalkurtosis < if-else mental emotional HAND_EDA_Filt1_geomean(abs) HAND_EDA_Filt2_baseline > if-else 0.5 ECG_PSD_geomean(abs) < if-else -0.5 IT_MF_HF 1 ARM_EDA_processed_baseline * + > if-else IT_LF_Area 0 > if-else physical neutral ARM_EDA_Functionals_power_Fil12trimmean25 0.5 > ECG_p_LF_prctile25 -0.5 > and if-else physical physical ARM_EDA_Functionals_power_Fil12baseline 1 > if-else neutral -0.5 0 > if-else mental neutral ECG_original_baseline IT_VLF_trimmean25 > if-else -0.5 0.75 + 0 > HAND_EDA_processed_prctile75 ARM_EDA_Functionals_power_Originalkurtosis < -0.25 IT_p_Total_kurtosis > and and if-else ECG_HR_min_div_mad 0.75 < ARM_EDA_Functionals_power_Fil12max ECG_PSD_mean > or -0.75 0.75 < IT_RF_geomean(abs) IT_p_Total_baseline < and or -0.5 IT_Original_mad > or if-else 0.75 IT_LF_baseline 0.25 / / 1 > IT_LF_Area -1 + 0 -1 * > 0.25 HAND_EDA_Functionals_power_Fil12baseline < or or if-else 
6;0.401042;0.339286;0.348214;mental mental physical ARM_EDA_Functionals_power_Filt2prctile25 IT_LF_min > if-else ARM_EDA_Filt1_mad HAND_EDA_Filt1_min < 1 ARM_EDA_processed_skewness < or if-else neutral neutral emotional IT_HF_kurtosis ECG_amplitude_RR_baseline < if-else 0.5 IT_PSD_prctile25 < if-else 0.75 ECG_p_LF_mean > ARM_EDA_processed_harmmean ECG_amplitude_RR_min < and 1 IT_VLF_mad > and if-else emotional physical HAND_EDA_processed_std ECG_Logstd > if-else emotional neutral -1 1 > if-else emotional mental -0.5 HAND_EDA_Functionals_power_Originalprctile75 < if-else 1 HAND_EDA_Filt2_skewness > if-else IT_PSD_prctile25 IT_MF_mad < 0.5 IT_VLF_baseline - IT_PSD_mean > or if-else 0.25 ARM_EDA_amp_scr < HAND_EDA_processed_prctile75 ECG_p_LF_median - -1 ^ HAND_EDA_processed_baseline IT_Original_trimmean25 + 0.5 ^ > and if-else physical physical -1 IT_VLF_mad > if-else physical mental ECG_HR_min_div_min 0 < if-else ECG_RR_window_skewness IT_BRV_prctile75 > -0.25 1 < or -0.5 0 > or if-else physical emotional -1 ARM_EDA_Functionals_power_Fil12skewness > if-else mental neutral IT_HF_LF IT_HF_trimmean25 > if-else ECG_p_LF_mad HAND_EDA_Functionals_power_Originalskewness > ECG_hrv_min ECG_p_HF_prctile25 < and ARM_EDA_Filt1_mean ECG_HR_min_div_std < -0.25 0.75 < and and if-else -0.25 IT_LF_mad 0.5 / < 0 HAND_EDA_Functionals_power_Fil12std HAND_EDA_Filt2_prctile75 + < 0 IT_Original_trimmean25 < or and if-else IT_HF_skewness IT_HF_trimmean25 > ECG_RR_window_min IT_PSD_prctile25 > and -1 ECG_hrv_min / 1 > -0.75 IT_Original_std - -0.75 > and and -0.75 IT_VLF_mad > -0.5 -0.75 < -0.25 -0.5 < and or IT_HF_LF IT_HF_trimmean25 > -1 IT_LF_harmmean > and or or if-else 
