seed;training;test;validation;model
3;0.474702;0.416667;0.142857;physical neutral emotional mental ARM_EDA_Functionals_power_Fil12skewness IT_HF_baseline > HAND_EDA_Original_prctile75 HAND_EDA_Filt2_prctile25 < or if-else IT_PSD_skewness IT_RF_trimmean25 -0.25 * < if-else ECG_HR_min_div_median IT_BRV_harmmean -0.5 ECG_HR_min_div_trimmean25 + - > if-else emotional emotional HAND_EDA_Filt2_std 1 + IT_PSD_skewness > if-else physical neutral physical IT_MF_geomean(abs) -0.25 > if-else -1 IT_Original_trimmean25 > HAND_EDA_processed_prctile75 ARM_EDA_processed_min > or if-else 0.25 IT_PSD_skewness < IT_Original_baseline -1 < or if-else neutral -1 IT_Original_trimmean25 > HAND_EDA_processed_prctile75 ARM_EDA_processed_min > or if-else 0.25 HAND_EDA_Functionals_power_Filt2mad 0.25 / - -0.25 -0.5 IT_BRV_harmmean + * * -0.25 IT_BRV_baseline + < if-else 
4;0.270833;0.330357;0.178571;emotional emotional ARM_EDA_processed_trimmean25 HAND_EDA_Original_skewness < if-else mental 0 HAND_EDA_processed_prctile75 > IT_VLF_kurtosis IT_LF_std > or if-else mental ECG_hrv_median ECG_PSD_prctile25 < IT_PSD_baseline 0.75 - IT_LF_trimmean25 < and if-else physical physical -1 -1 < if-else neutral physical -1 -0.25 < if-else mental IT_RF_std HAND_EDA_cross_pos < if-else -0.5 -1 / IT_PSD_baseline 0.75 - > if-else IT_PSD_baseline 0.75 + ECG_hrv_trimmean25 > if-else neutral physical neutral IT_RF_trimmean25 0.5 > if-else physical neutral HAND_EDA_Filt2_trimmean25 -0.75 < if-else ECG_p_total_LF_min HAND_EDA_Functionals_power_Fil12baseline < -0.25 HAND_EDA_processed_trimmean25 < or if-else ARM_EDA_processed_trimmean25 IT_p_Total_baseline > HAND_EDA_Functionals_power_Filt2skewness -0.75 > 0.5 ECG_p_HF_mean < and and if-else physical 0.75 -1 > if-else -0.25 IT_LF_HF > if-else 
5;0.298115;0.285714;0.1875;physical emotional mental ECG_hrv_mean -0.5 < if-else emotional -0.25 IT_LF_geomean(abs) < ECG_original_mad 1 < and if-else -0.5 ECG_M IT_RF_Area - > if-else neutral emotional -0.75 ARM_EDA_Functionals_power_Fil12median 1 ^ < -1 HAND_EDA_processed_geomean(abs) > ECG_p_MF_prctile75 -0.25 < and or if-else IT_PSD_prctile75 1 IT_VLF_median * > IT_LF_MF_HF ECG_amplitude_RR_max -0.25 * > and if-else mental HAND_EDA_processed_baseline IT_LF_baseline IT_MF_trimmean25 IT_PSD_min ^ - < HAND_EDA_cross_pos HAND_EDA_Original_prctile25 > or 0.5 0.5 < 0 HAND_EDA_Functionals_power_Fil12baseline > and ECG_PSD_prctile75 -0.5 < or -0.25 ARM_EDA_Filt1_prctile75 > ARM_EDA_Functionals_power_Fil12median -0.25 > and ECG_PSD_std -1 > 0.75 -0.5 > or or or or if-else 
1;0.366071;0.25;0.178571;neutral neutral emotional 0.75 0.25 > if-else HAND_EDA_Filt1_std ECG_HR_min_div_mean < -0.5 ECG_p_total_LF_skewness > ECG_p_total_LF_harmmean -0.25 > and and if-else neutral emotional ECG_original_std 1 > if-else physical emotional HAND_EDA_amp_scr ARM_EDA_Original_baseline 0.75 / < if-else 0 -0.25 + -0.5 ECG_CCV_HF ^ < if-else -1 HAND_EDA_Functionals_power_Filt2harmmean -0.75 - ECG_HR_min_div_mean * < if-else mental emotional 0 IT_LF_harmmean < if-else physical mental -0.5 0.25 > if-else ARM_EDA_Functionals_power_Originaltrimmean25 ARM_EDA_Original_harmmean < 0.5 -0.75 > and if-else neutral mental emotional -0.5 ECG_hrv_median < if-else IT_p_Total_mean ECG_PSD_geomean(abs) > ECG_p_LF_kurtosis IT_BRV_std < and if-else -0.75 -1 ECG_RR_window_harmmean + ^ ECG_amplitude_RR_harmmean > if-else emotional emotional ECG_original_std 1 > if-else physical 0 IT_p_Total_prctile75 < if-else mental physical mental IT_PSD_baseline ECG_RR_window_baseline < if-else -0.5 ECG_hrv_harmmean ^ 0.25 IT_RF_prctile75 + < if-else ARM_EDA_Original_baseline IT_p_Total_median > IT_PSD_median ECG_LF_MF_HF > or IT_BRV_mad IT_LF_MF_HF > and if-else 0 ECG_hrv_mean > IT_MF_kurtosis IT_RF_baseline 0.25 / > or -1 ARM_EDA_processed_geomean(abs) -0.75 / < and if-else IT_BRV_mad IT_LF_MF_HF > if-else 
2;0.30506;0.25;0.160714;mental mental -0.75 IT_PSD_baseline < ECG_CCV_LF IT_MF_median < and if-else emotional neutral ECG_amplitude_RR_harmmean ECG_hrv_harmmean < if-else emotional -0.25 -0.5 < if-else IT_LF_HF ARM_EDA_Functionals_power_Fil12geomean(abs) < -0.5 ECG_hrv_mean < and if-else neutral mental IT_VLF_std ECG_p_LF_prctile25 < -0.25 ARM_EDA_Filt1_prctile75 > and if-else neutral physical 0.25 IT_Original_trimmean25 > if-else -0.75 -0.25 > -0.5 ECG_p_MF_skewness < and if-else IT_HF_LF IT_BRV_kurtosis > 0 IT_LF_HF > and 0.5 IT_Original_trimmean25 > IT_VLF_mad IT_BRV_prctile25 < and and if-else mental neutral IT_MF_baseline ECG_A2_DFA < if-else mental 0 IT_LF_min < if-else mental mental ARM_EDA_Filt1_prctile75 0 > if-else neutral neutral -1 0 > if-else ECG_HR_min_div_mad ECG_p_MF_trimmean25 + 1 ECG_HR_min_div_skewness * > if-else ARM_EDA_Filt1_min -0.5 -1 - > 0 -0.75 IT_VLF_min / < or if-else physical physical -0.5 ECG_p_MF_skewness < if-else neutral emotional ECG_p_LF_baseline 1 < if-else mental -0.5 IT_LF_prctile75 > 0.25 ECG_RR_window_prctile75 < or if-else IT_LF_max 0.5 / -0.75 > if-else IT_LF_HF ARM_EDA_Functionals_power_Fil12geomean(abs) < -0.5 ARM_EDA_Functionals_power_Fil12geomean(abs) < and 0.25 -0.75 > IT_LF_max -0.75 < and and if-else IT_LF_max -0.5 > 0.25 ECG_hrv_mean > and -0.5 -0.25 * 0.75 IT_HF_kurtosis + > or -1 ARM_EDA_Functionals_power_Filt2prctile25 < IT_MF_min 1 > or HAND_EDA_Functionals_power_Originalgeomean(abs) -0.75 > -0.5 HAND_EDA_Original_median > or or 0 ARM_EDA_Functionals_power_Fil12prctile75 > 0.25 -0.75 ECG_p_VFL_prctile25 + > or and and if-else 
6;0.366815;0.419643;0.214286;emotional physical ECG_PSD_baseline 0.75 IT_Original_baseline * > ECG_hrv_geomean(abs) IT_LF_mad > and ECG_hrv_geomean(abs) -0.5 IT_VLF_geomean(abs) + * ECG_HR_min_div_geomean(abs) > or if-else mental neutral -1 0.75 * ARM_EDA_Functionals_power_Originalmedian > if-else mental -0.5 IT_BRV_prctile75 > if-else neutral neutral 0.5 -0.5 ^ IT_PSD_skewness > if-else neutral IT_BRV_min IT_PSD_skewness > 0.5 -1 1 ^ < and if-else 0 1 ARM_EDA_Filt2_prctile25 + ^ -0.75 -0.25 ^ 0.75 + > IT_MF_HF 0.25 0 * > or if-else IT_PSD_skewness IT_BRV_geomean(abs) - IT_PSD_skewness IT_BRV_geomean(abs) - ARM_EDA_Functionals_power_Fil12mad ECG_hrv_geomean(abs) * - - IT_VLF_baseline > if-else 
10;0.395585;0.383929;0.205357;emotional neutral neutral -0.75 0.25 > if-else 0.25 IT_LF_max < if-else emotional IT_BRV_median ECG_p_VFL_kurtosis IT_LF_min * < if-else neutral 0.25 -0.5 > -0.5 IT_Original_max < and 0 HAND_EDA_Filt2_median + ECG_hrv_median < or 0.25 ECG_hrv_median * 0 < or if-else neutral emotional physical mental IT_MF_prctile25 -0.5 < if-else ECG_RR_window_std ECG_hrv_median > if-else physical 0.25 ECG_original_median > ECG_hrv_median 0.25 < and IT_LF_min 1 -0.25 ^ < and if-else IT_LF_MF_HF 0.25 < if-else ECG_RR_window_std ECG_hrv_median > IT_LF_MF_HF 0.25 > and HAND_EDA_Functionals_power_Filt2baseline 0.5 0 ^ - 0.25 > or IT_PSD_max 0.25 ECG_p_total_LF_kurtosis + + IT_LF_MF_HF 0.25 + < and if-else 
8;0.356151;0.383929;0.223214;emotional emotional ECG_p_VFL_mean ECG_p_total_LF_kurtosis > if-else mental ECG_RR_window_prctile75 HAND_EDA_Filt2_trimmean25 ^ -0.5 ECG_amplitude_RR_trimmean25 * > if-else physical ECG_RR_window_prctile75 HAND_EDA_Filt2_trimmean25 ^ -0.5 ECG_amplitude_RR_trimmean25 * > if-else mental emotional 0.25 IT_RF_prctile75 > if-else emotional IT_VLF_kurtosis IT_BRV_baseline + 0.25 < if-else mental 0 IT_Original_baseline > ARM_EDA_Functionals_power_Filt2kurtosis IT_RF_skewness > or if-else IT_VLF_baseline IT_Original_baseline < 0.25 0.75 < and if-else neutral emotional mental 0 ARM_EDA_Functionals_power_Filt2prctile25 / ARM_EDA_Original_baseline < 0.25 0.5 > or if-else 0 -0.5 / ECG_amplitude_RR_median < 0.25 0 < or -0.75 -1 > or if-else IT_HF_kurtosis 0 > 0 0.5 * IT_VLF_kurtosis < or 0 ARM_EDA_Filt1_skewness < IT_BRV_prctile75 IT_LF_prctile25 -0.25 / > ECG_M ECG_p_total_LF_baseline < or or and if-else 
7;0.416667;0.428571;0.0982143;mental neutral mental ARM_EDA_Original_std 0.75 < if-else emotional physical 0.75 0.25 > if-else IT_PSD_baseline IT_MF_HF > if-else IT_MF_HF ARM_EDA_Functionals_power_Originaltrimmean25 > -1 0.75 > or 1 -0.5 > and if-else mental physical HAND_EDA_processed_kurtosis ECG_RR_window_median < if-else emotional emotional IT_HF_baseline ECG_p_HF_prctile25 < if-else 1 HAND_EDA_processed_baseline ARM_EDA_Functionals_power_Filt2min + < if-else neutral neutral 0 -1 < if-else neutral 0.75 ECG_p_VFL_trimmean25 < 1 HAND_EDA_Functionals_power_Filt2std > and if-else -0.25 1 > -0.5 1 < and if-else ECG_original_prctile75 1 IT_LF_Area - + ECG_PSD_kurtosis < if-else mental neutral 0.75 -1 > if-else physical -0.5 ECG_RR_window_median < if-else emotional emotional IT_HF_baseline ECG_RR_window_kurtosis > if-else 0.5 HAND_EDA_processed_baseline HAND_EDA_processed_baseline + < if-else neutral neutral emotional ECG_p_HF_median 0.75 < if-else IT_LF_trimmean25 ECG_amplitude_RR_mad < IT_VLF_baseline 0.75 < or if-else neutral ECG_CCV_HF -0.75 > ECG_HR_min_div_geomean(abs) 1 ECG_p_MF_mad * > and if-else -0.5 -1 -0.25 - > if-else IT_PSD_baseline 0 > 1 0.5 < or if-else 
9;0.279266;0.363095;0.116071;emotional mental IT_p_Total_trimmean25 HAND_EDA_processed_harmmean < if-else physical -0.5 IT_LF_baseline > IT_RF_min ECG_hrv_trimmean25 > or if-else mental 1 -0.25 > if-else mental mental ECG_p_total_LF_mad IT_LF_max > if-else neutral 1 ARM_EDA_processed_prctile75 < ARM_EDA_Functionals_power_Fil12harmmean ECG_RR_window_prctile75 > or if-else mental mental neutral IT_LF_median ECG_p_MF_median > if-else 1 IT_LF_median < HAND_EDA_Functionals_power_Filt2baseline HAND_EDA_Functionals_power_Filt2median < or if-else -1 IT_BRV_baseline > ECG_original_mad 1 < and 0.75 HAND_EDA_Filt2_skewness > HAND_EDA_Functionals_power_Filt2mean 0.25 < and or if-else -1 ARM_EDA_processed_baseline < -0.75 0 < IT_MF_baseline IT_HF_median < and and 0.75 -1 > 0 IT_LF_prctile75 < and or if-else neutral neutral neutral neutral 1 -0.5 > if-else neutral emotional HAND_EDA_Functionals_power_Originalharmmean -1 < if-else 0 -0.5 ^ ECG_p_MF_mad > if-else -0.75 ARM_EDA_Functionals_power_Originalprctile75 > if-else -0.75 0 < IT_MF_baseline IT_HF_median < and if-else IT_HF_TF ARM_EDA_Functionals_power_Filt2geomean(abs) < if-else 
