seed;training;test;validation;model
1;0.30878;0.205357;0.178571;neutral emotional 1 IT_HF_kurtosis * IT_VLF_baseline < if-else emotional mental -0.75 ECG_amplitude_RR_kurtosis < if-else physical mental ECG_EI ECG_p_MF_geomean(abs) > if-else -0.5 -0.5 < if-else mental neutral physical ECG_amplitude_RR_geomean(abs) IT_PSD_baseline < if-else 1 IT_HF_kurtosis * ECG_HR_min_div_prctile75 > if-else 1 IT_BRV_baseline 0.75 * > IT_RF_baseline IT_HF_kurtosis < and if-else -1 ARM_EDA_Original_std * ARM_EDA_processed_max ARM_EDA_Filt2_baseline * > HAND_EDA_Filt1_prctile25 HAND_EDA_processed_min < ECG_RR_window_median IT_LF_baseline > and and if-else physical ECG_hrv_std ECG_hrv_mean -0.5 / 0.5 0.75 * / + -0.5 > ECG_RR_window_baseline IT_VLF_baseline 0.75 -1 ARM_EDA_Original_std * ^ - < or if-else 
2;0.393849;0.366071;0.205357;physical emotional ARM_EDA_Functionals_power_Originalmedian -1 * IT_LF_Area - ECG_hrv_mean < if-else neutral neutral 0 -1 / 0.5 0.5 / > if-else mental emotional -0.75 HAND_EDA_Functionals_power_Originalmin < if-else ECG_p_LF_kurtosis 0.5 - ARM_EDA_Filt2_baseline -0.5 * < if-else 0.25 IT_LF_MF_HF / 1 ECG_HR_min_div_kurtosis * > ARM_EDA_Functionals_power_Filt2max IT_VLF_baseline > or 0 IT_MF_HF < and if-else mental mental HAND_EDA_Functionals_power_Filt2geomean(abs) IT_LF_geomean(abs) > if-else mental mental 0.25 1 > if-else HAND_EDA_Filt2_min -0.5 > HAND_EDA_Functionals_power_Filt2prctile25 -0.75 > or if-else neutral IT_BRV_kurtosis ARM_EDA_Functionals_power_Fil12skewness < if-else neutral IT_LF_prctile75 ECG_original_baseline + ECG_RR_window_mean > HAND_EDA_Functionals_power_Fil12trimmean25 HAND_EDA_processed_baseline < or if-else HAND_EDA_Functionals_power_Originalmin IT_LF_prctile75 > -0.5 ECG_original_min > ECG_p_total_LF_baseline -0.25 > or and ARM_EDA_Functionals_power_Fil12skewness HAND_EDA_processed_baseline < IT_PSD_mean ARM_EDA_area < -1 IT_VLF_mean < or and and 0 IT_LF_prctile75 < IT_MF_HF IT_VLF_baseline > or IT_BRV_kurtosis IT_MF_HF < and or if-else 
3;0.322173;0.258929;0.125;physical physical emotional 0.5 ECG_hrv_prctile75 + 0.25 > if-else mental emotional -0.5 0.5 < if-else HAND_EDA_Original_max IT_BRV_harmmean > -1 1 < and ECG_amplitude_RR_mad HAND_EDA_Functionals_power_Filt2min > or if-else -0.75 HAND_EDA_Functionals_power_Filt2prctile25 + ECG_p_LF_prctile75 > 0.5 0.75 > or ARM_EDA_Filt1_prctile75 HAND_EDA_processed_prctile25 > 0 -1 < or ECG_HR_min_div_prctile25 IT_HF_min > 0 0.25 > and and or if-else physical emotional emotional neutral ARM_EDA_Filt1_harmmean 0 < if-else 1 HAND_EDA_Functionals_power_Fil12harmmean ^ 0 < if-else 0.5 IT_MF_baseline < ECG_original_baseline -0.5 > or ARM_EDA_processed_harmmean ECG_NN50 > ECG_p_LF_harmmean 0 > or or if-else mental mental 0.25 ECG_hrv_skewness > if-else mental emotional -0.5 0.5 > if-else HAND_EDA_Filt2_median -0.5 > if-else neutral 0.25 IT_LF_mean -1 + ^ IT_PSD_skewness IT_BRV_prctile75 ^ > if-else IT_LF_mean -1 / IT_p_Total_prctile75 0.25 + / ECG_hrv_median ECG_p_LF_skewness ARM_EDA_Original_harmmean * 0.75 / + < if-else 0.75 0 > -0.75 ECG_amplitude_RR_baseline > or ECG_hrv_max -0.25 < and -0.75 0.25 + -0.25 ARM_EDA_Filt2_std IT_LF_Area + ^ < and 0.25 ECG_PSD_kurtosis > and if-else 
4;0.304563;0.1875;0.0714286;neutral mental -1 IT_RF_Area < if-else emotional 0 ECG_p_MF_mean < if-else physical neutral physical ARM_EDA_Filt1_geomean(abs) IT_LF_MF_HF > if-else ECG_original_mad IT_BRV_kurtosis < -0.5 ECG_HR_min_div_prctile75 < or if-else -0.25 HAND_EDA_Filt2_median -0.75 - HAND_EDA_Original_mean IT_Original_prctile75 - - > if-else neutral IT_HF_max IT_LF_geomean(abs) / 0.25 0 - - HAND_EDA_processed_baseline ARM_EDA_Filt1_max ^ < if-else neutral physical physical 0 -1 < if-else physical physical 0.5 -0.75 > if-else mental emotional -0.5 HAND_EDA_Functionals_power_Filt2prctile75 < if-else IT_LF_median ARM_EDA_Filt2_mad ^ IT_Original_baseline < if-else IT_Original_baseline HAND_EDA_processed_baseline + 0 ECG_hrv_prctile75 HAND_EDA_Filt2_prctile25 ^ ^ > if-else -0.5 ECG_original_max > IT_HF_harmmean ARM_EDA_Filt2_std > or ECG_Load_index IT_BRV_std < -0.75 IT_BRV_harmmean > or and IT_PSD_kurtosis 0.25 < or if-else 0.5 IT_HF_max 0.25 + - 0.25 HAND_EDA_Original_trimmean25 - -1 + / -1 HAND_EDA_Original_trimmean25 - -1 + HAND_EDA_processed_baseline - HAND_EDA_Functionals_power_Fil12prctile75 ^ < if-else 
5;0.297867;0.276786;0.258929;mental mental -0.25 -0.75 > if-else physical HAND_EDA_Functionals_power_Originalstd ECG_RR_window_prctile25 * -1 > if-else neutral mental 0.75 HAND_EDA_Filt1_min > if-else mental IT_PSD_prctile75 0.75 < if-else IT_VLF_max 0 HAND_EDA_processed_mad / IT_LF_std + < if-else physical physical emotional 1 -0.25 < if-else ECG_hrv_trimmean25 IT_RF_max > if-else physical mental emotional ECG_p_total_LF_trimmean25 0.75 < if-else HAND_EDA_Functionals_power_Originalmad ARM_EDA_processed_std > if-else HAND_EDA_Functionals_power_Originalmad 1 < ARM_EDA_Filt1_std HAND_EDA_Functionals_power_Fil12kurtosis / 0.5 > or if-else -1 IT_PSD_prctile75 > IT_MF_baseline 0.25 ARM_EDA_processed_geomean(abs) * > or ARM_EDA_processed_harmmean ECG_amplitude_RR_max > -0.25 IT_RF_median < and IT_PSD_min -0.25 ECG_RR_window_median / < or and if-else neutral neutral IT_PSD_prctile25 IT_HF_median < -0.75 ARM_EDA_Functionals_power_Fil12std > and if-else neutral mental emotional 0.25 0 < if-else -0.5 0.25 < if-else ARM_EDA_Filt1_std -0.75 < 0.25 IT_LF_kurtosis < or if-else emotional emotional 1 IT_RF_baseline < if-else neutral IT_LF_std 0.5 IT_BRV_prctile25 / > ARM_EDA_Functionals_power_Originalskewness 0.25 > and if-else -0.25 IT_VLF_median 1 * > -1 1 < or IT_PSD_skewness 0.25 < ECG_HR_min_div_mean HAND_EDA_Functionals_power_Originalmedian < and ECG_RR_window_mean -0.25 > ARM_EDA_Functionals_power_Fil12geomean(abs) -0.5 < or or or if-else IT_HF_LF 0.25 > -0.75 1 > or HAND_EDA_Filt1_min 0.25 > 0.75 HAND_EDA_processed_skewness < and 0.75 0.25 * IT_RF_max < and or IT_LF_std -0.25 > HAND_EDA_cross_pos 0.5 < -0.5 ARM_EDA_processed_skewness > or or and if-else 
6;0.269593;0.297619;0.321429;emotional emotional HAND_EDA_Original_prctile75 -1 > if-else mental -0.75 -0.25 < HAND_EDA_Functionals_power_Fil12max ARM_EDA_Filt1_skewness < and if-else physical IT_HF_kurtosis -1 IT_LF_prctile25 + / -0.25 > if-else emotional physical -0.5 IT_Original_mean + -0.5 < if-else mental emotional ECG_hrv_median -0.5 > if-else IT_LF_harmmean HAND_EDA_processed_prctile75 > IT_RF_baseline IT_BRV_prctile25 * ECG_p_MF_std < and if-else 0.25 -0.5 < ARM_EDA_Original_trimmean25 HAND_EDA_processed_median < or ARM_EDA_Functionals_power_Filt2median 0.75 0.25 - > and ARM_EDA_Functionals_power_Filt2median 0.5 > ECG_hrv_median IT_PSD_harmmean > or or if-else neutral IT_LF_MF_HF -0.5 ARM_EDA_Filt2_max - / IT_LF_MF_HF < if-else 
7;0.392857;0.342262;0.303571;mental emotional ECG_RR_window_mean -1 + ARM_EDA_Filt1_max > if-else emotional mental HAND_EDA_Functionals_power_Fil12min -0.25 < if-else neutral ARM_EDA_Original_prctile25 -1 < ARM_EDA_Functionals_power_Fil12skewness HAND_EDA_Original_baseline > or if-else 0 ECG_p_HF_harmmean IT_HF_median ^ < ECG_RR_window_prctile75 0.75 > -0.25 ECG_A1_DFA < or or if-else neutral emotional physical -0.75 IT_LF_prctile25 > if-else emotional HAND_EDA_Original_prctile25 1 IT_LF_max ^ < if-else -0.5 0.25 < if-else IT_PSD_kurtosis 0.25 > if-else emotional physical -0.75 IT_LF_prctile25 > if-else physical emotional mental ECG_Entropyaprox ARM_EDA_Filt2_mean > if-else 0 -1 > -1 ARM_EDA_Functionals_power_Filt2skewness > or if-else HAND_EDA_Original_prctile25 ECG_RR_window_prctile25 > if-else emotional mental HAND_EDA_processed_baseline 0 > if-else emotional emotional -0.25 HAND_EDA_Functionals_power_Fil12geomean(abs) < if-else 0 ARM_EDA_Functionals_power_Filt2trimmean25 < HAND_EDA_processed_mean ARM_EDA_processed_baseline < or if-else neutral physical -0.5 0.25 < if-else 0.25 ARM_EDA_n_ocu ^ 0 HAND_EDA_Functionals_power_Fil12mad / < if-else IT_PSD_kurtosis 0.25 > if-else ECG_RR_window_prctile25 -0.5 > if-else 
9;0.329861;0.270833;0.223214;emotional emotional IT_LF_prctile75 HAND_EDA_Functionals_power_Originalmean < 0 -1 < or if-else neutral IT_VLF_baseline -1 > ARM_EDA_Filt1_baseline 0.25 < or if-else mental IT_HF_kurtosis IT_MF_median ^ IT_VLF_baseline HAND_EDA_Functionals_power_Originaltrimmean25 ^ > IT_BRV_trimmean25 IT_LF_min < IT_BRV_harmmean -0.75 > or ARM_EDA_Functionals_power_Fil12mean ARM_EDA_Functionals_power_Fil12std > 0.5 HAND_EDA_Functionals_power_Filt2mad > and and and if-else mental emotional HAND_EDA_processed_prctile25 HAND_EDA_Functionals_power_Fil12min < if-else emotional emotional ECG_p_VFL_prctile75 0.5 > if-else IT_MF_baseline IT_BRV_baseline > ARM_EDA_Filt2_prctile75 ECG_RR_window_mean > or if-else neutral mental -1 0.5 < if-else neutral -0.25 -0.25 < IT_p_Total_prctile25 -0.75 < and if-else IT_HF_geomean(abs) 0 - IT_BRV_kurtosis + IT_HF_kurtosis < if-else physical 0.75 IT_LF_mad - IT_VLF_baseline + ECG_hrv_trimmean25 > if-else -1 -0.25 IT_BR_mean - + IT_BR_mean - ECG_p_MF_geomean(abs) 0.25 ^ -0.75 HAND_EDA_processed_std ARM_EDA_Original_harmmean + * ^ > if-else 
10;0.331597;0.28869;0.223214;physical emotional neutral -0.5 1 > IT_Original_max ECG_p_HF_std > or 0.75 -0.75 - 0 > or if-else HAND_EDA_Original_median ARM_EDA_Filt2_mad > -1 -0.75 ^ ARM_EDA_Original_baseline < 1 IT_BRV_mean < or or if-else emotional physical physical 0.5 0.75 > IT_RF_kurtosis 1 < and if-else ECG_hrv_median 0 < if-else mental neutral -0.25 IT_CCV_HF > if-else mental physical ECG_p_VFL_min -0.75 > if-else IT_MF_geomean(abs) -1 > if-else mental neutral -0.25 IT_CCV_HF > if-else ECG_hrv_median IT_CCV_HF < if-else IT_VLF_baseline 1 0 ^ < IT_LF_max IT_VLF_prctile25 > and if-else ECG_RR_window_baseline IT_LF_geomean(abs) - ECG_original_median - ECG_hrv_median > IT_LF_max 0.25 ARM_EDA_Filt2_mad ^ > and 0.75 0.25 > IT_LF_max 0.25 ARM_EDA_Filt2_mad ^ > or and if-else 
8;0.436012;0.401786;0.0803571;physical physical HAND_EDA_Functionals_power_Filt2baseline IT_p_Total_min < if-else neutral physical IT_RF_mad 0 < if-else IT_Original_std IT_p_Total_median > -0.25 0.75 < and if-else mental physical physical 0.75 0.25 > if-else -0.75 IT_RF_skewness > if-else -0.25 -1 / -0.25 * 0.75 1 * < if-else neutral physical mental 0 IT_Original_median < if-else emotional 1 0.25 > HAND_EDA_Filt2_prctile25 -0.5 > and if-else 0.25 IT_HF_LF > if-else 0 1 < ARM_EDA_Original_trimmean25 0 < or IT_LF_std ECG_hrv_median - 0.25 > and ARM_EDA_p_samples ECG_amplitude_RR_geomean(abs) < ARM_EDA_Filt2_kurtosis 0.75 > or IT_LF_geomean(abs) 1 > and and if-else emotional emotional mental 1 -0.75 < if-else ARM_EDA_Filt2_mad 1 > ARM_EDA_Functionals_power_Originalharmmean IT_LF_HF > and if-else neutral physical IT_RF_mad 0 < if-else emotional ECG_p_HF_prctile25 -0.25 ARM_EDA_Functionals_power_Originalmax ^ > 0.25 -0.5 > and if-else IT_LF_min IT_PSD_baseline < -1 -0.5 < and IT_LF_geomean(abs) HAND_EDA_Filt1_geomean(abs) < or IT_LF_geomean(abs) IT_RF_kurtosis > IT_PSD_baseline -0.75 > and or if-else -0.75 -0.75 ECG_PSD_mad + ECG_p_HF_prctile75 ECG_original_kurtosis + - > HAND_EDA_Filt1_skewness 0.25 < ECG_M HAND_EDA_Filt1_geomean(abs) < or or 1 ECG_amplitude_RR_mad - IT_MF_skewness > ARM_EDA_Functionals_power_Originalharmmean 0.25 < and or if-else 
