seed;training;test;validation;model
2;0.343006;0.449405;0.276786;physical mental mental emotional ECG_RR_window_max ECG_RR_window_skewness < if-else IT_PSD_baseline HAND_EDA_Functionals_power_Originalmedian * 0 > if-else ECG_hrv_prctile75 0 IT_LF_baseline - > IT_p_Total_baseline ECG_original_prctile75 < 0.75 0 < or and if-else neutral IT_LF_MF_HF -0.25 > 0.75 0.25 < or -0.75 0.75 > 0.75 0 < or or 0.5 0.25 > and if-else mental emotional 1 ECG_amplitude_RR_min / ECG_hrv_skewness < if-else physical mental IT_RF_prctile75 IT_LF_skewness > IT_MF_std 0.25 < and if-else ARM_EDA_Filt2_median ECG_RR_window_baseline ^ 0.25 ECG_p_HF_kurtosis ^ + 0.25 > if-else mental emotional ECG_p_VFL_geomean(abs) 0 ^ 0.5 < if-else 0 0 / 0.25 > if-else -0.5 0 < if-else 
4;0.269593;0.419643;0.25;mental neutral emotional IT_LF_MF_HF IT_p_Total_baseline < if-else physical emotional emotional HAND_EDA_amp_scr -1 > if-else 1 HAND_EDA_processed_skewness > -0.75 -0.75 < or if-else physical IT_MF_prctile25 ECG_original_prctile75 / ECG_HR_min_div_std -1 / ^ HAND_EDA_Functionals_power_Fil12std ARM_EDA_processed_max ^ > if-else IT_RF_Area ECG_HR_min_div_geomean(abs) -1 / < IT_LF_baseline IT_p_Total_min < IT_BRV_baseline IT_p_Total_baseline < and or if-else IT_RF_Area ECG_hrv_prctile75 -1 / < HAND_EDA_cross_neg HAND_EDA_Filt2_std + HAND_EDA_Functionals_power_Fil12std ARM_EDA_processed_max - < and IT_BRV_std IT_MF_skewness < and -0.5 HAND_EDA_Filt1_harmmean < HAND_EDA_Filt2_baseline -0.25 < and ECG_hrv_prctile25 ECG_p_LF_min > ECG_HR_min_div_kurtosis 0.25 > or and ECG_p_total_LF_mad -1 IT_PSD_trimmean25 / < 0.75 -0.75 < HAND_EDA_Functionals_power_Fil12geomean(abs) HAND_EDA_Functionals_power_Fil12baseline > or and or and if-else 
3;0.355903;0.479167;0.303571;emotional neutral -0.5 ARM_EDA_cross_pos > ECG_p_total_LF_prctile25 0.5 > and 0.25 0.75 < 0.25 0.75 > or and if-else neutral emotional 0.75 1 > if-else physical 0.25 -0.5 1 * < if-else physical IT_HF_std IT_BRV_skewness < -0.25 ECG_p_MF_mad > and if-else 0.25 -0.5 > -0.5 0.5 * IT_HF_baseline < or -0.25 HAND_EDA_Filt2_prctile75 + 0 < or if-else mental neutral IT_HF_baseline ECG_M < -0.25 IT_RF_kurtosis < IT_LF_baseline -0.75 > and or if-else emotional mental physical IT_RF_prctile75 IT_MF_baseline < IT_LF_trimmean25 -0.75 < and if-else IT_HF_baseline ECG_M < if-else 1 ECG_RR_window_baseline - HAND_EDA_Original_prctile25 HAND_EDA_Original_trimmean25 ^ < IT_HF_max IT_Original_mean < IT_BRV_mean IT_PSD_std > or and IT_MF_baseline 0 1 / > and if-else IT_MF_std ECG_M < IT_BRV_kurtosis IT_PSD_skewness > or IT_BRV_kurtosis IT_PSD_skewness > and -0.25 HAND_EDA_Filt1_trimmean25 HAND_EDA_Filt2_harmmean + ^ 1 IT_RF_trimmean25 / > ECG_p_LF_geomean(abs) ECG_p_MF_std < IT_VLF_trimmean25 -0.5 ^ 0.25 -0.5 / > and or or if-else 
5;0.293899;0.372024;0.3125;mental mental IT_p_Total_skewness 1 0.25 / < if-else neutral neutral IT_RF_prctile75 IT_LF_baseline -0.5 * > if-else ECG_p_MF_std 0.5 / -0.5 0 / - -0.5 > if-else physical emotional -1 HAND_EDA_Functionals_power_Fil12std > IT_BRV_kurtosis ECG_hrv_prctile75 < or if-else physical emotional ECG_RR_window_prctile25 IT_LF_HF < -0.25 -1 < or if-else IT_RF_prctile75 HAND_EDA_Functionals_power_Filt2mean + 0.5 < IT_RF_prctile75 0.25 < and if-else -1 1 > IT_MF_baseline 0 > or -1 ECG_original_std < IT_p_Total_skewness ECG_hrv_median -0.75 - < or and if-else physical neutral ECG_p_LF_trimmean25 HAND_EDA_Filt2_prctile75 < if-else physical emotional ECG_amplitude_RR_kurtosis ARM_EDA_Functionals_power_Originalprctile25 > if-else ARM_EDA_Original_mad IT_BRV_max < if-else mental neutral -0.5 IT_CCV_HF > if-else -0.5 1 + 0.5 < if-else mental neutral neutral 0.25 ECG_original_std < if-else HAND_EDA_Filt2_kurtosis ARM_EDA_Functionals_power_Fil12kurtosis > ECG_RR_window_min HAND_EDA_Functionals_power_Originalmedian < or IT_HF_LF -0.5 > and if-else IT_HF_std IT_MF_HF - HAND_EDA_processed_kurtosis < if-else 0 IT_MF_kurtosis < -0.25 0 > and 0.25 IT_MF_HF < and IT_p_Total_median -0.25 IT_Original_baseline / > ARM_EDA_Filt2_max ECG_original_std < or or IT_HF_LF -0.25 > IT_RF_prctile75 0.25 < and -0.5 ARM_EDA_Functionals_power_Filt2prctile25 + 1 > or and if-else 
1;0.34003;0.369048;0.276786;physical neutral -0.75 -1 > 0.75 -0.75 > and 1 ARM_EDA_Functionals_power_Filt2min + IT_LF_prctile25 < or -0.25 HAND_EDA_processed_trimmean25 0.5 / < ECG_A1_DFA IT_LF_min < IT_p_Total_mean -0.75 < and and and if-else physical neutral 0.25 0.75 < if-else physical neutral IT_PSD_mad IT_Original_mad < if-else IT_PSD_baseline -0.5 < 0.25 0.25 < or if-else mental neutral 1 0 < if-else physical -0.75 -0.5 < 0 IT_p_Total_mad > or if-else ECG_p_LF_max -0.25 < -1 0.75 < IT_BRV_prctile25 0 < or or if-else emotional neutral -0.25 IT_LF_HF > if-else -0.25 ARM_EDA_processed_kurtosis > -0.25 0.5 > 1 IT_VLF_baseline < or and ARM_EDA_Original_prctile25 -0.75 > -0.5 ARM_EDA_Functionals_power_Originalmad < or 0.25 ECG_hrv_prctile25 < 0.75 ECG_HR_min_div_prctile75 < or and or if-else -0.75 IT_LF_kurtosis > ECG_M ARM_EDA_processed_skewness > and ECG_CCV_HF -1 > HAND_EDA_Original_median 1 > and and ARM_EDA_processed_kurtosis 0 -0.25 + > IT_p_Total_baseline ARM_EDA_Functionals_power_Fil12std > and or ECG_RSAindex -0.25 > ECG_p_LF_kurtosis IT_RF_mean > or -0.25 IT_LF_HF > and 0.5 ARM_EDA_Functionals_power_Originalmedian > ARM_EDA_processed_std -0.25 > or -0.25 IT_LF_HF > or and and if-else 
10;0.327629;0.488095;0.357143;emotional emotional ECG_HR_min_div_baseline 0.5 > if-else mental IT_HF_prctile75 0.5 IT_RF_min * < if-else physical emotional IT_RF_median 0.5 > if-else mental 0.25 IT_HF_baseline > HAND_EDA_cross_neg 0 < and if-else IT_RF_prctile25 IT_PSD_prctile75 < if-else emotional mental 0.5 HAND_EDA_Filt2_prctile75 > if-else physical mental mental -0.25 ECG_original_harmmean > if-else ECG_original_geomean(abs) IT_p_Total_baseline > if-else IT_LF_Area 0.5 + -0.75 HAND_EDA_Functionals_power_Fil12mean - < if-else 0 IT_p_Total_prctile25 + IT_HF_prctile75 ECG_HR_min_div_mean - < if-else neutral neutral 0.25 0 0.5 * < if-else neutral ECG_p_MF_skewness ECG_amplitude_RR_skewness < -0.75 -1 -0.25 * ^ ECG_p_MF_skewness IT_PSD_kurtosis + > and if-else 0.25 IT_PSD_kurtosis < if-else 
6;0.369048;0.419643;0.25;emotional neutral HAND_EDA_Original_geomean(abs) 0.25 - HAND_EDA_Filt2_prctile75 < -0.5 0.75 > and if-else mental emotional neutral IT_VLF_baseline IT_LF_trimmean25 < if-else physical physical ARM_EDA_Original_mean -0.5 > if-else ECG_RR_window_harmmean IT_LF_trimmean25 0.25 - > if-else HAND_EDA_Filt2_prctile75 0.25 < 0 IT_MF_baseline < and if-else IT_PSD_mean ECG_amplitude_RR_harmmean > -0.75 -1 > IT_LF_mad HAND_EDA_Filt2_prctile75 < or and IT_MF_prctile25 IT_Original_median IT_Original_median - > and if-else neutral neutral emotional -0.25 -1 < 0.25 -0.25 > and ECG_HR_min_div_skewness IT_LF_geomean(abs) > ARM_EDA_Functionals_power_Fil12mad -1 > or or if-else ECG_RR_window_baseline 0 ARM_EDA_Filt1_prctile75 - - -0.75 > if-else -0.25 IT_Original_trimmean25 -1 ^ / -1 > 0.25 IT_Original_median < HAND_EDA_Functionals_power_Originalskewness HAND_EDA_Filt2_baseline * IT_Original_mad 0.75 + < and HAND_EDA_Filt2_std 0 > and or if-else 
8;0.354415;0.470238;0.25;physical mental physical ECG_original_mad IT_p_Total_baseline < if-else IT_LF_baseline ECG_M < if-else emotional physical 1 IT_VLF_prctile75 < if-else emotional 1 0.25 < if-else emotional mental HAND_EDA_Functionals_power_Originalmean HAND_EDA_Functionals_power_Originalbaseline < if-else physical ECG_HR_min_div_median ECG_M < if-else 0 ECG_M < ARM_EDA_processed_min 0 * ARM_EDA_processed_std -0.5 + < and if-else 0 0.25 < IT_MF_baseline ARM_EDA_Filt2_prctile25 > and ARM_EDA_Original_mean ECG_HR_min_div_median IT_p_Total_mean + < or if-else neutral mental physical mental 0.75 0.25 > if-else 0.75 -0.25 / IT_PSD_geomean(abs) > if-else HAND_EDA_Functionals_power_Filt2mad IT_PSD_baseline 0.25 * < 0 0.25 < or if-else emotional mental HAND_EDA_Functionals_power_Originalmean HAND_EDA_Functionals_power_Originalbaseline < if-else neutral ECG_amplitude_RR_mean 0.5 - HAND_EDA_Original_prctile25 ARM_EDA_Functionals_power_Filt2mad / > IT_Original_mad ARM_EDA_Original_mean > and if-else 1 0.5 > ECG_amplitude_RR_prctile25 0.25 < and HAND_EDA_Functionals_power_Originalmedian ECG_LF_MF_HF < and ECG_HR_min_div_max -0.25 < 0 0.5 < or HAND_EDA_Filt1_baseline 0 < or or if-else HAND_EDA_Filt2_median HAND_EDA_Filt1_baseline - -1 > IT_MF_baseline ARM_EDA_Original_mean > or IT_HF_LF 0 > -0.25 0.5 > or IT_MF_baseline 0.25 < and and if-else 
7;0.411954;0.291667;0.25;neutral neutral IT_VLF_prctile25 -0.5 > if-else mental IT_p_Total_baseline 0.25 > if-else emotional 0.75 HAND_EDA_processed_geomean(abs) < if-else emotional emotional mental HAND_EDA_cross_pos IT_p_Total_baseline > if-else IT_Original_mean ARM_EDA_Functionals_power_Filt2max ^ IT_Original_mean ARM_EDA_Functionals_power_Filt2max ^ HAND_EDA_processed_prctile25 ^ < if-else ARM_EDA_Functionals_power_Filt2skewness HAND_EDA_amp_scr / 0.25 > -0.25 0.75 > or IT_MF_HF IT_p_Total_baseline > 0.75 0.25 < or and if-else neutral physical IT_MF_HF ECG_RR_window_prctile25 < if-else neutral -0.5 0.25 > ECG_original_geomean(abs) IT_p_Total_baseline > or if-else mental mental ECG_PSD_min -0.5 < if-else physical 0.5 IT_LF_kurtosis > -0.75 -0.25 > or if-else emotional mental -0.75 HAND_EDA_Functionals_power_Originalskewness < if-else emotional 0.75 -1 > if-else IT_LF_trimmean25 1 > IT_VLF_skewness 0.25 > or HAND_EDA_processed_std 0 < ARM_EDA_Filt2_max 1 > or and if-else -0.75 ARM_EDA_Functionals_power_Originalstd < if-else IT_p_Total_baseline IT_MF_HF < IT_Original_kurtosis IT_MF_mean > and ARM_EDA_Functionals_power_Filt2min IT_PSD_std > and 0 IT_LF_prctile25 > IT_p_Total_baseline 0.25 > or -0.75 -0.5 0.75 - > ECG_RR_window_prctile25 -0.25 > and or and if-else 
9;0.364583;0.386905;0.25;physical emotional mental 0 0 > if-else physical physical -0.5 ECG_original_kurtosis < if-else 1 ECG_p_VFL_median < -1 ECG_p_total_LF_std < or if-else -0.25 0.5 > HAND_EDA_Functionals_power_Originalmedian ECG_HR_min_div_baseline < or 0.25 0.25 < and if-else neutral neutral 0.75 0.5 < if-else mental physical ECG_RR_window_prctile25 IT_RF_min > if-else -1 ECG_p_VFL_kurtosis < ECG_p_LF_prctile25 IT_BRV_std > or if-else IT_RF_mad 1 < ECG_HR_min_div_prctile75 HAND_EDA_Functionals_power_Filt2baseline > and IT_PSD_std 1 > or ARM_EDA_Filt2_geomean(abs) IT_BRV_std > HAND_EDA_Original_median -0.25 > and and if-else emotional physical mental -0.5 IT_p_Total_baseline > if-else emotional mental -0.25 -0.75 > HAND_EDA_Functionals_power_Originalbaseline ECG_HR_min_div_mad < or if-else IT_CCV_HF IT_MF_kurtosis > ECG_PSD_min ECG_RR_window_prctile25 > or if-else 0 IT_LF_mean < HAND_EDA_Functionals_power_Fil12geomean(abs) 1 < and 0.25 ECG_PSD_mad < -0.5 ECG_hrv_median > or or ECG_RR_window_prctile25 0 ECG_PSD_median + > 0.25 0.75 < ECG_original_geomean(abs) IT_VLF_baseline < and or and if-else -0.25 IT_LF_HF IT_VLF_baseline + < HAND_EDA_Functionals_power_Fil12trimmean25 -0.75 > and IT_BRV_baseline 0.5 / 0.25 ARM_EDA_Filt1_harmmean * < 0 ECG_RR_window_mean * -1 ARM_EDA_Functionals_power_Filt2skewness / > or and -1 -1 > IT_Original_trimmean25 -1 < or -0.5 IT_RF_min * IT_MF_kurtosis > 0 IT_LF_geomean(abs) > and or or if-else 
