seed;training;test;validation;model
4;0.284722;0.276786;0.142857;neutral emotional emotional IT_BRV_std IT_Original_prctile75 ^ ECG_RR_window_trimmean25 > if-else physical mental emotional HAND_EDA_Original_baseline HAND_EDA_Filt2_harmmean < if-else IT_LF_max -0.75 > ECG_HR_min_div_trimmean25 0.25 > and if-else 0.25 0.5 > if-else IT_RF_min IT_PSD_kurtosis 0.5 - IT_BRV_std - > if-else physical neutral physical -1 0.75 < if-else neutral HAND_EDA_Original_baseline HAND_EDA_Filt2_harmmean < if-else mental IT_LF_mad IT_PSD_kurtosis > IT_VLF_max IT_LF_mad > or if-else 0.25 0.5 > HAND_EDA_Functionals_power_Originalskewness -0.75 ^ 0.75 > and -0.5 -1 -0.5 - > and if-else ECG_hrv_geomean(abs) 0.5 + IT_PSD_baseline IT_VLF_max + > if-else 
1;0.324901;0.422619;0.133929;physical mental emotional neutral IT_BRV_prctile25 -1 > if-else 1 HAND_EDA_Functionals_power_Filt2median < -0.5 ECG_hrv_median < and if-else neutral -0.25 IT_CCV_LF > -0.25 1 HAND_EDA_Functionals_power_Fil12prctile25 + < and if-else emotional ARM_EDA_Functionals_power_Originalmin -0.25 1 / 0.25 + < if-else 0.75 1 / ECG_hrv_trimmean25 - 1 IT_HF_mad + * ECG_HR_min_div_prctile75 0.25 / < IT_VLF_baseline -0.25 IT_RF_max + < HAND_EDA_Original_trimmean25 ARM_EDA_Filt1_geomean(abs) < 0.75 ARM_EDA_Functionals_power_Fil12mad < and ARM_EDA_Functionals_power_Filt2median 0.75 ^ ECG_HR_min_div_prctile75 < or or and if-else 
5;0.321429;0.300595;0.142857;physical neutral neutral neutral mental 0.75 ECG_amplitude_RR_median < if-else emotional IT_MF_baseline ECG_p_LF_std > if-else IT_RF_min IT_BRV_kurtosis ARM_EDA_Functionals_power_Originalharmmean ^ < IT_CCV_LF IT_BRV_median 0.25 * > or if-else IT_MF_skewness -0.25 < ECG_p_HF_trimmean25 -0.5 > -1 ECG_amplitude_RR_geomean(abs) < or and -0.5 IT_LF_prctile75 - ECG_M ARM_EDA_Functionals_power_Originalmax - > and if-else -0.75 IT_MF_baseline ECG_HR_min_div_trimmean25 - > if-else 
3;0.240327;0.255952;0.0982143;emotional neutral IT_MF_baseline IT_HF_baseline < if-else mental emotional HAND_EDA_Filt1_baseline HAND_EDA_Filt1_min < if-else IT_Original_baseline -0.75 > IT_BRV_max -1 < and if-else neutral physical -1 0.75 > if-else physical emotional ECG_PSD_baseline IT_RF_Area > if-else 0.25 0.5 / 0.75 < if-else IT_RF_prctile75 -0.75 ECG_hrv_trimmean25 - - 0.75 < if-else neutral 0.75 0 > ECG_amplitude_RR_harmmean ARM_EDA_processed_mean < IT_RF_prctile25 HAND_EDA_Filt1_mad < or or 0 IT_MF_HF < -0.75 -1 < or and if-else mental emotional neutral IT_HF_mad IT_Original_prctile25 < ARM_EDA_Functionals_power_Filt2harmmean ARM_EDA_Functionals_power_Fil12geomean(abs) > 0.75 -0.25 < and and if-else ECG_p_LF_mad -0.5 > ECG_p_LF_mad -0.5 > and HAND_EDA_Functionals_power_Originalprctile25 IT_MF_HF ECG_HR_min_div_trimmean25 - < or if-else -0.25 -0.5 > ECG_hrv_min IT_MF_HF ECG_HR_min_div_trimmean25 - > -0.25 IT_VLF_harmmean - HAND_EDA_n_ocu 1 - ECG_hrv_min * < or and if-else 
9;0.406002;0.446429;0.205357;neutral emotional mental -1 HAND_EDA_processed_baseline > if-else neutral emotional 0 IT_BRV_baseline > if-else emotional IT_VLF_baseline 0 * IT_Original_baseline ARM_EDA_area * < if-else ARM_EDA_processed_std HAND_EDA_processed_baseline + -1 ^ HAND_EDA_Functionals_power_Originalmean < if-else physical neutral physical neutral IT_RF_geomean(abs) 0.75 > if-else ECG_A2_DFA HAND_EDA_Functionals_power_Originalmean > ARM_EDA_Functionals_power_Originalbaseline -0.5 < and if-else IT_VLF_baseline 1 * ECG_original_max < if-else IT_LF_prctile75 ECG_HR_min_div_trimmean25 * -1 / ECG_HR_min_div_trimmean25 > if-else HAND_EDA_Functionals_power_Originalkurtosis IT_MF_HF ARM_EDA_Functionals_power_Originalmean + > if-else 
2;0.355655;0.470238;0.241071;mental neutral -0.5 IT_MF_mean > if-else emotional -1 IT_HF_harmmean - 0.75 < if-else mental -1 0 ^ HAND_EDA_n_ocu ^ 0.5 IT_LF_mean + > if-else emotional physical ECG_PSD_median ECG_RR_window_trimmean25 < if-else mental 0.75 IT_MF_baseline > -0.75 IT_LF_Area < and if-else mental emotional ARM_EDA_Functionals_power_Filt2prctile25 IT_Original_std > if-else neutral mental ECG_p_total_LF_baseline HAND_EDA_Functionals_power_Originaltrimmean25 > if-else -0.5 IT_LF_trimmean25 < IT_BRV_mean -1 > and if-else HAND_EDA_Filt1_std ECG_RR_window_geomean(abs) + ECG_p_LF_kurtosis ECG_RR_window_harmmean - > IT_Original_mad -0.25 IT_RF_min + > or if-else IT_LF_mean IT_BRV_kurtosis < if-else mental mental 0.75 ECG_p_MF_skewness > if-else physical ARM_EDA_Functionals_power_Filt2prctile75 IT_PSD_kurtosis < IT_MF_min 0.75 > or if-else neutral 0.5 0.25 < if-else neutral neutral IT_BRV_geomean(abs) IT_HF_TF > -0.5 ECG_p_total_LF_median > or ECG_p_MF_max IT_PSD_mean < -0.5 ARM_EDA_Filt1_harmmean < and and if-else IT_VLF_prctile25 ECG_A1_DFA IT_VLF_geomean(abs) - - 0.75 < if-else HAND_EDA_Filt1_max -0.5 > ARM_EDA_Filt1_skewness ECG_p_MF_median + IT_LF_mean > and HAND_EDA_Filt1_max ECG_RR_window_geomean(abs) < ECG_RR_window_trimmean25 0.25 0.5 ^ < and or -0.75 0.25 ECG_p_VFL_mean ^ < -0.25 -0.25 > -0.75 ECG_PSD_median < and and -0.75 ECG_amplitude_RR_baseline * 1 < ARM_EDA_Filt2_baseline 0 < or or or if-else 
7;0.320933;0.258929;0.205357;neutral emotional neutral 0.5 HAND_EDA_Filt2_harmmean > if-else mental ARM_EDA_Filt1_skewness 0 > IT_MF_prctile25 HAND_EDA_Filt2_median < and if-else HAND_EDA_Filt2_harmmean IT_p_Total_median IT_HF_skewness - < if-else emotional neutral 0.5 IT_p_Total_mean > if-else IT_PSD_baseline ECG_p_LF_median > 1 HAND_EDA_processed_mad ARM_EDA_Original_prctile75 / > HAND_EDA_cross_pos HAND_EDA_Filt1_harmmean < HAND_EDA_Original_mad 0 < and and or if-else physical ECG_hrv_prctile75 IT_PSD_harmmean < -0.75 IT_PSD_prctile25 < IT_RF_kurtosis 0.5 < or IT_PSD_baseline HAND_EDA_processed_max > and or 0 IT_MF_max ECG_LF_MF_HF ^ ^ ARM_EDA_Filt2_mad > IT_PSD_baseline 0.5 -0.75 ^ ^ HAND_EDA_processed_max < or or if-else 
10;0.404514;0.419643;0.267857;emotional neutral ARM_EDA_Filt2_baseline HAND_EDA_Filt1_prctile25 < if-else neutral emotional ECG_original_geomean(abs) ARM_EDA_Original_max > if-else HAND_EDA_Original_prctile25 HAND_EDA_Filt2_skewness < if-else physical mental IT_Original_mad HAND_EDA_cross_neg > IT_LF_prctile25 0.25 > and if-else IT_VLF_baseline ECG_M IT_HF_kurtosis ^ < if-else emotional emotional 0.75 ARM_EDA_Original_kurtosis < if-else physical physical 1 -0.25 > if-else IT_MF_prctile75 IT_p_Total_mad / -0.75 IT_CCV_LF / > if-else physical IT_LF_geomean(abs) -0.5 IT_RF_std - > ARM_EDA_Filt1_median HAND_EDA_Original_geomean(abs) 0.25 / > and if-else IT_MF_HF ECG_RR_window_trimmean25 + ECG_original_prctile75 > ECG_RR_window_trimmean25 IT_LF_median > -0.25 ECG_RR_window_trimmean25 > and or if-else neutral IT_Original_max ARM_EDA_Functionals_power_Originaltrimmean25 > IT_BRV_std IT_LF_kurtosis < or 0.75 0.75 > 0 -1 > or or -1 0.25 > or ARM_EDA_Functionals_power_Originalskewness ECG_p_MF_prctile25 ECG_PSD_prctile75 + * IT_VLF_baseline * IT_MF_HF ECG_amplitude_RR_skewness ^ < and if-else 
8;0.24876;0.306548;0.142857;mental neutral IT_LF_harmmean IT_BRV_prctile75 > ARM_EDA_Functionals_power_Filt2median IT_MF_HF < -0.75 IT_LF_max > and and if-else mental IT_PSD_kurtosis IT_BRV_min -1 / ECG_hrv_geomean(abs) + < if-else emotional physical ECG_hrv_trimmean25 0 IT_LF_max + IT_LF_baseline -0.5 / * < if-else physical emotional mental HAND_EDA_Functionals_power_Fil12median 0.75 < -0.5 IT_p_Total_geomean(abs) > or if-else IT_PSD_trimmean25 -0.75 > if-else ECG_amplitude_RR_min -1 - -1 > ECG_original_mad IT_LF_trimmean25 > HAND_EDA_Functionals_power_Fil12mean ARM_EDA_Filt1_max > and IT_BRV_kurtosis ARM_EDA_Functionals_power_Filt2prctile25 + 0.5 IT_p_Total_mad - < or or if-else ECG_amplitude_RR_min ARM_EDA_Functionals_power_Originalharmmean ECG_hrv_mad + > HAND_EDA_Functionals_power_Originaltrimmean25 1 > -0.25 ECG_p_total_LF_std > or and 0.5 HAND_EDA_Filt1_kurtosis - -0.75 < 0.25 0.75 ECG_p_LF_prctile75 / > and and IT_VLF_baseline ARM_EDA_Filt1_mad > IT_RF_prctile75 IT_p_Total_harmmean < or IT_PSD_kurtosis IT_BRV_baseline > and IT_HF_LF -0.5 < IT_HF_LF 0.25 < and ARM_EDA_Functionals_power_Fil12min 0.25 + -1 > and or or if-else 
6;0.243056;0.383929;0.1875;emotional neutral 0.25 0.75 > if-else neutral neutral HAND_EDA_Functionals_power_Filt2kurtosis ECG_p_LF_geomean(abs) > if-else 0.25 ECG_p_LF_mad < 1 0.25 > or if-else neutral emotional mental 0.75 0.75 < if-else IT_LF_min 0 * 0.5 < if-else ARM_EDA_processed_skewness IT_p_Total_baseline < -0.75 0.5 < or -0.5 -0.75 > or if-else emotional mental ARM_EDA_processed_mad 0.75 < if-else emotional mental 1 1 > if-else ECG_p_HF_skewness 0.75 > ECG_PSD_max ARM_EDA_Filt1_prctile25 < and if-else emotional neutral HAND_EDA_Filt1_std ECG_HR_min_div_trimmean25 > if-else neutral mental -1 HAND_EDA_Filt2_median < if-else 0 -0.25 < if-else IT_p_Total_baseline 0.75 < HAND_EDA_cross_pos IT_p_Total_min < and -1 HAND_EDA_Filt1_std > 0.75 IT_PSD_baseline < or or if-else -0.5 IT_BRV_prctile75 < -0.25 1 < or -0.75 ARM_EDA_Functionals_power_Originalgeomean(abs) < IT_HF_LF ARM_EDA_Filt2_kurtosis < and and HAND_EDA_Functionals_power_Originalkurtosis 0.5 < -0.25 -0.5 + 1 > or and if-else emotional emotional IT_Original_geomean(abs) IT_BRV_mad > if-else emotional emotional 0 -0.75 > if-else ARM_EDA_Functionals_power_Fil12max HAND_EDA_Functionals_power_Originalkurtosis < ECG_hrv_mean 0 < and if-else mental mental 1 1 > if-else ECG_HR_min_div_kurtosis -0.25 > ARM_EDA_Functionals_power_Fil12min HAND_EDA_Functionals_power_Filt2geomean(abs) < or HAND_EDA_Original_skewness -1 > -1 ECG_hrv_mean < and or if-else emotional physical -0.75 ECG_original_baseline > if-else physical emotional 0 ECG_hrv_max < if-else 0.5 ARM_EDA_p_samples > ECG_HR_min_div_median 0.75 > and if-else emotional neutral ARM_EDA_Functionals_power_Originalmean ARM_EDA_Filt1_baseline < if-else mental emotional IT_LF_trimmean25 ECG_p_MF_prctile75 < if-else -0.75 ECG_amplitude_RR_baseline < -0.5 ARM_EDA_processed_baseline > or if-else HAND_EDA_Functionals_power_Filt2harmmean HAND_EDA_processed_median < 0.25 ARM_EDA_Functionals_power_Filt2mad < and 0 IT_RF_baseline < ARM_EDA_Functionals_power_Originaltrimmean25 IT_p_Total_median < or or if-else 1 0.75 * -0.5 > ECG_RR_window_geomean(abs) ARM_EDA_Functionals_power_Fil12baseline > -0.5 HAND_EDA_Functionals_power_Fil12mean > and and 1 IT_LF_mean < 0 -0.5 < and IT_PSD_baseline 0 > or or if-else ECG_original_trimmean25 0.75 < 0.5 -1 < or 0.25 IT_BRV_baseline > -0.75 HAND_EDA_Functionals_power_Filt2geomean(abs) > or and 0 IT_p_Total_skewness > 0 IT_p_Total_baseline < or -0.25 0.75 < and and -0.75 -1 + 0.75 + 0.5 < ECG_p_HF_mean 0 0 * > or and if-else 
