seed;training;test;validation;model
3;0.582341;0.675595;0.401786;physical physical 0.5 HAND_EDA_Original_median < 0.25 0 < HAND_EDA_Filt1_min 0.75 < and or IT_HF_baseline 0 IT_p_Total_mean / - IT_PSD_baseline IT_HF_min ECG_hrv_trimmean25 - + > and if-else mental physical IT_LF_min ECG_PSD_kurtosis < -0.75 0.75 > and if-else physical neutral mental ARM_EDA_Functionals_power_Filt2baseline ECG_p_MF_min < if-else HAND_EDA_Functionals_power_Originalmean HAND_EDA_Filt1_prctile25 < IT_PSD_min HAND_EDA_Functionals_power_Fil12geomean(abs) > and if-else HAND_EDA_processed_mean 0.5 ^ ECG_hrv_prctile75 < if-else neutral mental neutral -0.25 ECG_p_LF_median > 0.75 0.75 > or if-else HAND_EDA_n_ocu IT_HF_prctile75 ^ ARM_EDA_processed_trimmean25 ECG_original_min + * IT_BRV_prctile75 > if-else IT_HF_skewness IT_PSD_baseline > ARM_EDA_amp_scr HAND_EDA_Functionals_power_Originalprctile75 < 0.5 HAND_EDA_Functionals_power_Filt2baseline > and or if-else 1 IT_PSD_baseline * IT_BR_mean < IT_PSD_baseline ECG_hrv_prctile75 ^ ECG_hrv_prctile75 * ECG_hrv_median < and if-else 
5;0.465526;0.517857;0.25;emotional neutral -1 0.75 ARM_EDA_Functionals_power_Fil12median - > if-else mental emotional ECG_amplitude_RR_harmmean ECG_original_prctile25 < ARM_EDA_Filt1_mean 0.25 < or if-else 0 ECG_hrv_median < HAND_EDA_processed_kurtosis ECG_RSAindex < and if-else emotional neutral IT_BRV_kurtosis IT_PSD_kurtosis < ECG_p_VFL_prctile75 -1 < or IT_MF_baseline 0.75 - IT_BRV_baseline < and if-else 0 -0.5 / IT_PSD_prctile25 ARM_EDA_processed_trimmean25 ^ > ARM_EDA_Functionals_power_Originalskewness ECG_p_MF_harmmean > HAND_EDA_p_samples -1 > or and ECG_hrv_median -0.25 * IT_PSD_kurtosis 0.75 ECG_amplitude_RR_min + ^ < and if-else physical neutral IT_MF_baseline 0.25 - IT_PSD_kurtosis < ARM_EDA_Functionals_power_Fil12harmmean ECG_hrv_prctile75 ^ 0 - ECG_p_HF_prctile25 < or if-else 0 0 * IT_Original_trimmean25 - 1 ^ IT_Original_max > if-else 
4;0.582093;0.592262;0.482143;neutral neutral mental emotional mental ECG_HR_min_div_mad HAND_EDA_processed_geomean(abs) > if-else 1 ECG_hrv_mean -0.5 / > if-else IT_HF_kurtosis IT_BRV_max * 0.75 / -0.75 < if-else -0.75 ECG_hrv_mean - -1 < if-else mental physical neutral -1 -0.75 > if-else HAND_EDA_Filt1_mad ECG_RR_window_mean > ECG_p_MF_prctile75 -0.5 < or if-else neutral emotional neutral neutral -0.5 ARM_EDA_Original_median < if-else -0.5 HAND_EDA_processed_trimmean25 < 0.75 0.75 < and if-else ECG_p_HF_max ECG_HR_min_div_median > -0.75 ARM_EDA_Functionals_power_Filt2max > or HAND_EDA_Filt1_mean ECG_p_LF_kurtosis + HAND_EDA_Filt1_min > and if-else -0.75 -0.75 0.5 -1 ^ + > if-else -1 1 + 0.5 HAND_EDA_Filt2_min ^ - -1 > IT_RF_geomean(abs) 0.25 * IT_BRV_kurtosis > IT_HF_LF -0.25 0 * > and or -1 -1 > HAND_EDA_processed_mean ECG_Entropyaprox > or 1 ECG_p_VFL_prctile75 > -1 IT_RF_prctile25 > and IT_MF_mean ECG_RR_window_mean < -1 ECG_hrv_min < and or and or if-else 
8;0.439732;0.520833;0.4375;physical mental mental HAND_EDA_Functionals_power_Originalskewness ARM_EDA_Filt2_std > if-else ECG_original_max ECG_RR_window_geomean(abs) > if-else mental emotional IT_BRV_mean 0 -0.5 1 / / > if-else 0 ECG_hrv_median < IT_MF_skewness -0.25 > and if-else neutral mental emotional -0.75 1 < if-else 0 IT_Original_baseline ARM_EDA_processed_baseline ^ - ARM_EDA_Filt2_std < if-else 0 IT_Original_baseline ARM_EDA_processed_baseline ^ - HAND_EDA_Filt2_prctile25 < IT_HF_baseline ECG_RR_window_geomean(abs) < or -0.75 -0.25 * HAND_EDA_Filt1_prctile25 < HAND_EDA_Filt2_median ARM_EDA_Filt2_std < and IT_PSD_skewness -0.75 > or and if-else 
6;0.312004;0.360119;0.285714;emotional emotional mental 1 IT_VLF_baseline > if-else ARM_EDA_processed_min IT_p_Total_max < HAND_EDA_Functionals_power_Originalprctile75 HAND_EDA_Functionals_power_Filt2kurtosis < or if-else mental -0.5 ECG_hrv_median > HAND_EDA_Filt2_geomean(abs) ARM_EDA_Filt2_trimmean25 > -0.25 IT_BRV_baseline < or and if-else emotional physical IT_LF_std IT_p_Total_min < if-else mental neutral 0.5 IT_BR_mean > if-else neutral mental ECG_amplitude_RR_mad 0.5 < if-else ECG_p_HF_median 0.5 ARM_EDA_Functionals_power_Filt2std / > if-else IT_p_Total_median 0 0.25 + > IT_VLF_baseline 1 < or if-else IT_LF_std IT_BRV_kurtosis < if-else neutral IT_MF_HF IT_BRV_kurtosis > -0.25 HAND_EDA_Functionals_power_Fil12median > IT_RF_skewness ECG_amplitude_RR_std > or 0.5 -1 < -0.5 -0.5 < or and ARM_EDA_Functionals_power_Fil12prctile75 IT_VLF_baseline < ARM_EDA_Functionals_power_Fil12baseline 1 < or and or if-else 
9;0.390129;0.425595;0.267857;mental emotional HAND_EDA_Functionals_power_Filt2kurtosis IT_BRV_baseline + IT_MF_baseline < if-else physical IT_Original_trimmean25 0.25 IT_PSD_harmmean * < ECG_original_max IT_PSD_baseline < or if-else neutral 0.25 IT_PSD_skewness < 0.5 HAND_EDA_Functionals_power_Originalprctile25 < IT_VLF_trimmean25 0.75 ^ -0.5 < and or if-else mental mental mental physical HAND_EDA_Original_kurtosis HAND_EDA_Filt2_harmmean 0.75 / < if-else 0.75 -0.75 > ECG_p_HF_max ARM_EDA_Original_trimmean25 < -0.5 ARM_EDA_Filt2_skewness > or and if-else ECG_hrv_trimmean25 -0.25 ARM_EDA_Filt2_mean 0.5 * HAND_EDA_Functionals_power_Fil12geomean(abs) -1 / ^ / > if-else IT_PSD_baseline -0.25 0 HAND_EDA_Filt2_geomean(abs) * HAND_EDA_Functionals_power_Fil12geomean(abs) -1 / ^ / > if-else 
10;0.4375;0.464286;0.321429;physical emotional mental HAND_EDA_Functionals_power_Filt2mad HAND_EDA_Original_max < if-else mental physical IT_VLF_mean 0 < if-else -0.25 ECG_p_MF_baseline < HAND_EDA_processed_prctile25 -1 < or if-else mental mental emotional HAND_EDA_Functionals_power_Filt2geomean(abs) HAND_EDA_Functionals_power_Originalbaseline > if-else IT_LF_min ECG_RR_window_mean > if-else IT_RF_baseline 0 / -0.5 < if-else IT_VLF_kurtosis HAND_EDA_processed_baseline < if-else emotional mental HAND_EDA_Functionals_power_Filt2mad 1 < if-else neutral ARM_EDA_Functionals_power_Fil12mad IT_LF_harmmean 1 ^ / HAND_EDA_Functionals_power_Originalstd < -1 0 ARM_EDA_Filt2_mad ECG_HR_min_div_skewness + ^ > or if-else 0.25 IT_PSD_kurtosis < if-else 
2;0.432788;0.467262;0.321429;emotional mental ECG_pNN50 ECG_Logstd < if-else mental -0.5 HAND_EDA_Functionals_power_Filt2baseline + -0.75 HAND_EDA_Filt2_geomean(abs) + > if-else mental emotional 0.5 ECG_p_MF_prctile75 > if-else mental neutral IT_BRV_baseline ECG_p_LF_prctile25 > if-else 0.75 -0.5 < if-else ECG_RR_window_harmmean -0.5 > 0.75 HAND_EDA_Functionals_power_Filt2prctile75 < 0.25 IT_p_Total_max > and or if-else physical emotional physical HAND_EDA_Original_mean 0.25 > if-else emotional mental IT_LF_baseline 1 > if-else -1 0.75 < 0 0.75 < and if-else ECG_p_MF_prctile25 IT_PSD_mean < IT_p_Total_median ECG_PSD_geomean(abs) < or if-else IT_RF_std IT_p_Total_median < ECG_RR_window_harmmean -0.5 > or ECG_original_min IT_PSD_prctile25 -0.75 * > IT_RF_max 0.25 > and or if-else neutral physical 1 ECG_p_total_LF_skewness / 0.5 < if-else neutral physical IT_p_Total_mad -0.25 > if-else ECG_p_LF_geomean(abs) ECG_p_LF_geomean(abs) / IT_HF_mad < IT_Original_kurtosis IT_LF_MF_HF < or if-else mental emotional -0.75 IT_LF_HF > if-else physical IT_p_Total_mad -0.25 > if-else neutral physical IT_Original_max HAND_EDA_Filt2_prctile25 < if-else emotional neutral 1 IT_BRV_geomean(abs) > if-else HAND_EDA_Filt2_baseline 0 -0.5 * > if-else -1 ECG_RR_window_harmmean < ARM_EDA_Functionals_power_Filt2prctile25 -0.75 HAND_EDA_Functionals_power_Originalmean ^ < and if-else IT_LF_trimmean25 -0.75 > IT_Original_kurtosis ECG_PSD_mad > and 0.75 IT_p_Total_median > or 0.5 -0.5 < -0.25 ECG_original_min < and or if-else -1 -0.75 < IT_p_Total_mad 1 > and IT_BRV_baseline ECG_hrv_prctile25 < 0.75 -0.75 < or IT_VLF_max 0 < or and IT_LF_MF_HF -0.75 > IT_Original_Area 0.5 > 0.25 0.5 < or or IT_LF_prctile75 0.25 > 0.75 IT_LF_prctile75 < and or or if-else 
7;0.531746;0.610119;0.392857;neutral neutral IT_p_Total_geomean(abs) HAND_EDA_processed_median IT_HF_min * < if-else neutral neutral HAND_EDA_Filt1_geomean(abs) 0.75 < if-else -1 IT_Original_skewness -0.25 - * HAND_EDA_Functionals_power_Fil12median < if-else physical neutral ECG_RR_window_median -1 < if-else mental mental emotional IT_LF_max 0 > if-else -0.5 ECG_hrv_baseline < if-else IT_LF_MF_HF ARM_EDA_Functionals_power_Filt2std < IT_PSD_skewness IT_BRV_kurtosis < or if-else -0.5 ECG_LF_MF_HF < -0.25 -0.75 > or HAND_EDA_Functionals_power_Filt2kurtosis -0.25 > HAND_EDA_Filt2_prctile25 ARM_EDA_Functionals_power_Filt2trimmean25 < or or ARM_EDA_Filt2_mean 0.75 < -0.75 0 - IT_BRV_min > and and if-else physical ARM_EDA_Functionals_power_Filt2median -0.25 IT_HF_skewness + < IT_LF_MF_HF IT_p_Total_geomean(abs) < IT_RF_mean IT_PSD_baseline -1 + < or -1 ARM_EDA_processed_std > HAND_EDA_processed_geomean(abs) 0.5 < or HAND_EDA_Filt1_geomean(abs) -1 HAND_EDA_Filt1_prctile25 + > or and or if-else 
1;0.368056;0.443452;0.285714;emotional mental 1 ECG_LF_MF_HF < if-else emotional emotional 0.5 0.5 < if-else 0 HAND_EDA_cross_pos > 0.25 -1 < and if-else mental mental 0.25 0.25 > if-else neutral mental -0.75 HAND_EDA_Filt1_baseline > if-else -1 0.75 / IT_RF_geomean(abs) > if-else 0 0.5 > -0.5 -0.75 > -0.5 ARM_EDA_Original_prctile75 > or or if-else emotional emotional physical IT_LF_geomean(abs) IT_HF_prctile75 < if-else 0 0.75 > HAND_EDA_processed_baseline HAND_EDA_Functionals_power_Fil12median > and if-else neutral mental 0.25 IT_LF_max > if-else mental -1 1 > HAND_EDA_Functionals_power_Fil12min -0.5 > or if-else ECG_p_MF_max IT_Original_skewness > ARM_EDA_Filt2_mean -0.25 > or 0.25 -0.75 < IT_p_Total_geomean(abs) HAND_EDA_Original_skewness > and and if-else 0.25 -0.25 1 * 1 / < IT_RF_trimmean25 IT_p_Total_baseline < HAND_EDA_Filt1_max -0.5 < and IT_RF_skewness IT_VLF_trimmean25 > -1 IT_RF_Area > or and and if-else neutral physical 0.75 ECG_RMSSDD < if-else physical mental IT_MF_prctile25 IT_Original_mad < if-else -1 IT_HF_harmmean > 0.5 ECG_hrv_median < or if-else neutral emotional 1 HAND_EDA_Filt1_prctile25 > if-else emotional physical ARM_EDA_Functionals_power_Filt2baseline 0.25 > if-else -0.75 ECG_p_total_LF_trimmean25 < IT_RF_mad -0.75 < or if-else IT_LF_prctile25 0.25 > ECG_HR_min_div_median ECG_p_VFL_prctile75 > or IT_LF_HF 0 < -0.75 IT_LF_skewness > or or if-else emotional emotional -1 IT_PSD_prctile75 < ECG_p_total_LF_kurtosis -0.5 > or if-else emotional emotional 1 ECG_RR_window_min > if-else mental physical -1 ECG_p_MF_skewness > if-else HAND_EDA_Filt2_baseline IT_BRV_skewness > ECG_amplitude_RR_geomean(abs) HAND_EDA_Functionals_power_Fil12kurtosis < or if-else ECG_NN50 0.75 < -1 ECG_original_mad < and -0.75 -1 > HAND_EDA_Functionals_power_Fil12prctile25 ECG_hrv_geomean(abs) < and and if-else 0.25 ARM_EDA_Functionals_power_Fil12kurtosis > IT_PSD_median ECG_p_MF_mad > or IT_BRV_baseline ECG_p_MF_baseline < 0.25 ECG_amplitude_RR_std > and and IT_HF_mean ARM_EDA_Functionals_power_Filt2skewness > -0.75 IT_MF_HF < or HAND_EDA_Original_baseline HAND_EDA_Filt2_median < IT_HF_max ECG_HR_min_div_prctile75 < or and or if-else IT_HF_TF HAND_EDA_Filt2_prctile75 > 0 0.25 < or IT_BRV_std IT_LF_geomean(abs) > 0.25 IT_LF_std < or and -0.75 -0.75 < -0.75 IT_Original_baseline > or 0 0.25 < ECG_p_total_LF_max 0.25 < and or and ECG_original_prctile25 ARM_EDA_Original_min > -1 IT_LF_trimmean25 > and 0.75 -0.25 > HAND_EDA_processed_std 0.75 > or or IT_PSD_skewness 0.25 < -1 0.25 < and 1 0.75 > ECG_RR_window_kurtosis 0.25 < and and and or if-else 
