seed;training;test;validation;model
3;0.320188;0.380952;0.205357;neutral physical IT_VLF_baseline 0 > 0 IT_HF_skewness > or IT_RF_min ECG_PSD_prctile25 0.75 - > -0.75 HAND_EDA_Functionals_power_Filt2kurtosis > ECG_RR_window_harmmean HAND_EDA_Functionals_power_Originalmedian > or and or if-else mental mental ECG_p_total_LF_baseline IT_HF_std > if-else emotional mental 1 HAND_EDA_Functionals_power_Fil12prctile25 > if-else IT_BRV_baseline 0.25 1 ^ < if-else neutral IT_MF_HF 0.25 > -0.75 IT_BRV_trimmean25 < ECG_amplitude_RR_prctile25 0 > or and if-else emotional 0.25 ECG_hrv_harmmean > HAND_EDA_Functionals_power_Fil12max IT_RF_prctile25 * 1 > -0.5 ECG_original_baseline / -1 ARM_EDA_Functionals_power_Filt2prctile75 - < or or if-else ECG_hrv_max 0 IT_Original_median - > if-else 
1;0.258433;0.422619;0.205357;mental neutral 1 ECG_hrv_harmmean < IT_p_Total_harmmean 0.75 < and HAND_EDA_Functionals_power_Filt2skewness IT_PSD_harmmean < ARM_EDA_Original_std 0 > and and if-else mental emotional physical emotional ARM_EDA_Filt1_mad IT_VLF_baseline > if-else ECG_hrv_prctile75 -0.25 + HAND_EDA_Functionals_power_Originalbaseline IT_Original_max - < if-else 0.5 ECG_amplitude_RR_max > IT_VLF_std ARM_EDA_Filt1_max > or 0.25 ECG_hrv_prctile75 > ECG_hrv_median -0.5 > and and if-else 0 IT_MF_HF > if-else mental neutral -1 0 ECG_hrv_prctile75 ^ > if-else emotional physical mental IT_LF_prctile75 -1 > if-else 0.5 IT_Original_min < ECG_RR_window_min HAND_EDA_Filt1_prctile25 > or HAND_EDA_Functionals_power_Originalmean IT_LF_prctile75 + -0.25 > and if-else -0.25 IT_MF_HF > if-else -1 ECG_RR_window_geomean(abs) < if-else 
5;0.253472;0.446429;0.196429;mental emotional HAND_EDA_cross_neg 1 > if-else neutral IT_LF_baseline IT_PSD_skewness < if-else mental mental HAND_EDA_Filt2_mad ARM_EDA_Original_median > if-else neutral IT_BRV_std 0.25 < if-else IT_HF_LF ECG_p_HF_max > if-else physical 0.75 -0.5 > IT_BRV_std IT_LF_baseline > and if-else mental mental ECG_p_HF_kurtosis HAND_EDA_Original_prctile25 < if-else mental IT_HF_max ECG_p_VFL_skewness * ECG_hrv_min 0.5 * > if-else emotional neutral IT_p_Total_baseline -0.25 < if-else -0.5 IT_PSD_skewness * ARM_EDA_Functionals_power_Originalmax < if-else neutral mental mental emotional ECG_RR_window_mad ECG_hrv_median < if-else HAND_EDA_Filt2_min 0.5 - IT_HF_baseline ARM_EDA_Functionals_power_Originalprctile25 / > if-else 0 -0.5 > IT_BRV_std IT_HF_LF > and if-else HAND_EDA_cross_pos 0.75 -1 ECG_p_LF_harmmean + - + ECG_hrv_trimmean25 < if-else -0.5 IT_PSD_baseline ECG_hrv_prctile75 - > if-else 
4;0.238095;0.41369;0.214286;neutral neutral HAND_EDA_Functionals_power_Originalstd 1 / 1 > if-else mental HAND_EDA_processed_baseline IT_LF_MF_HF + IT_BRV_std < if-else emotional mental neutral -0.5 ECG_hrv_baseline > if-else 0 -0.25 < if-else neutral neutral 1 -1 > if-else neutral physical IT_HF_skewness ECG_PSD_kurtosis < if-else -0.5 ECG_NN50 > HAND_EDA_area IT_BRV_geomean(abs) < and if-else ECG_p_HF_kurtosis IT_Original_harmmean > IT_PSD_baseline HAND_EDA_Filt2_harmmean < or ECG_HR_min_div_mean -1 > or if-else 0.25 IT_PSD_mad < -0.75 ECG_p_total_LF_max > and HAND_EDA_Original_min IT_LF_MF_HF > or 0.75 IT_LF_baseline > 0.5 -0.75 < and HAND_EDA_Original_geomean(abs) 0.25 < 1 0.25 > and or or if-else physical emotional physical -0.5 HAND_EDA_processed_baseline 1 - > if-else 0.25 ECG_HR_min_div_mean < if-else ECG_hrv_geomean(abs) IT_MF_kurtosis HAND_EDA_Filt1_prctile25 * - -0.5 < 1 0.25 > HAND_EDA_Original_max ECG_RR_window_mad IT_VLF_std + > and and ARM_EDA_Functionals_power_Fil12harmmean 0.75 < IT_LF_MF_HF IT_LF_MF_HF + IT_p_Total_baseline < and or if-else 
2;0.241071;0.244048;0.116071;mental mental HAND_EDA_processed_skewness ECG_hrv_baseline < if-else neutral -0.5 IT_HF_LF < if-else neutral mental neutral -1 0.25 > if-else 0.25 -0.75 < if-else 0.5 -0.75 * -0.75 > if-else physical neutral ARM_EDA_Functionals_power_Fil12skewness IT_HF_LF < if-else mental physical physical 0 ARM_EDA_Original_max > if-else ECG_amplitude_RR_skewness ARM_EDA_Functionals_power_Originalprctile75 > ECG_p_VFL_mad ARM_EDA_Original_baseline > and if-else HAND_EDA_cross_pos -1 - -1 > if-else 1 ECG_hrv_median 0.75 + > if-else mental neutral ARM_EDA_Filt1_prctile25 0.75 > if-else emotional IT_BRV_median -1 < if-else mental mental 0.75 IT_LF_std < if-else HAND_EDA_Filt2_median HAND_EDA_Filt2_baseline < -1 IT_HF_prctile25 > ARM_EDA_Functionals_power_Originalharmmean ARM_EDA_n_ocu > or or if-else emotional physical -0.5 IT_p_Total_std ARM_EDA_processed_mad * < if-else mental emotional IT_MF_baseline IT_BRV_skewness > if-else physical physical -1 1 > if-else ECG_amplitude_RR_max ECG_amplitude_RR_skewness < if-else 0.75 ECG_HR_min_div_trimmean25 1 + > if-else ECG_original_std -0.25 < 0.5 IT_RF_trimmean25 < or 1 HAND_EDA_Filt2_max 0 + < or 0.25 0.75 -0.75 * < or if-else IT_BRV_prctile25 1 < IT_HF_kurtosis IT_LF_geomean(abs) < or ECG_HR_min_div_trimmean25 1 > and IT_HF_LF -0.25 0.5 / < or -0.75 ECG_hrv_min / HAND_EDA_Functionals_power_Originalstd - HAND_EDA_cross_pos < ECG_hrv_mean ECG_p_VFL_prctile25 > or or if-else 
7;0.296627;0.434524;0.196429;neutral emotional mental emotional IT_LF_median 0 < if-else IT_HF_LF HAND_EDA_processed_max + ECG_hrv_min > if-else neutral neutral ARM_EDA_area -0.25 > if-else neutral neutral -0.5 -0.75 > if-else -0.25 ARM_EDA_Original_max + 0 -0.5 - > if-else -0.5 0.75 > IT_BRV_kurtosis IT_PSD_skewness < or 0.5 1 + -1 < or if-else ECG_Logstd ECG_p_total_LF_baseline > ARM_EDA_processed_baseline -1 < IT_HF_LF -1 < or 1 IT_LF_std < IT_Original_max 0.25 < and or and if-else physical mental physical -0.75 1 < if-else ECG_PSD_kurtosis 0 < ECG_HR_min_div_median HAND_EDA_Filt1_min < or if-else emotional neutral HAND_EDA_Filt1_geomean(abs) 0.25 - 1 > if-else 0.75 ECG_pNN50 > ECG_p_HF_prctile25 -0.25 < and HAND_EDA_cross_pos HAND_EDA_Functionals_power_Fil12median > 0.5 ECG_p_HF_baseline > or and if-else neutral physical IT_HF_LF IT_VLF_baseline < IT_VLF_baseline -1 < or if-else 0 IT_VLF_baseline < IT_HF_LF IT_VLF_baseline < or if-else IT_Original_mean IT_HF_mean 0.75 * ECG_hrv_prctile75 - < if-else 
9;0.244792;0.383929;0.107143;physical neutral physical mental IT_MF_HF ECG_hrv_mean < if-else emotional mental IT_BRV_baseline 0.5 > if-else emotional 0.75 -0.25 > 0.75 IT_p_Total_baseline < and if-else ECG_p_LF_baseline IT_BRV_std + ECG_hrv_prctile75 -0.75 + < 0.25 HAND_EDA_processed_baseline < ECG_p_total_LF_max ECG_hrv_prctile25 < or or if-else IT_PSD_std IT_p_Total_trimmean25 < IT_MF_HF ECG_original_baseline 0 - IT_p_Total_trimmean25 * < or if-else IT_p_Total_trimmean25 ECG_original_median 1 - ^ HAND_EDA_Functionals_power_Originalmedian 0.5 + 0.5 ^ IT_BRV_baseline HAND_EDA_Functionals_power_Fil12skewness ^ 0.5 ARM_EDA_Functionals_power_Fil12prctile25 / / - < -0.75 -1 < -0.5 HAND_EDA_Filt1_mean > and 0.75 IT_RF_baseline - ARM_EDA_Functionals_power_Filt2median < or IT_BRV_harmmean ECG_original_prctile75 < and or if-else 
6;0.37872;0.541667;0.214286;emotional emotional IT_BR_mean IT_PSD_min > if-else mental neutral IT_HF_TF ECG_hrv_baseline ARM_EDA_Functionals_power_Originalstd * < if-else -1 ECG_RR_window_trimmean25 < ECG_Logstd -0.25 > and if-else physical mental mental ECG_p_MF_geomean(abs) 0.5 < if-else emotional neutral IT_p_Total_min 0.25 < if-else IT_LF_skewness 0 IT_Original_Area + > if-else 0.75 IT_Original_geomean(abs) * 0.75 < if-else -1 IT_p_Total_baseline IT_HF_TF ^ 0.75 0 ARM_EDA_Functionals_power_Fil12min - + * < if-else mental emotional 0.5 ECG_hrv_median -1 * > if-else neutral 0 0.25 ARM_EDA_Filt2_skewness + < IT_HF_TF -0.25 < and if-else HAND_EDA_cross_pos ARM_EDA_Functionals_power_Fil12min - ECG_hrv_median < if-else 
10;0.259177;0.309524;0.223214;neutral neutral emotional physical IT_RF_geomean(abs) ARM_EDA_Functionals_power_Filt2harmmean < if-else ARM_EDA_n_ocu ECG_p_HF_trimmean25 ^ 0.25 > if-else -0.5 HAND_EDA_Original_std IT_LF_trimmean25 ^ < if-else neutral -0.75 -0.5 0.25 - < if-else mental neutral emotional -1 IT_BRV_median > if-else -0.5 ECG_hrv_mean < if-else physical physical emotional IT_LF_baseline IT_PSD_trimmean25 > if-else HAND_EDA_Filt1_std ARM_EDA_Filt1_min < 0 -0.25 < or if-else IT_LF_prctile75 -1 ARM_EDA_Functionals_power_Originalmin * ECG_hrv_mean - < if-else neutral emotional physical -0.5 HAND_EDA_Filt2_kurtosis < if-else 0 IT_LF_skewness > 1 ECG_p_LF_std > or if-else emotional -0.75 IT_MF_baseline IT_BRV_prctile75 * > 0.75 0.25 < -0.75 ECG_p_total_LF_min < or and if-else 0.75 IT_LF_skewness > 1 ECG_p_LF_std > or -0.5 ECG_hrv_prctile25 > -0.25 HAND_EDA_Functionals_power_Originaltrimmean25 > and IT_RF_prctile25 ECG_RR_window_prctile75 > HAND_EDA_Filt2_max HAND_EDA_Functionals_power_Fil12baseline > or or or if-else 0.25 IT_PSD_kurtosis > if-else 
8;0.297371;0.473214;0.151786;emotional neutral physical 0.25 0.5 < if-else 0.25 1 < if-else mental neutral IT_BRV_harmmean IT_HF_TF > if-else IT_p_Total_baseline HAND_EDA_processed_prctile75 < -1 ECG_p_LF_prctile75 > or if-else mental physical 0 IT_Original_harmmean > if-else physical neutral 0.75 1 > if-else 0.5 ARM_EDA_Filt1_max < 0.25 ARM_EDA_Functionals_power_Filt2std < or if-else physical physical IT_RF_std 0.75 > if-else mental IT_RF_baseline IT_p_Total_baseline > if-else 0.25 0.5 > -1 0 > or if-else IT_BRV_harmmean IT_p_Total_baseline < if-else mental neutral -0.25 IT_HF_TF > if-else neutral neutral ECG_RR_window_prctile75 HAND_EDA_Functionals_power_Originalprctile25 < if-else IT_HF_TF IT_BRV_harmmean < if-else emotional neutral 0.75 0.25 < -1 0.25 < or if-else IT_HF_skewness ECG_Entropyaprox < IT_MF_baseline IT_BRV_mad > or if-else emotional -0.5 ECG_RR_window_harmmean > ECG_HR_min_div_median -0.25 > or IT_HF_skewness -0.5 ECG_HR_min_div_trimmean25 - < IT_p_Total_baseline IT_BRV_harmmean > or or if-else -0.25 ECG_RR_window_harmmean > IT_p_Total_baseline HAND_EDA_processed_prctile75 < and if-else 
