seed;training;test;validation;model
3;0.250744;0.208333;0.160714;emotional emotional HAND_EDA_Functionals_power_Fil12mad ECG_HR_min_div_baseline * 0.25 > if-else physical emotional ECG_p_VFL_kurtosis IT_RF_baseline < if-else 1 ECG_amplitude_RR_geomean(abs) > IT_RF_geomean(abs) -0.75 > and if-else emotional mental IT_RF_prctile25 ARM_EDA_Functionals_power_Originalmad < if-else physical emotional ECG_original_std IT_LF_kurtosis > if-else ECG_CCV_LF 0.25 < HAND_EDA_Filt1_prctile25 -0.75 > and if-else physical emotional ECG_p_VFL_kurtosis IT_RF_baseline < if-else 0 0.25 ECG_p_total_LF_prctile75 * * ECG_hrv_median > if-else 0.5 IT_MF_prctile25 IT_LF_min * + 1 - ECG_hrv_median > if-else mental neutral emotional physical 0.75 -0.75 < if-else 0 1 < 1 -0.75 > ARM_EDA_Functionals_power_Filt2mean -1 > or or if-else ECG_hrv_median IT_BRV_median * IT_LF_MF_HF < if-else 0 0.5 ECG_p_total_LF_prctile75 + * 0 < IT_PSD_baseline IT_LF_MF_HF < or if-else 
1;0.564484;0.550595;0.232143;physical emotional IT_MF_max IT_LF_mad < if-else mental -0.5 ECG_hrv_prctile75 < if-else emotional neutral 0.5 0.5 IT_BRV_geomean(abs) ^ < if-else physical physical IT_LF_mean -0.75 > if-else IT_BRV_std IT_VLF_trimmean25 IT_LF_mad / > ARM_EDA_Functionals_power_Filt2prctile25 ARM_EDA_Filt2_mad ^ 0.5 < and if-else IT_MF_max -0.5 > if-else neutral -0.25 IT_p_Total_max < -0.25 0.5 > and 0 0.25 < -0.25 HAND_EDA_Functionals_power_Filt2kurtosis < and and -0.75 ECG_amplitude_RR_harmmean - 1 ^ IT_PSD_std > and 0 IT_HF_skewness < 0.75 IT_BRV_kurtosis > and ARM_EDA_processed_baseline -0.25 + 0 -1 - + IT_BRV_kurtosis > or or if-else 
4;0.267609;0.285714;0.142857;emotional neutral IT_HF_mad -0.75 > if-else mental 0.25 HAND_EDA_Functionals_power_Originalharmmean < ECG_HR_min_div_median ECG_p_VFL_geomean(abs) < and if-else physical physical -1 0.5 < IT_LF_median IT_LF_geomean(abs) > or if-else -0.25 ECG_original_prctile75 > IT_BRV_median ECG_HR_min_div_median > and if-else mental emotional IT_MF_prctile75 0.75 * -1 / IT_PSD_baseline < if-else -0.5 -1 < 0 ARM_EDA_Filt1_geomean(abs) < and ECG_p_MF_harmmean ARM_EDA_processed_mad 1 / < and -0.25 ECG_RR_window_prctile25 > or if-else mental mental neutral -1 IT_LF_Area > if-else HAND_EDA_Original_trimmean25 IT_PSD_baseline IT_PSD_min ^ > if-else neutral 0 -0.25 > 0.5 0.5 > or IT_HF_skewness 0.25 > HAND_EDA_Original_mad IT_RF_harmmean > and and if-else 1 -0.5 IT_BRV_median - > 0 ARM_EDA_Functionals_power_Fil12trimmean25 IT_LF_max / > or IT_HF_skewness 0.25 > 0.25 IT_LF_max -1 / > and and if-else 
5;0.446181;0.482143;0.258929;physical physical ECG_p_MF_std -1 < if-else mental mental ARM_EDA_Original_mad ARM_EDA_Functionals_power_Originalmad > if-else emotional ECG_LF_MF_HF ECG_hrv_prctile25 < ARM_EDA_n_ocu -1 < HAND_EDA_Functionals_power_Filt2skewness ECG_p_HF_harmmean > or and if-else neutral emotional mental ECG_RR_window_median IT_p_Total_baseline > if-else mental IT_MF_baseline ECG_IE ECG_p_LF_baseline + > if-else ECG_p_VFL_skewness HAND_EDA_processed_baseline > 0.75 HAND_EDA_Filt2_geomean(abs) < and -1 IT_MF_HF 1 * > or if-else ECG_M 0.25 0.25 + > HAND_EDA_Functionals_power_Fil12kurtosis 1 < 0 IT_VLF_baseline < and or 0.5 0 < IT_MF_HF 1 > or HAND_EDA_Functionals_power_Originalmad -0.75 < -0.5 HAND_EDA_Functionals_power_Originalmedian < or or and if-else ECG_p_VFL_harmmean ECG_M ECG_p_VFL_mean - > if-else 
2;0.34251;0.282738;0.196429;neutral emotional -1 1 > IT_VLF_baseline IT_RF_baseline > or if-else neutral mental ECG_original_baseline -0.75 < -0.75 1 > and if-else ECG_hrv_geomean(abs) -1 - IT_LF_MF_HF > IT_HF_baseline ECG_Logstd < or if-else physical -0.25 IT_HF_baseline < IT_PSD_min -0.5 IT_Original_geomean(abs) - > or IT_MF_std ARM_EDA_processed_mad IT_LF_mean + - 0.5 > or if-else physical neutral neutral -0.5 ECG_hrv_max > if-else neutral emotional IT_HF_min ARM_EDA_processed_baseline > if-else physical neutral 0.5 IT_Original_mad < if-else 0.25 0.75 0 - > if-else ECG_hrv_mad 0.5 ^ 0.25 > HAND_EDA_processed_trimmean25 0.75 > 0.5 -0.5 < and or if-else ECG_p_VFL_baseline -0.25 * -0.75 > if-else IT_LF_MF_HF IT_RF_trimmean25 < IT_RF_trimmean25 IT_VLF_baseline < or -0.25 IT_MF_harmmean * ECG_p_MF_min > ECG_HF_TF ECG_p_MF_median > and or -0.25 ECG_original_mad - ECG_hrv_trimmean25 0.5 / > or if-else 
10;0.460317;0.541667;0.232143;emotional mental 0.25 IT_p_Total_baseline > if-else neutral IT_LF_MF_HF ECG_hrv_trimmean25 > if-else emotional neutral IT_VLF_max ARM_EDA_n_ocu < -0.75 ECG_p_total_LF_prctile25 > or if-else neutral physical mental -0.5 IT_MF_median < if-else HAND_EDA_processed_harmmean ARM_EDA_processed_std > 0.25 ECG_original_harmmean < or if-else -0.5 ECG_p_LF_baseline > if-else HAND_EDA_processed_baseline -0.75 > if-else physical mental mental 0.25 0 > 0 -0.75 > or if-else neutral 0.25 HAND_EDA_Functionals_power_Fil12prctile75 > ECG_HF_TF 0.25 < ARM_EDA_Original_trimmean25 IT_Original_trimmean25 < and and if-else -0.5 -0.75 > if-else ARM_EDA_Original_baseline ECG_hrv_median > if-else 
9;0.352183;0.291667;0.25;neutral physical emotional ECG_hrv_mean IT_VLF_prctile25 > if-else physical emotional neutral ECG_PSD_median HAND_EDA_processed_max > if-else -0.75 IT_LF_MF_HF < if-else IT_RF_mad -1 + IT_VLF_baseline -0.25 + < if-else IT_VLF_baseline IT_PSD_skewness > if-else mental neutral emotional -0.75 1 > 0.75 ECG_pNN50 > or if-else ECG_Entropyaprox -0.25 ^ ARM_EDA_processed_mean * ECG_hrv_prctile25 > if-else neutral mental emotional IT_MF_trimmean25 ARM_EDA_Functionals_power_Fil12skewness > if-else 0.25 IT_PSD_skewness > if-else emotional neutral IT_Original_kurtosis -0.25 ECG_p_MF_harmmean ^ < if-else IT_RF_mad -1 + IT_VLF_baseline -0.25 + < if-else -0.5 -0.75 IT_BRV_median + HAND_EDA_Filt2_mad -0.75 ^ ^ * ECG_hrv_geomean(abs) < if-else -0.5 IT_p_Total_max + IT_HF_trimmean25 < if-else 
7;0.274554;0.258929;0.294643;physical neutral mental neutral 0.5 1 < if-else -0.5 0.25 > ARM_EDA_Functionals_power_Fil12prctile25 ECG_amplitude_RR_std > or -0.25 HAND_EDA_Original_mean > 0 IT_LF_min < and and if-else IT_PSD_min IT_PSD_kurtosis < if-else mental emotional IT_RF_median -1 > if-else mental neutral -0.25 1 > if-else ARM_EDA_Filt1_std ECG_RR_window_prctile25 > IT_LF_std 1 < or if-else physical neutral ECG_p_MF_skewness -0.75 > if-else emotional ECG_p_VFL_min HAND_EDA_Functionals_power_Fil12skewness -0.75 - > if-else ECG_p_MF_std ECG_HR_min_div_median 0.25 * - IT_VLF_kurtosis ARM_EDA_processed_trimmean25 * < if-else emotional neutral 0.25 IT_PSD_kurtosis < if-else neutral 0.75 IT_p_Total_baseline > -0.25 1 > or ECG_p_LF_mean IT_BRV_trimmean25 < ECG_A1_DFA 0.5 > and or if-else -1 0.5 > IT_p_Total_mean IT_MF_HF < or HAND_EDA_Functionals_power_Originalprctile25 -0.5 > and ARM_EDA_Functionals_power_Originalprctile75 0.5 0.5 ECG_hrv_geomean(abs) * * > and if-else ECG_HR_min_div_median 0.5 0.25 ECG_hrv_geomean(abs) - * > if-else 
8;0.395337;0.366071;0.258929;mental emotional 0 -0.5 IT_LF_harmmean 0.5 ^ - > if-else mental mental physical IT_PSD_baseline IT_Original_Area > if-else IT_p_Total_baseline IT_HF_median > if-else -0.25 0.25 / IT_LF_std 0.25 / * IT_LF_Area 0.5 / > ECG_hrv_mean ECG_hrv_mean IT_p_Total_baseline * < and if-else mental neutral neutral ECG_HR_min_div_trimmean25 -0.25 < if-else neutral ECG_RR_window_trimmean25 -0.25 IT_RF_max / < if-else ECG_hrv_std -1 > if-else neutral neutral physical ECG_original_mad -0.25 < if-else ARM_EDA_processed_mean HAND_EDA_Filt1_mean > HAND_EDA_processed_std IT_Original_Area > and if-else mental -0.25 -1 < ARM_EDA_Functionals_power_Fil12baseline HAND_EDA_Functionals_power_Originalskewness < HAND_EDA_Filt2_max HAND_EDA_Functionals_power_Filt2std < or or if-else -0.25 -0.25 < ARM_EDA_Functionals_power_Fil12max -0.5 > ECG_p_LF_trimmean25 1 < or ECG_p_HF_kurtosis -0.5 * HAND_EDA_Functionals_power_Fil12mean < or and if-else ECG_original_trimmean25 -0.25 - ARM_EDA_Functionals_power_Filt2mean ^ IT_LF_prctile75 ARM_EDA_Functionals_power_Originalmin * < ECG_original_skewness -0.5 + 0 < -0.25 0.25 * HAND_EDA_Functionals_power_Fil12kurtosis ECG_amplitude_RR_min * > or or 0.75 -0.25 < IT_BRV_mad IT_LF_MF_HF < -0.25 -0.25 < or or and if-else 
6;0.324901;0.267857;0.232143;mental emotional emotional IT_PSD_median ARM_EDA_Functionals_power_Filt2trimmean25 > if-else IT_PSD_baseline ECG_RR_window_mean > HAND_EDA_processed_baseline -0.75 > or ECG_RR_window_max -0.75 < 0 IT_LF_prctile75 > or and if-else mental emotional IT_VLF_prctile75 1 < if-else emotional physical -0.75 HAND_EDA_Functionals_power_Originalharmmean > if-else physical emotional ECG_p_total_LF_baseline ECG_HR_min_div_prctile25 < if-else -0.25 ECG_original_geomean(abs) < -0.5 -0.5 < or if-else -0.5 ECG_p_total_LF_median > if-else IT_p_Total_baseline -0.25 1 / - -1 -0.75 IT_LF_max - / > IT_MF_skewness IT_HF_baseline IT_LF_Area - * ECG_hrv_prctile75 > or if-else mental emotional emotional IT_VLF_prctile75 1 < if-else 0.5 ARM_EDA_Filt1_skewness 0.5 ^ < if-else neutral -0.25 HAND_EDA_Functionals_power_Filt2median 0 * > 0.75 IT_RF_max > IT_p_Total_kurtosis -0.25 > and and if-else physical neutral -0.25 -0.5 < if-else 1 ARM_EDA_Functionals_power_Fil12skewness 0.5 ^ > ARM_EDA_Original_geomean(abs) -0.75 - ARM_EDA_Filt2_min > or 0.5 IT_MF_geomean(abs) ^ IT_p_Total_baseline IT_PSD_median - < and if-else IT_PSD_kurtosis 0.25 0.75 ^ > HAND_EDA_processed_min HAND_EDA_processed_min > or if-else 
