seed;training;test;validation;model
4;0.269841;0.360119;0.196429;neutral mental HAND_EDA_Filt2_mad 0 < ECG_p_VFL_kurtosis 1 * IT_BRV_kurtosis IT_HF_baseline / < or IT_HF_LF 0 IT_BRV_harmmean - < or if-else emotional mental 0 ECG_HR_min_div_max -0.25 ^ < ECG_p_MF_harmmean ARM_EDA_processed_mad > ECG_RR_window_std ECG_hrv_mean > or or if-else physical IT_BR_mean IT_PSD_baseline < ECG_original_geomean(abs) 0.75 / ECG_RR_window_median 0 + < IT_HF_skewness IT_HF_min > and or if-else IT_HF_LF IT_PSD_baseline < if-else 
5;0.272817;0.291667;0.25;mental emotional mental 0.75 0.5 > if-else physical IT_BRV_baseline -0.25 IT_BRV_kurtosis + > if-else IT_HF_baseline IT_BRV_baseline > if-else physical HAND_EDA_processed_prctile75 IT_HF_baseline < -1 HAND_EDA_Functionals_power_Fil12median < -0.25 IT_RF_baseline > and or IT_LF_max ECG_hrv_mean -1 / < IT_PSD_geomean(abs) IT_LF_max > and or if-else neutral mental mental 0.75 0.25 > if-else ECG_p_VFL_prctile25 IT_HF_baseline > -0.5 IT_HF_geomean(abs) > 0 -0.5 > or or if-else IT_BRV_kurtosis IT_BRV_kurtosis + IT_HF_skewness < if-else 
3;0.315476;0.318452;0.196429;physical mental IT_PSD_baseline IT_LF_std 0.75 ECG_amplitude_RR_max * + < if-else neutral neutral 0.5 0.5 < if-else neutral IT_HF_kurtosis 0.25 > 0 ECG_hrv_mad > ECG_amplitude_RR_mean -0.5 < and or if-else 0 0 IT_LF_MF_HF + < ECG_HR_min_div_baseline IT_BRV_median IT_PSD_harmmean - < or if-else physical physical ECG_HF_TF 0.5 > if-else mental physical IT_RF_std ECG_PSD_mean > if-else HAND_EDA_Filt1_median ECG_CCV_LF > 1 0.75 < and if-else emotional ECG_Logstd ARM_EDA_Functionals_power_Originalprctile75 - -0.5 HAND_EDA_Functionals_power_Filt2max * + 0.75 < if-else mental neutral IT_HF_kurtosis ECG_p_HF_median > if-else neutral ECG_HR_min_div_baseline IT_BRV_median IT_PSD_harmmean - < if-else IT_HF_kurtosis IT_PSD_baseline > IT_p_Total_skewness ARM_EDA_Original_geomean(abs) ^ -0.75 ^ ECG_hrv_baseline > and if-else ECG_HR_min_div_geomean(abs) 0 > if-else 
1;0.279762;0.235119;0.1875;physical emotional -0.25 -0.25 < if-else mental 0.75 -1 < HAND_EDA_Filt1_baseline ECG_p_HF_prctile75 > and if-else physical physical 1 0 > if-else mental emotional ECG_hrv_max IT_Original_min < if-else 0.75 HAND_EDA_Functionals_power_Fil12harmmean < IT_Original_std IT_VLF_mean > or if-else IT_VLF_baseline ARM_EDA_Functionals_power_Originalmedian > if-else mental emotional physical ARM_EDA_processed_baseline 0.5 < if-else mental emotional ECG_Logstd HAND_EDA_Functionals_power_Fil12prctile75 < if-else ECG_RR_window_prctile75 ARM_EDA_Original_trimmean25 > if-else ARM_EDA_Functionals_power_Filt2mean IT_LF_mean > 0.25 IT_BRV_baseline > or ECG_amplitude_RR_std IT_Original_median < -0.75 IT_MF_baseline < and and if-else -0.5 ECG_RR_window_harmmean > if-else physical mental 0.5 0.75 > 1 0.25 < or if-else neutral -0.25 1 > ARM_EDA_Filt1_mad IT_VLF_geomean(abs) ARM_EDA_Filt1_skewness ^ < and if-else neutral ARM_EDA_Filt1_mad 0 < if-else -0.25 -0.5 < IT_PSD_kurtosis 0.25 > or if-else 
2;0.302827;0.33631;0.25;physical mental emotional IT_PSD_kurtosis IT_MF_baseline > if-else 0 IT_BRV_min / IT_MF_mean 0.25 * > if-else neutral physical IT_RF_Area 0 < if-else neutral IT_MF_skewness HAND_EDA_Functionals_power_Fil12min 0.25 / < if-else mental emotional ECG_hrv_prctile25 ARM_EDA_Functionals_power_Fil12geomean(abs) > if-else mental IT_MF_baseline IT_MF_skewness < if-else -0.25 IT_BRV_min * IT_BRV_kurtosis -0.75 / > if-else ECG_hrv_mean 0.25 > ECG_Logstd -0.5 > ARM_EDA_Filt1_kurtosis 0.25 < or and IT_p_Total_kurtosis -0.75 < ECG_RR_window_median IT_MF_HF > or ECG_hrv_geomean(abs) 0.25 > -1 -0.5 > or and or if-else mental emotional ECG_MF_HF IT_RF_std > if-else mental -0.25 -0.75 > if-else mental mental HAND_EDA_Filt2_prctile75 1 + -1 > if-else HAND_EDA_Functionals_power_Filt2harmmean ECG_PSD_kurtosis HAND_EDA_processed_mean - * 1 < if-else neutral -0.75 0.5 HAND_EDA_amp_scr / IT_RF_median ^ * 1 IT_MF_baseline + > if-else 0 IT_MF_HF 0.25 / 1 - -0.25 * > if-else 
7;0.336558;0.345238;0.196429;neutral mental neutral neutral IT_RF_baseline IT_LF_mean < if-else ECG_HR_min_div_mad ECG_RR_window_prctile75 > if-else neutral emotional mental HAND_EDA_Functionals_power_Originalbaseline HAND_EDA_Filt2_trimmean25 > if-else -0.75 -1 > IT_PSD_baseline 0.75 > and if-else 0.75 ARM_EDA_processed_prctile25 < -1 0.25 < and 0.25 -0.75 - -0.5 IT_Original_std / > or if-else IT_PSD_kurtosis 0 / HAND_EDA_Functionals_power_Fil12min < if-else physical mental IT_LF_baseline IT_p_Total_harmmean > if-else IT_LF_baseline -1 0 * > -0.5 IT_BR_mean HAND_EDA_Functionals_power_Fil12prctile25 + > and IT_Original_prctile75 ECG_amplitude_RR_trimmean25 > -1 -0.5 > or HAND_EDA_processed_std -1 < and and ECG_HR_min_div_prctile75 0 < or if-else 
6;0.382192;0.372024;0.1875;emotional emotional mental neutral -1 IT_BRV_max < if-else HAND_EDA_cross_neg HAND_EDA_Functionals_power_Filt2median < if-else -0.5 IT_p_Total_baseline IT_LF_trimmean25 - > if-else mental neutral 0.25 ARM_EDA_Filt2_baseline < if-else mental mental IT_HF_kurtosis HAND_EDA_Functionals_power_Originalharmmean < if-else 0.25 0 + ARM_EDA_n_ocu > if-else neutral HAND_EDA_Functionals_power_Filt2std 0 ^ 0 < if-else 0.75 ARM_EDA_Functionals_power_Fil12std ARM_EDA_processed_baseline IT_HF_skewness + - > if-else mental mental 0.5 -0.5 > if-else mental IT_BRV_geomean(abs) HAND_EDA_Functionals_power_Filt2median < if-else physical 0.75 -0.5 < if-else mental mental neutral IT_LF_kurtosis 0.25 < if-else neutral -0.5 HAND_EDA_Functionals_power_Filt2baseline IT_p_Total_prctile25 + > if-else 0 ECG_p_total_LF_mad HAND_EDA_Filt2_median / < if-else ARM_EDA_Original_std -1 < 1 IT_BRV_geomean(abs) > or if-else ECG_hrv_prctile75 IT_LF_trimmean25 -0.5 -0.5 + / < if-else 
9;0.574157;0.672619;0.25;mental emotional 1 0.5 < 0.25 -0.25 < or if-else emotional physical IT_CCV_LF ECG_hrv_prctile25 > if-else -0.5 ECG_RR_window_prctile25 > if-else physical emotional -0.5 IT_BR_mean < if-else emotional mental IT_CCV_LF ECG_hrv_prctile25 > if-else -1 ECG_RR_window_prctile25 > if-else neutral HAND_EDA_Original_prctile75 0.75 IT_BRV_prctile25 - - IT_Original_Area > if-else 0.5 IT_Original_Area -1 -0.5 - + < if-else physical emotional emotional 0.5 IT_MF_kurtosis -1 + > if-else 0.5 IT_LF_mean < ECG_p_total_LF_min -0.5 < or ECG_RR_window_trimmean25 ECG_RR_window_mad + ECG_p_VFL_geomean(abs) > or ECG_HR_min_div_prctile25 HAND_EDA_processed_trimmean25 > -1 -1 - IT_Original_max -0.75 ^ > and or if-else 0.25 IT_Original_Area -1 + ECG_HR_min_div_prctile25 IT_LF_median - - > -0.5 -0.5 < or if-else 
8;0.254712;0.380952;0.25;emotional physical ECG_hrv_prctile75 0 < if-else mental emotional ECG_p_HF_geomean(abs) IT_BRV_trimmean25 < if-else mental emotional 0.5 ECG_p_VFL_baseline < if-else ECG_hrv_geomean(abs) ECG_hrv_prctile75 < if-else IT_BR_mean -0.75 > if-else emotional neutral IT_LF_median -0.75 < if-else mental mental ECG_original_mean ECG_p_HF_skewness > if-else IT_BRV_skewness IT_BRV_mean > if-else mental mental mental HAND_EDA_Functionals_power_Originalmad -0.25 < if-else HAND_EDA_Filt2_trimmean25 -1 * -0.75 < if-else HAND_EDA_Filt2_geomean(abs) ECG_hrv_mean + ECG_hrv_geomean(abs) < if-else 0.25 -0.75 + IT_PSD_baseline -0.75 * < 0.75 0 > IT_MF_kurtosis 0.5 > and or -0.75 -0.25 < -1 -1 > or and if-else neutral 0.25 ECG_DBD < IT_BRV_harmmean -0.5 > or IT_LF_MF_HF -0.75 > and -0.5 -1 < 0.75 -0.5 > or IT_LF_Area -0.75 > and IT_LF_MF_HF -1 > or and if-else 
10;0.372024;0.497024;0.160714;physical neutral ECG_original_min ECG_p_HF_baseline > if-else neutral 0.75 0.75 < IT_VLF_skewness ECG_hrv_median > and if-else mental mental IT_HF_max HAND_EDA_Filt1_std > if-else neutral mental 1 -0.25 < if-else ARM_EDA_Functionals_power_Originalprctile75 0 < if-else -0.25 ARM_EDA_Filt2_geomean(abs) > ARM_EDA_Filt1_harmmean -0.5 > or if-else neutral physical neutral 0.75 0.75 < if-else -1 0 < if-else mental neutral IT_LF_MF_HF 0.25 > if-else ARM_EDA_Functionals_power_Fil12min IT_HF_skewness > ECG_p_total_LF_min ARM_EDA_Functionals_power_Originalmax > and -0.5 -0.75 ECG_original_prctile75 - < and if-else ECG_hrv_std 0 < IT_VLF_prctile25 0 -0.75 ^ - ARM_EDA_Original_median > or if-else mental emotional ECG_p_total_LF_trimmean25 1 ^ -1 > if-else emotional IT_HF_skewness IT_PSD_skewness 0.75 / -0.5 * > if-else physical emotional -0.5 IT_RF_baseline < if-else physical emotional 1 -0.25 > if-else emotional IT_RF_max 0 > if-else ECG_RR_window_prctile25 -1 < ECG_hrv_prctile25 IT_MF_kurtosis > or if-else IT_MF_std -0.25 HAND_EDA_Functionals_power_Originalharmmean - IT_MF_std + > ECG_hrv_geomean(abs) -0.25 + 0 < 0.5 HAND_EDA_n_ocu > IT_p_Total_skewness ECG_RR_window_trimmean25 > or and and if-else IT_VLF_baseline ARM_EDA_Functionals_power_Originalgeomean(abs) -0.25 - > if-else 
