seed;training;test;validation;model
3;0.357391;0.291667;0.196429;neutral mental neutral -0.25 0 < if-else neutral 0 ECG_hrv_median < if-else mental -1 IT_BRV_trimmean25 > if-else 0 IT_HF_kurtosis > if-else physical emotional ECG_hrv_median 0 IT_LF_prctile25 - > if-else IT_p_Total_baseline IT_HF_skewness > -0.75 0.75 < ECG_amplitude_RR_median IT_LF_harmmean < or and -0.25 1 > HAND_EDA_Original_geomean(abs) 0 > or IT_LF_prctile25 0.75 > ECG_amplitude_RR_median IT_LF_harmmean < or or IT_Original_baseline ARM_EDA_Filt1_baseline < and or if-else 
5;0.34499;0.276786;0.178571;physical mental emotional 0 0 > if-else physical HAND_EDA_Functionals_power_Originalmax 0.75 1 ^ < if-else neutral HAND_EDA_Functionals_power_Originalmax IT_LF_median > -0.25 IT_LF_mad ^ 0.75 < or if-else neutral emotional mental IT_PSD_min -0.25 > if-else mental mental ECG_hrv_min -0.5 < if-else ECG_p_HF_std HAND_EDA_Functionals_power_Fil12trimmean25 IT_VLF_baseline + > if-else -0.25 0.5 > IT_HF_max IT_MF_HF < and 0 IT_MF_HF ARM_EDA_Filt2_baseline - > or if-else ECG_original_min IT_Original_mad < HAND_EDA_Functionals_power_Originalmax IT_MF_kurtosis > and ARM_EDA_processed_min ECG_RR_window_std < IT_MF_skewness IT_VLF_median > or and -0.5 IT_BRV_max - IT_LF_median + 0.75 > or if-else -0.25 ECG_RR_window_harmmean ECG_HR_min_div_baseline -0.5 * - > if-else 
4;0.265377;0.297619;0.285714;emotional mental IT_PSD_prctile25 ECG_HR_min_div_prctile25 > if-else physical -0.5 IT_PSD_baseline IT_LF_kurtosis ^ < if-else mental mental 1 IT_LF_max > if-else emotional neutral -0.5 ECG_RR_window_std < if-else 0.75 ARM_EDA_Original_max > -0.25 -1 > or if-else -0.75 IT_LF_max < -0.5 1 < and if-else neutral neutral mental -0.25 0.75 > if-else 0.75 0.75 -0.5 - < if-else neutral ECG_hrv_mean -0.75 - -0.75 IT_RF_Area - < if-else ARM_EDA_Functionals_power_Fil12kurtosis 0.75 > 0 IT_Original_trimmean25 < or ECG_p_HF_max -1 > 0 IT_LF_prctile75 > and and IT_PSD_mean 1 < IT_MF_harmmean -0.25 > and 0 IT_LF_MF_HF < and or if-else emotional mental ECG_hrv_trimmean25 -0.5 < if-else mental neutral emotional ECG_p_HF_max HAND_EDA_cross_neg < if-else IT_MF_geomean(abs) 0 < -0.75 -0.25 < or if-else neutral -0.25 HAND_EDA_Functionals_power_Originalprctile25 * 0.75 > if-else 0 IT_LF_MF_HF < 0 IT_BRV_kurtosis > -1 0.75 > ECG_hrv_kurtosis 0.75 > and or and if-else ECG_hrv_mean -0.75 * IT_LF_max < if-else 
2;0.286458;0.375;0.133929;neutral mental 0 -1 > ECG_p_total_LF_max -0.75 < or if-else emotional mental ECG_original_harmmean IT_HF_kurtosis + 1 > if-else ECG_hrv_median ECG_PSD_std -0.5 / > -0.25 0.75 < 1 0.25 > or or if-else mental emotional -0.5 HAND_EDA_Filt2_mad > ECG_p_MF_baseline IT_VLF_kurtosis > and if-else neutral mental ECG_HR_min_div_prctile25 0.25 > 0 IT_LF_trimmean25 < or if-else IT_MF_min 0.25 IT_VLF_baseline + * HAND_EDA_Original_baseline -0.75 + 0.75 HAND_EDA_Filt2_prctile75 / + > if-else IT_BRV_std 0.5 - IT_HF_LF 1 ^ > 0 IT_Original_baseline > 1 IT_LF_prctile25 -1 - > and or if-else emotional emotional physical -0.5 0.25 / 0 > if-else IT_Original_mean -0.25 + IT_LF_baseline > 1 0.5 > and if-else emotional mental physical ARM_EDA_Functionals_power_Filt2mean 0.25 < if-else IT_LF_baseline -0.75 < 0 IT_Original_std < and if-else -0.5 IT_BRV_harmmean -0.5 - < 0 IT_LF_std < ARM_EDA_Functionals_power_Originalmedian -1 < and or IT_LF_prctile75 -0.5 > IT_RF_prctile75 ECG_hrv_mean + ARM_EDA_Functionals_power_Originalkurtosis > and and if-else ECG_hrv_median IT_BRV_std < ARM_EDA_Functionals_power_Filt2mean 0.75 < and 0 IT_VLF_std * -0.25 ECG_HR_min_div_median 0.5 * ^ < or IT_Original_harmmean HAND_EDA_Filt2_prctile25 - 1 < HAND_EDA_processed_mad -1 < 0.5 ARM_EDA_Filt1_prctile25 < and or ECG_amplitude_RR_baseline ARM_EDA_processed_geomean(abs) < 0 IT_Original_std > and or and if-else 
7;0.330853;0.306548;0.241071;neutral mental mental emotional 0 IT_LF_prctile75 > if-else emotional ECG_RR_window_prctile75 HAND_EDA_processed_baseline < -0.5 ARM_EDA_Original_median > or if-else 0.5 IT_LF_std < 0.75 IT_VLF_baseline < or -0.25 ECG_RR_window_max + ECG_hrv_min 0.5 ^ < or if-else HAND_EDA_processed_baseline -0.75 < -0.25 IT_BRV_min + 0 < or -1 ECG_p_total_LF_mad < -0.25 IT_LF_trimmean25 < or and if-else physical physical emotional ECG_RR_window_prctile75 IT_MF_trimmean25 < HAND_EDA_processed_baseline HAND_EDA_Functionals_power_Originalbaseline > or if-else 0.5 0.5 ^ IT_LF_prctile75 > ECG_amplitude_RR_mad HAND_EDA_processed_max -0.25 * > and ECG_HR_min_div_prctile75 0.5 < -0.75 ECG_p_total_LF_mad < and and if-else IT_p_Total_baseline ECG_amplitude_RR_geomean(abs) - IT_Original_baseline > ECG_HR_min_div_prctile75 0 < or if-else 
9;0.346726;0.360119;0.1875;physical mental emotional IT_Original_skewness -0.75 < if-else mental IT_VLF_std 0.5 ECG_p_VFL_max - > if-else physical emotional physical -0.25 -0.5 > if-else IT_LF_std 0.75 > ECG_hrv_mean -0.75 < and if-else -0.25 0 + HAND_EDA_Original_prctile25 * ECG_hrv_min < if-else ECG_hrv_mean ECG_p_VFL_harmmean ^ ECG_RR_window_median ECG_p_HF_prctile75 ARM_EDA_Filt1_prctile75 * - > IT_BRV_harmmean -0.25 - IT_VLF_baseline IT_VLF_max ECG_NN50 + - > and if-else neutral emotional 0.5 -0.5 -0.75 * < if-else neutral 0 ECG_p_LF_min < ARM_EDA_processed_baseline ECG_p_HF_skewness < or 0.75 0.75 < IT_HF_LF 0.5 < or and if-else neutral 0 0.25 > ECG_p_MF_mean -1 > and HAND_EDA_processed_prctile25 0.75 < 0.5 IT_Original_median > or and ECG_Load_index ECG_p_LF_mad * HAND_EDA_Filt1_kurtosis ^ IT_VLF_prctile25 < and if-else 0.25 0.5 ECG_hrv_baseline ^ -0.75 IT_PSD_skewness -0.25 ^ + + IT_VLF_baseline * > if-else 
8;0.334077;0.395833;0.223214;physical mental 0.75 0.75 < if-else physical 0.5 HAND_EDA_Filt2_skewness < 0.25 IT_MF_max > or if-else emotional ARM_EDA_Filt1_std ECG_hrv_geomean(abs) -0.5 - > IT_VLF_trimmean25 ECG_p_VFL_mad > 0.5 HAND_EDA_Filt2_median < or and if-else physical mental 1 -1 IT_Original_median - > if-else ECG_original_median 0.25 < ECG_hrv_mean 0.25 < and if-else physical mental physical -1 0.5 < if-else physical 0.75 1 < IT_Original_trimmean25 0.75 < and if-else ECG_A1_DFA -1 < ARM_EDA_Original_harmmean -0.5 < or HAND_EDA_Functionals_power_Originalmax ECG_p_MF_max < IT_LF_Area 1 < or or if-else neutral neutral neutral ECG_RMSSDD -0.25 > if-else -1 0.5 < if-else neutral physical 0 ARM_EDA_Functionals_power_Fil12geomean(abs) > if-else ARM_EDA_Functionals_power_Originalgeomean(abs) -0.75 0 - > IT_Original_trimmean25 0.5 < or if-else 0.5 HAND_EDA_Functionals_power_Filt2prctile75 < 0 ECG_A1_DFA > or 0.5 0.25 > ECG_hrv_mean 0.25 < and and if-else -0.25 IT_MF_prctile25 - IT_HF_TF > IT_LF_prctile25 0.5 IT_BRV_harmmean / IT_Original_Area ^ > or 0.25 ARM_EDA_Functionals_power_Originalprctile25 0.5 / IT_BRV_harmmean - > ARM_EDA_Original_prctile25 0.5 ECG_HR_min_div_mean - > or and if-else 
10;0.271081;0.202381;0.160714;mental emotional IT_BRV_baseline -0.75 < if-else physical -0.5 ECG_RR_window_median < if-else emotional emotional HAND_EDA_Filt1_std 0.25 < HAND_EDA_Functionals_power_Originalprctile25 0 < and if-else mental neutral -1 IT_BRV_baseline < if-else 0.25 ECG_HR_min_div_kurtosis > if-else IT_LF_MF_HF IT_VLF_baseline -0.25 -0.25 + - > if-else mental neutral -1 -0.25 < 0 0.5 > and if-else mental mental ECG_p_VFL_baseline 0 < if-else neutral emotional 1 ECG_RR_window_harmmean < if-else IT_PSD_geomean(abs) IT_LF_mean > ARM_EDA_cross_pos -1 > or if-else ECG_hrv_mean IT_BRV_min * IT_PSD_skewness > if-else neutral mental -0.75 0 < if-else mental ECG_p_VFL_baseline IT_BRV_baseline > if-else physical mental 0.25 ARM_EDA_Functionals_power_Filt2kurtosis > 0.75 0.25 > or if-else 0.5 1 < IT_BRV_baseline -1 -0.25 * > or if-else 0.75 0.75 / -0.25 -0.75 - < IT_BRV_baseline -0.75 > or IT_LF_prctile75 ARM_EDA_Original_kurtosis < IT_p_Total_max HAND_EDA_Functionals_power_Originalmax > or ECG_p_LF_geomean(abs) 1 > -0.5 IT_PSD_prctile25 > and and or if-else IT_LF_MF_HF 0.25 > 0.5 IT_VLF_baseline IT_BRV_baseline - > IT_BRV_baseline 0.5 -0.25 + > or and if-else 
6;0.339038;0.404762;0.142857;emotional mental ECG_p_VFL_baseline ARM_EDA_Filt1_kurtosis < if-else physical physical mental IT_CCV_HF HAND_EDA_n_ocu < if-else ARM_EDA_Filt2_mad 0.25 > if-else ECG_RR_window_mean -0.25 < -1 ARM_EDA_cross_neg < and -0.75 ECG_p_total_LF_geomean(abs) > or if-else mental neutral -1 ARM_EDA_Functionals_power_Fil12mean > if-else mental emotional HAND_EDA_Filt2_geomean(abs) ARM_EDA_Functionals_power_Filt2prctile25 > if-else IT_HF_kurtosis IT_p_Total_baseline < if-else emotional mental -0.75 ECG_p_VFL_mad < if-else physical neutral -0.75 IT_MF_kurtosis < if-else -0.5 -0.25 < IT_Original_harmmean 0.75 > and if-else HAND_EDA_Functionals_power_Originalgeomean(abs) -0.75 < -1 -0.5 > or 0.5 IT_CCV_HF < ECG_hrv_mean ARM_EDA_Functionals_power_Fil12max < or or if-else ECG_p_total_LF_prctile25 0 > 0.75 0 < and IT_PSD_kurtosis ECG_p_MF_baseline < and ECG_LF_HF 0 > ECG_RR_window_skewness ARM_EDA_Functionals_power_Fil12mean > and HAND_EDA_Functionals_power_Filt2mean -1 > 0.25 ECG_p_total_LF_geomean(abs) < or or and if-else emotional emotional HAND_EDA_Filt1_harmmean -0.25 > if-else physical 0.25 ECG_p_total_LF_std < -0.5 0.25 > and if-else mental emotional ECG_HR_min_div_prctile25 IT_HF_median < if-else ECG_original_mean HAND_EDA_Filt2_mad > IT_LF_median -0.25 > or HAND_EDA_Filt1_min IT_RF_skewness < -0.25 -1 < and or if-else mental physical -0.5 0.75 < if-else neutral physical 0.25 ECG_M < if-else ECG_HR_min_div_baseline ARM_EDA_Functionals_power_Originalharmmean > IT_BRV_std -0.75 > and if-else mental mental ECG_PSD_median IT_LF_harmmean > if-else emotional emotional HAND_EDA_processed_harmmean 0 > if-else -0.75 ARM_EDA_Functionals_power_Fil12median < HAND_EDA_Functionals_power_Fil12baseline HAND_EDA_Functionals_power_Originaltrimmean25 < and if-else 0.25 ARM_EDA_Filt1_mad < IT_LF_geomean(abs) 0 < or -1 -1 / HAND_EDA_Original_baseline > and if-else ECG_amplitude_RR_kurtosis -1 < -0.5 HAND_EDA_Functionals_power_Originalbaseline > or 1 1 < -0.25 0.75 < or or 0.75 -1 < 0.5 ECG_p_MF_trimmean25 < and IT_Original_prctile75 0.5 > or and if-else ECG_amplitude_RR_mad 0.75 < HAND_EDA_Functionals_power_Fil12max IT_LF_median > or ECG_hrv_min ARM_EDA_Functionals_power_Originalmean < -0.5 IT_BRV_min > or or ECG_original_prctile25 -0.5 > ARM_EDA_Functionals_power_Fil12geomean(abs) 0 < or 0.75 ARM_EDA_Functionals_power_Originalmean < -1 HAND_EDA_n_ocu < or and and IT_HF_kurtosis 0.75 - -1 ARM_EDA_Functionals_power_Fil12geomean(abs) 0.5 / + IT_HF_kurtosis 0.25 - -0.75 * / < or if-else 
1;0.352679;0.419643;0.116071;physical emotional -1 HAND_EDA_Functionals_power_Originalprctile75 == if-else mental emotional -0.75 ECG_hrv_trimmean25 > if-else -0.25 IT_HF_geomean(abs) < ECG_RR_window_mad -0.5 >= and if-else mental physical 0.25 IT_Original_median >= if-else ARM_EDA_Filt2_mean HAND_EDA_Filt2_harmmean >= HAND_EDA_Filt2_min IT_p_Total_std < or if-else neutral IT_p_Total_std IT_LF_MF_HF < ECG_p_total_LF_trimmean25 0.25 / -1 HAND_EDA_Filt2_harmmean - == or IT_p_Total_min ECG_RR_window_kurtosis + 1 IT_BRV_trimmean25 * * 0.75 < and if-else physical ECG_hrv_mean 0 < 0.5 1 == 0.25 IT_LF_MF_HF ^ 0.25 != and or if-else 
