seed;training;test;validation;model
3;0.278522;0.279762;0.258929;mental emotional mental ECG_HR_min_div_mean ECG_p_MF_trimmean25 < if-else IT_PSD_baseline HAND_EDA_Functionals_power_Originalmedian + 1 -0.5 ARM_EDA_Functionals_power_Filt2trimmean25 * * > if-else physical physical IT_PSD_mean 0.75 < -0.5 IT_MF_skewness < and if-else emotional mental HAND_EDA_Functionals_power_Filt2kurtosis ECG_HR_min_div_kurtosis > if-else -0.25 IT_PSD_baseline / 0.25 > if-else IT_Original_min ECG_hrv_median > if-else neutral 0.25 IT_PSD_kurtosis < if-else 
5;0.265377;0.345238;0.205357;physical mental emotional mental 0.75 ECG_p_MF_std < if-else neutral IT_Original_min ECG_p_total_LF_std > ECG_HR_min_div_geomean(abs) HAND_EDA_Filt2_harmmean < or if-else IT_MF_mad 0.5 ^ ECG_original_baseline 0.5 - ARM_EDA_Filt1_prctile75 / < if-else IT_PSD_prctile25 IT_PSD_baseline 0 + + ARM_EDA_Functionals_power_Originalprctile25 < if-else emotional mental physical neutral ARM_EDA_Filt2_mad -0.75 < if-else 0 HAND_EDA_Original_kurtosis < 1 HAND_EDA_Filt2_mad > and if-else IT_PSD_baseline IT_MF_mean + 0.25 IT_BRV_baseline + < HAND_EDA_Functionals_power_Originaltrimmean25 ARM_EDA_Functionals_power_Originalmedian < -1 ARM_EDA_Functionals_power_Fil12skewness > or or if-else mental neutral IT_CCV_LF 0.75 + IT_MF_HF < if-else 0.75 0.5 - IT_MF_kurtosis 0.5 ^ - ARM_EDA_Functionals_power_Filt2geomean(abs) - ECG_hrv_min > if-else IT_MF_kurtosis HAND_EDA_processed_baseline 1 0.25 + + ^ ECG_hrv_mean ARM_EDA_Functionals_power_Originalmedian + < if-else 
4;0.313988;0.244048;0.178571;mental emotional ECG_hrv_median -0.5 > if-else emotional mental neutral ARM_EDA_Functionals_power_Fil12median 0 > if-else ECG_p_HF_geomean(abs) ECG_p_LF_mad / 0.75 ARM_EDA_Functionals_power_Filt2min / > if-else IT_BRV_harmmean ECG_amplitude_RR_baseline > -0.75 1 < and ARM_EDA_Filt2_baseline HAND_EDA_Functionals_power_Originalharmmean > 0.5 HAND_EDA_Filt2_prctile25 < or or if-else neutral physical -0.25 1 < if-else neutral physical ARM_EDA_Functionals_power_Originalmean HAND_EDA_Filt2_mad > if-else neutral HAND_EDA_Original_median 0.25 - HAND_EDA_Functionals_power_Originalbaseline > if-else -0.25 -1 ^ 1 / -0.75 < if-else 0.25 IT_LF_MF_HF ^ -0.75 -0.75 / < if-else physical physical 0.75 -0.25 < -1 0 < and if-else mental neutral mental ECG_p_LF_mad 0.25 < if-else physical physical 0.75 ECG_p_VFL_min > if-else 0.25 -1 -0.25 + > if-else ARM_EDA_Functionals_power_Originalmedian -0.25 ^ HAND_EDA_Filt1_std > IT_PSD_harmmean ARM_EDA_Functionals_power_Originalbaseline > 1 IT_LF_Area > or or if-else -0.5 IT_p_Total_baseline + 0.25 - -0.75 < if-else 0.5 ARM_EDA_Functionals_power_Filt2trimmean25 ARM_EDA_Original_prctile75 * > 0.75 -0.25 < -1 -0.5 < and or 0.25 IT_LF_max > ECG_hrv_mean 1 < and and IT_MF_HF 1 / 0.25 / 0.5 < or if-else 
2;0.513889;0.610119;0.1875;emotional mental -0.5 ECG_hrv_median > if-else neutral IT_LF_baseline 1 - IT_LF_MF_HF < if-else mental neutral -0.75 0.75 > if-else IT_LF_geomean(abs) 0 > if-else physical physical IT_VLF_median IT_Original_std > if-else ECG_hrv_prctile75 0 < if-else mental mental 1 ECG_hrv_mad < if-else mental physical neutral 0 0.75 < if-else ARM_EDA_processed_max 0.5 > if-else ECG_HF_TF IT_RF_geomean(abs) < HAND_EDA_processed_kurtosis ARM_EDA_Functionals_power_Fil12std < or IT_p_Total_mean 0 < or if-else physical mental neutral ECG_original_harmmean 0 < if-else -0.75 0.5 > if-else physical mental 0.25 -0.75 < ARM_EDA_Filt1_kurtosis 1 > and if-else IT_CCV_HF IT_MF_baseline 0 + < if-else ECG_p_VFL_min HAND_EDA_Functionals_power_Fil12baseline -0.75 + < -1 -0.25 > or if-else ECG_RR_window_trimmean25 HAND_EDA_Functionals_power_Filt2max * -0.75 -0.25 ^ ECG_hrv_min * -0.75 0.75 - * > 0.75 IT_LF_MF_HF > ARM_EDA_Filt2_prctile25 -1 > or IT_LF_MF_HF HAND_EDA_Original_geomean(abs) - ARM_EDA_processed_baseline HAND_EDA_Original_trimmean25 / IT_Original_std ^ < or or if-else 
9;0.28497;0.389881;0.205357;neutral neutral 0.25 ECG_p_VFL_harmmean > if-else neutral -0.25 -1 > if-else neutral mental IT_PSD_skewness 0.25 < if-else neutral emotional 0.5 -0.5 + IT_BRV_baseline > if-else ECG_hrv_min 0 0.75 / > if-else -0.75 IT_MF_skewness IT_BRV_trimmean25 * * IT_PSD_skewness > if-else mental physical neutral -1 ECG_hrv_mean > if-else ECG_p_MF_mean ARM_EDA_Functionals_power_Originalstd ECG_hrv_mean * < if-else physical ARM_EDA_processed_geomean(abs) IT_VLF_baseline ECG_RR_window_baseline ^ < if-else ARM_EDA_Functionals_power_Filt2harmmean -0.75 * ECG_hrv_mean > if-else 
1;0.31498;0.339286;0.214286;physical neutral emotional ARM_EDA_Functionals_power_Filt2mean IT_Original_harmmean > if-else -1 -0.75 > 1 0.75 > or if-else emotional neutral IT_MF_HF 0.5 -0.25 / > if-else ECG_p_total_LF_mean IT_CCV_LF ^ ECG_original_geomean(abs) < if-else neutral physical -0.5 0.5 < if-else mental mental 0.5 -0.5 > if-else 0.75 -0.75 > -0.5 IT_LF_HF > or if-else mental neutral IT_MF_HF 0.25 > if-else ECG_p_MF_mean IT_BRV_harmmean > 0.75 IT_p_Total_trimmean25 > and IT_p_Total_baseline 0 > and if-else 0.25 IT_BR_mean < ARM_EDA_Functionals_power_Filt2prctile25 ECG_HR_min_div_geomean(abs) > and IT_p_Total_baseline IT_p_Total_baseline > IT_p_Total_baseline 0.25 < and or if-else physical mental emotional physical -0.5 ECG_p_LF_std > if-else ECG_amplitude_RR_max IT_p_Total_baseline < if-else ARM_EDA_Filt2_prctile75 ECG_HR_min_div_geomean(abs) < -0.75 0 * HAND_EDA_Filt1_max < and if-else neutral mental IT_BR_mean ARM_EDA_processed_trimmean25 IT_RF_min * < if-else neutral emotional ECG_p_HF_trimmean25 IT_CCV_LF < if-else mental -0.25 -0.5 < if-else 1 IT_MF_HF ECG_p_HF_prctile75 + < if-else IT_BR_mean IT_p_Total_baseline > 0.25 ECG_HR_min_div_geomean(abs) > or -0.5 IT_LF_trimmean25 > IT_LF_prctile75 0 < or or if-else IT_p_Total_baseline IT_BR_mean > -1 ECG_hrv_max < HAND_EDA_Original_std -1 > and and IT_LF_prctile75 0 < -0.5 IT_MF_max 0 * > or and 0.25 ECG_HR_min_div_geomean(abs) > IT_p_Total_baseline -1 -0.25 * > or ECG_p_total_LF_baseline -0.25 > 0 -1 < and ECG_hrv_trimmean25 0.5 - -0.25 ARM_EDA_Functionals_power_Originalbaseline + < or and or if-else 
6;0.269097;0.318452;0.3125;physical neutral HAND_EDA_Functionals_power_Fil12skewness 0.25 * ECG_amplitude_RR_mean > if-else physical ECG_PSD_median IT_LF_prctile25 > -1 -0.5 < or -0.75 ECG_DBD > 0 0.75 < or and HAND_EDA_Functionals_power_Originalbaseline ARM_EDA_processed_baseline ^ ECG_p_total_LF_trimmean25 < ECG_PSD_median -0.5 > and and if-else emotional neutral HAND_EDA_processed_baseline IT_HF_LF IT_VLF_baseline ^ < if-else mental neutral physical -1 0.5 < ECG_A2_DFA ECG_p_LF_mean < or if-else IT_PSD_std 0.75 * IT_HF_LF ECG_original_geomean(abs) - < if-else ECG_original_baseline ARM_EDA_Functionals_power_Originalkurtosis - 0.75 > HAND_EDA_n_ocu 1 > and ECG_p_LF_std -1 ECG_hrv_trimmean25 - + -0.75 > or if-else ECG_p_total_LF_trimmean25 ECG_original_geomean(abs) * -0.5 * ECG_hrv_trimmean25 < -0.5 IT_HF_LF < IT_VLF_baseline ARM_EDA_processed_prctile25 IT_p_Total_mean * < and and if-else 
8;0.311012;0.363095;0.276786;emotional physical ECG_hrv_trimmean25 0 < if-else mental emotional mental -0.25 ARM_EDA_Functionals_power_Fil12mean > if-else ARM_EDA_Functionals_power_Originalprctile25 ARM_EDA_Filt2_prctile25 < if-else physical 0.75 -0.25 < if-else ECG_HR_min_div_prctile75 0 < 0.25 ARM_EDA_Filt1_mad > 0.75 ARM_EDA_Functionals_power_Originalmin > or and ECG_original_prctile75 0 < or if-else neutral emotional mental mental HAND_EDA_Functionals_power_Originalgeomean(abs) HAND_EDA_processed_trimmean25 > if-else IT_BRV_baseline 0 0.25 + > if-else IT_MF_HF IT_BRV_kurtosis < if-else neutral emotional ECG_original_prctile75 1 < if-else emotional IT_MF_baseline IT_LF_trimmean25 < IT_MF_baseline ECG_original_skewness > or if-else IT_HF_kurtosis HAND_EDA_Filt2_std > HAND_EDA_Functionals_power_Fil12std -0.25 < 0.75 ECG_hrv_min + 1 > or or if-else IT_MF_HF IT_BRV_kurtosis > -1 -0.75 < ARM_EDA_Filt2_std -0.5 < or 0 0.75 > and or IT_MF_baseline HAND_EDA_Original_max < and if-else 
10;0.520833;0.699405;0.241071;mental physical ECG_HR_min_div_trimmean25 1 < if-else mental HAND_EDA_Original_harmmean -0.25 > -0.5 -0.25 > or if-else neutral neutral IT_LF_trimmean25 ECG_p_HF_harmmean > if-else mental emotional IT_HF_baseline ARM_EDA_Functionals_power_Originalbaseline < if-else -1 -1 HAND_EDA_Functionals_power_Originalmedian + > if-else ECG_RR_window_mean IT_BRV_min HAND_EDA_Filt1_kurtosis + ARM_EDA_Functionals_power_Originalgeomean(abs) -0.25 / - < if-else mental neutral IT_BRV_median 0.25 < if-else physical mental ECG_hrv_median 0 > if-else 0.75 0 / -0.75 0.75 + < if-else 0.5 0.75 * IT_Original_baseline / -0.75 -0.25 + IT_BRV_median + + HAND_EDA_Functionals_power_Filt2kurtosis < if-else neutral physical 0.25 -0.75 > ARM_EDA_Functionals_power_Originalmax ARM_EDA_Functionals_power_Originalmax > or if-else neutral IT_LF_baseline -0.25 + ARM_EDA_Functionals_power_Originalmax > IT_MF_skewness 0 * ARM_EDA_Functionals_power_Originalmax > IT_MF_trimmean25 0 - 0 1 + < and and if-else 0.5 0.75 * 0.5 0 * 0.75 -0.5 + / -0.75 -0.25 * IT_BRV_median + + < if-else 
7;0.469246;0.443452;0.294643;neutral mental IT_p_Total_std HAND_EDA_Functionals_power_Fil12prctile75 > if-else physical emotional ARM_EDA_Functionals_power_Fil12geomean(abs) -0.25 > if-else 0 IT_RF_prctile75 > ARM_EDA_Filt2_prctile75 HAND_EDA_Original_max > or if-else emotional -0.5 -0.75 - IT_BRV_baseline + IT_HF_LF < if-else physical neutral ARM_EDA_Original_min HAND_EDA_Functionals_power_Filt2std < if-else ECG_RR_window_prctile25 1 ECG_hrv_trimmean25 / > if-else neutral emotional neutral -0.75 ECG_Load_index > if-else IT_p_Total_std 0.25 > if-else physical 0 IT_RF_prctile75 > ARM_EDA_Filt2_prctile75 HAND_EDA_Original_max > or if-else emotional mental emotional IT_BRV_baseline IT_Original_prctile75 > if-else emotional physical IT_p_Total_min HAND_EDA_processed_min < if-else IT_HF_max ARM_EDA_Filt1_geomean(abs) < if-else -0.25 ECG_p_VFL_harmmean < if-else 0.75 -0.5 < IT_VLF_baseline ARM_EDA_Filt1_harmmean > or ARM_EDA_Functionals_power_Filt2prctile25 -0.25 > 0.75 IT_MF_geomean(abs) < and and HAND_EDA_Functionals_power_Originalmedian IT_LF_harmmean > ARM_EDA_Functionals_power_Filt2mean IT_HF_geomean(abs) < or ARM_EDA_Original_mean HAND_EDA_Original_median > -0.5 IT_HF_LF > and or or if-else -0.75 IT_BRV_median * IT_MF_kurtosis ECG_HR_min_div_baseline ^ * IT_MF_prctile25 HAND_EDA_Functionals_power_Originalprctile25 * 0.5 HAND_EDA_Functionals_power_Originalharmmean + + IT_MF_kurtosis ECG_HR_min_div_baseline ^ + < 0.75 0.75 > IT_VLF_skewness ARM_EDA_Functionals_power_Fil12kurtosis < and IT_CCV_LF IT_PSD_kurtosis 1 * < ECG_HR_min_div_median 0.75 > and or or if-else 
