seed;training;test;validation;model
4;0.490823;0.544643;0.1875;neutral mental IT_MF_HF ARM_EDA_Original_min < if-else emotional physical IT_PSD_baseline -0.25 > if-else emotional 0.25 IT_LF_mean < 1 HAND_EDA_Filt2_trimmean25 < or if-else emotional emotional HAND_EDA_Filt2_mean -0.5 < if-else mental ECG_RR_window_geomean(abs) IT_Original_min > -0.75 0.5 < or if-else 0 0.75 > -0.25 0 > or ECG_hrv_median HAND_EDA_Functionals_power_Fil12skewness < or if-else emotional physical IT_LF_mean IT_p_Total_mean < if-else mental 0.25 ECG_hrv_std < 0 HAND_EDA_Filt2_trimmean25 > or if-else ECG_hrv_median IT_MF_HF < IT_MF_HF ARM_EDA_Functionals_power_Fil12trimmean25 > and ECG_hrv_median IT_MF_baseline < IT_MF_HF ECG_hrv_median > and and if-else 0.25 IT_MF_baseline < if-else 
5;0.33879;0.366071;0.223214;neutral mental mental emotional -1 0.75 > if-else ARM_EDA_Functionals_power_Filt2mad HAND_EDA_Functionals_power_Fil12baseline > 0.5 ECG_p_LF_skewness < or if-else IT_PSD_skewness HAND_EDA_Functionals_power_Fil12kurtosis < -0.5 0.75 < and if-else physical mental neutral -0.5 0.25 > if-else -0.5 0.5 > if-else emotional mental emotional 0.25 ECG_p_LF_baseline < if-else 0.25 1 / -0.75 ECG_CCV_HF * < if-else -0.5 0.5 < IT_PSD_skewness HAND_EDA_Functionals_power_Filt2kurtosis < and IT_MF_baseline -1 + IT_BRV_min 0 + > or if-else ARM_EDA_Filt1_mad ECG_hrv_mean 0.75 + 0 -0.75 + HAND_EDA_processed_prctile75 -0.25 - * - < if-else physical ECG_hrv_mean 0.75 - IT_p_Total_max 0.75 / -1 + - 0.5 IT_LF_max - < if-else 
1;0.428571;0.386905;0.267857;mental neutral -0.25 IT_BRV_max < if-else mental mental ARM_EDA_Filt2_prctile75 ECG_amplitude_RR_mad > if-else 0.25 ECG_hrv_prctile75 > if-else mental IT_RF_baseline ARM_EDA_Filt1_std ECG_hrv_harmmean * < IT_VLF_baseline ARM_EDA_Filt2_prctile25 > or if-else physical ECG_hrv_prctile75 HAND_EDA_Functionals_power_Filt2mean IT_RF_baseline * < HAND_EDA_processed_baseline IT_PSD_geomean(abs) < IT_VLF_baseline IT_VLF_harmmean 1 / > or and if-else neutral 0.75 -1 < 0 0.25 < and ARM_EDA_Filt2_prctile25 ARM_EDA_Functionals_power_Filt2geomean(abs) < and IT_PSD_geomean(abs) IT_VLF_baseline > 0.75 0.25 < ARM_EDA_Functionals_power_Originalmad ECG_IE < and or and IT_RF_max 0.25 * HAND_EDA_Functionals_power_Fil12prctile25 < 0.75 ECG_PSD_kurtosis > 1 1 > and and IT_HF_skewness 1 * IT_VLF_geomean(abs) 0.5 - > or or if-else 
3;0.490327;0.401786;0.214286;mental neutral neutral IT_PSD_std -0.25 > if-else HAND_EDA_processed_prctile75 0 IT_MF_prctile75 + > if-else physical emotional IT_PSD_baseline 0.25 < if-else mental IT_VLF_baseline 0 IT_RF_mean + < if-else neutral ECG_p_total_LF_median -1 > -0.75 0.75 > or 0 IT_VLF_harmmean + -1 > or if-else 0.25 IT_VLF_baseline < ECG_hrv_std 0 0.75 ^ IT_BRV_std ECG_HR_min_div_prctile75 - ^ > or if-else emotional mental -0.5 -1 > if-else neutral mental IT_BRV_baseline ECG_p_HF_prctile25 < if-else 0.75 IT_LF_mean -0.5 ^ < if-else neutral IT_LF_MF_HF IT_BRV_std HAND_EDA_processed_baseline - > if-else emotional mental mental IT_Original_Area ECG_p_HF_std > IT_BRV_max 0.5 < or if-else ECG_p_VFL_skewness -0.75 ARM_EDA_Functionals_power_Originalmean + 0 ^ < if-else ARM_EDA_Filt2_harmmean HAND_EDA_processed_baseline < IT_LF_MF_HF HAND_EDA_processed_baseline -0.25 - < or if-else HAND_EDA_processed_prctile75 0 IT_BRV_trimmean25 + > IT_PSD_trimmean25 ECG_hrv_prctile75 + -1 HAND_EDA_Filt1_trimmean25 ^ * IT_MF_max > IT_RF_geomean(abs) IT_VLF_prctile25 > ECG_p_LF_trimmean25 -0.25 < or -0.5 -0.5 > or and or if-else 
2;0.449653;0.440476;0.285714;mental mental -0.25 0 > if-else emotional IT_LF_median IT_MF_baseline < if-else emotional emotional ECG_p_MF_mad -0.25 > if-else HAND_EDA_Functionals_power_Originalkurtosis HAND_EDA_Functionals_power_Fil12max ECG_p_MF_baseline + < ARM_EDA_p_samples ECG_RR_window_harmmean > or if-else emotional neutral 0.5 0.75 < if-else mental physical 0.25 HAND_EDA_Original_mad < if-else ARM_EDA_Original_trimmean25 HAND_EDA_processed_prctile75 < 0.25 IT_LF_std > or if-else mental physical HAND_EDA_Functionals_power_Fil12harmmean 0.25 -1 / < if-else IT_MF_median 0.75 > -1 0.25 < and 0.75 ARM_EDA_processed_baseline > IT_RF_trimmean25 0.75 > and and if-else IT_RF_mad ECG_p_LF_skewness < ECG_RR_window_harmmean ECG_original_max > and HAND_EDA_processed_prctile75 ARM_EDA_Filt2_std < ECG_RR_window_harmmean -0.5 > and or if-else emotional mental ARM_EDA_Filt2_mean IT_p_Total_mean -0.5 - > if-else neutral emotional -0.25 0.5 < if-else 0.25 -0.25 < -0.25 -1 < or if-else physical physical neutral HAND_EDA_Filt2_prctile75 -0.5 < if-else mental 0.25 -1 < if-else IT_LF_MF_HF HAND_EDA_Functionals_power_Fil12max ECG_p_MF_baseline + > if-else -1 0.5 < HAND_EDA_Original_kurtosis -0.75 > ARM_EDA_Filt1_min 0 < or and ARM_EDA_Filt2_kurtosis ARM_EDA_Filt1_median < HAND_EDA_Original_kurtosis ECG_MF_HF > or ECG_RR_window_harmmean -0.5 > or or if-else ECG_p_LF_skewness ECG_p_LF_skewness < IT_RF_mad ARM_EDA_p_samples > or 0.25 IT_LF_MF_HF < ECG_p_LF_skewness ECG_p_LF_skewness < or and IT_LF_MF_HF HAND_EDA_Functionals_power_Fil12max ECG_p_MF_baseline + > or if-else 
9;0.324653;0.47619;0.205357;physical emotional emotional mental IT_VLF_baseline ARM_EDA_Original_mean < if-else IT_HF_baseline IT_BRV_baseline < if-else neutral neutral neutral ECG_p_MF_geomean(abs) 0.5 < if-else -0.5 0.5 < if-else physical 0.75 ECG_HR_min_div_prctile75 > if-else ARM_EDA_Original_mean 0 IT_BRV_baseline IT_HF_LF 0.25 ^ + - > if-else -0.25 IT_LF_MF_HF ECG_hrv_geomean(abs) + - ECG_HR_min_div_prctile75 < if-else 
8;0.521081;0.5;0.276786;mental physical emotional -0.75 IT_RF_harmmean + ECG_RR_window_std - 0.5 ARM_EDA_processed_skewness + > if-else IT_PSD_min 0 -0.25 + HAND_EDA_Filt2_trimmean25 + > IT_RF_baseline IT_MF_baseline < and if-else physical neutral neutral emotional -0.5 -0.5 < if-else physical ARM_EDA_Functionals_power_Fil12max -1 < if-else IT_PSD_baseline IT_HF_kurtosis > -0.5 0.5 ^ HAND_EDA_Filt1_mad > or if-else ECG_p_HF_median -1 > IT_HF_skewness IT_HF_skewness < and IT_PSD_harmmean -1 < HAND_EDA_processed_prctile25 IT_p_Total_mad > or -1 ECG_original_trimmean25 < -0.25 HAND_EDA_Functionals_power_Filt2geomean(abs) > or and and if-else IT_MF_baseline IT_HF_kurtosis + 1 IT_MF_baseline 0.5 + - > ECG_HR_min_div_baseline -1 * 0.75 < and ECG_p_MF_prctile25 ECG_PSD_mean < HAND_EDA_processed_median -0.25 < and IT_HF_kurtosis IT_LF_harmmean > or 0.25 IT_HF_skewness < or and if-else 
10;0.363839;0.372024;0.267857;neutral emotional physical HAND_EDA_processed_baseline 0.25 < if-else physical physical ARM_EDA_Functionals_power_Originalprctile25 ECG_A1_DFA > if-else ECG_hrv_prctile25 -0.75 IT_MF_kurtosis * < if-else IT_LF_MF_HF 0.25 < if-else physical neutral physical ECG_hrv_median -0.25 < if-else IT_LF_MF_HF 0 < if-else mental HAND_EDA_p_samples IT_BRV_prctile75 > if-else 0.25 IT_LF_MF_HF ^ IT_p_Total_baseline > if-else mental mental neutral ARM_EDA_processed_kurtosis ECG_HR_min_div_trimmean25 > if-else 1 IT_p_Total_harmmean < -0.5 0 < or if-else neutral IT_RF_std -0.25 ECG_p_MF_std ECG_p_VFL_max * / < if-else emotional emotional -1 IT_PSD_trimmean25 > if-else neutral neutral ECG_PSD_median ECG_hrv_mean > if-else -0.25 0 < -0.5 ARM_EDA_Filt1_trimmean25 < or if-else 0 ECG_HR_min_div_skewness > IT_MF_prctile75 HAND_EDA_Functionals_power_Fil12baseline > and ARM_EDA_Filt1_harmmean -0.25 < or -1 ARM_EDA_processed_mad < or if-else 1 ARM_EDA_Filt1_mean > if-else 
6;0.281746;0.372024;0.1875;mental neutral emotional mental IT_MF_trimmean25 0.5 < if-else IT_MF_mean -0.25 > HAND_EDA_Original_std IT_p_Total_geomean(abs) < and if-else 0.25 IT_HF_kurtosis * -0.5 > 0.5 IT_p_Total_trimmean25 > 0.5 ECG_original_std < or and if-else neutral physical -1 IT_MF_std < if-else physical emotional -0.25 ARM_EDA_processed_prctile75 > if-else 0.25 -0.25 > if-else physical -0.75 IT_CCV_LF < IT_CCV_LF -0.25 > and if-else 0.5 0 < -1 ECG_p_MF_geomean(abs) > or if-else physical physical 0 -0.75 < 0.75 0.25 > or if-else physical neutral 0.25 IT_LF_baseline < if-else IT_CCV_LF -0.25 -1 * + 0.75 -1 ^ ECG_hrv_trimmean25 / < if-else emotional physical emotional ECG_PSD_baseline ECG_p_total_LF_baseline < if-else -1 -0.25 > ARM_EDA_Functionals_power_Filt2trimmean25 -0.25 < and if-else neutral mental emotional IT_MF_baseline 0.25 > if-else IT_PSD_kurtosis 0.25 < if-else ARM_EDA_Filt2_std 0.25 > if-else ECG_original_std IT_CCV_LF < HAND_EDA_Filt2_geomean(abs) 1 ECG_amplitude_RR_min * > or IT_LF_baseline 1 0.25 + - IT_BRV_prctile25 > and if-else -1 IT_LF_baseline -0.5 -1 * - * ECG_hrv_trimmean25 < if-else 
7;0.278026;0.279762;0.205357;physical physical 1 IT_HF_median -1 - > if-else mental physical 0.25 ECG_HR_min_div_prctile75 > if-else IT_VLF_median ARM_EDA_Functionals_power_Filt2geomean(abs) < if-else neutral emotional IT_BRV_prctile75 -0.5 < if-else mental physical 0.5 ECG_hrv_trimmean25 > if-else HAND_EDA_Functionals_power_Filt2trimmean25 1 < -0.5 ECG_hrv_trimmean25 > and if-else physical neutral 0.5 ARM_EDA_Original_mad < HAND_EDA_Functionals_power_Fil12skewness 0.5 > and if-else IT_MF_HF ARM_EDA_Functionals_power_Fil12mean ^ -0.5 > if-else ARM_EDA_Functionals_power_Fil12std -0.5 < HAND_EDA_Filt2_min 0.5 < or 1 ARM_EDA_Functionals_power_Filt2geomean(abs) < -0.25 ARM_EDA_Functionals_power_Filt2max > or and if-else neutral emotional -0.75 0 < if-else physical emotional 0.75 0.5 < if-else 0 ECG_p_total_LF_baseline < ECG_PSD_median HAND_EDA_Original_std < and if-else mental -0.25 1 / ARM_EDA_Functionals_power_Filt2mean -0.5 / < -1 -0.75 < and if-else neutral neutral 0 0.25 < if-else physical physical -0.5 ARM_EDA_Filt1_geomean(abs) > if-else physical ECG_hrv_median HAND_EDA_Original_kurtosis > if-else ARM_EDA_Functionals_power_Fil12std -0.5 < HAND_EDA_Filt2_min 0.75 > or 1 ARM_EDA_Functionals_power_Filt2geomean(abs) < -0.5 IT_Original_prctile75 > and and if-else IT_MF_median ARM_EDA_Original_trimmean25 * 0.5 > 0 IT_MF_median > IT_Original_geomean(abs) -1 > and 0.5 0.5 > and and if-else IT_Original_baseline IT_Original_mean 0.75 - - ECG_PSD_prctile25 1 -0.25 - HAND_EDA_Original_harmmean - / < ECG_HR_min_div_prctile75 1 < or if-else 
