seed;training;test;validation;model
5;0.330109;0.369048;0.258929;emotional physical ARM_EDA_Functionals_power_Filt2skewness -0.25 < if-else emotional mental -0.5 ECG_A1_DFA > if-else ARM_EDA_processed_trimmean25 HAND_EDA_processed_min > ARM_EDA_processed_median 0.75 > and if-else neutral neutral emotional neutral HAND_EDA_Filt1_trimmean25 -0.75 > if-else -0.75 -1 / ECG_M > if-else IT_LF_geomean(abs) IT_Original_mean > IT_HF_skewness ECG_original_kurtosis < or if-else IT_LF_MF_HF IT_BRV_kurtosis > -0.75 IT_p_Total_skewness / 0.25 ECG_amplitude_RR_max ^ < -0.5 IT_BRV_min < and and if-else physical IT_MF_prctile25 -0.75 - IT_LF_prctile25 IT_RF_mad -0.75 - + - 0.5 / ECG_hrv_median > if-else 
4;0.289931;0.333333;0.285714;neutral emotional 0 -0.75 > if-else physical IT_LF_prctile25 -0.25 -0.25 ^ < if-else neutral IT_LF_MF_HF ECG_p_VFL_std < -0.75 0.25 > and if-else neutral HAND_EDA_Functionals_power_Filt2harmmean ECG_NN50 HAND_EDA_Filt2_skewness -0.25 ^ ^ > if-else mental neutral mental emotional HAND_EDA_Functionals_power_Filt2skewness ECG_HR_min_div_min > if-else IT_BRV_baseline 0 < if-else physical emotional -0.5 ECG_RR_window_harmmean > if-else -0.25 IT_PSD_baseline < if-else ARM_EDA_Functionals_power_Filt2max 0 * IT_p_Total_mean > 0.5 IT_BRV_min + IT_Original_trimmean25 > and IT_BRV_baseline IT_PSD_baseline < and if-else IT_PSD_kurtosis IT_BRV_kurtosis < if-else 
1;0.553075;0.520833;0.339286;physical neutral IT_HF_kurtosis 0.25 > 0.25 0.5 < IT_p_Total_harmmean 1 > or and if-else physical neutral mental ARM_EDA_Functionals_power_Filt2trimmean25 IT_LF_max < if-else IT_LF_max ARM_EDA_Original_mad -0.75 * 0.75 / > if-else IT_LF_max IT_HF_baseline 0.75 / > if-else physical mental emotional ECG_p_MF_geomean(abs) ECG_hrv_prctile25 > if-else neutral mental ECG_hrv_trimmean25 IT_LF_HF < if-else IT_HF_kurtosis IT_Original_mad > HAND_EDA_processed_baseline -0.75 > and if-else ECG_hrv_trimmean25 0.5 > if-else neutral physical mental IT_PSD_std -0.5 < if-else -1 0.75 > ARM_EDA_Functionals_power_Filt2mean HAND_EDA_n_ocu < or if-else mental emotional neutral 0.5 1 > if-else 0.25 0.25 - ARM_EDA_Filt2_trimmean25 < if-else IT_HF_kurtosis IT_Original_mad IT_BRV_harmmean - > ARM_EDA_Filt2_trimmean25 -1 > 0.5 IT_Original_mad > or or if-else IT_LF_max -0.5 > if-else HAND_EDA_Filt2_mean 0.5 IT_LF_prctile75 - ECG_p_LF_kurtosis * IT_LF_prctile75 - < if-else 
3;0.332093;0.238095;0.258929;physical physical emotional emotional HAND_EDA_cross_pos 1 < if-else 0.75 -0.25 > if-else emotional 0 -0.5 -0.75 ^ / 1 1 - 0.75 / < if-else neutral neutral -1 ECG_HR_min_div_prctile75 > if-else physical mental 0.5 -0.25 < if-else 0.5 0.75 < HAND_EDA_Functionals_power_Fil12mean IT_VLF_geomean(abs) > or if-else physical mental IT_BRV_std IT_VLF_baseline > if-else emotional physical IT_RF_median ECG_hrv_prctile75 > if-else IT_PSD_baseline HAND_EDA_processed_kurtosis > -0.75 ECG_HR_min_div_mad < and if-else ECG_p_VFL_prctile25 IT_PSD_harmmean < 1 0.5 > or IT_BRV_mad IT_MF_HF > ARM_EDA_processed_max -0.75 > and and if-else -0.25 0.25 + 1 > if-else HAND_EDA_Filt1_trimmean25 0.25 < IT_HF_harmmean 0.75 > and IT_LF_harmmean 0.5 > 0.25 ARM_EDA_Functionals_power_Originalskewness > and or ARM_EDA_Functionals_power_Fil12baseline HAND_EDA_Filt2_median < 0.75 0 > and 0.75 HAND_EDA_Filt2_kurtosis > ECG_HR_min_div_geomean(abs) HAND_EDA_Functionals_power_Originalmean < and and and IT_RF_skewness 1 > 0.75 0 > or HAND_EDA_Filt2_prctile75 -0.25 < 0.5 -0.5 > or or HAND_EDA_Functionals_power_Originalmad ARM_EDA_Filt2_prctile75 -1 * > and and if-else 
2;0.423611;0.366071;0.276786;emotional mental -0.25 IT_Original_prctile25 > if-else physical mental -0.75 1 > if-else 0 0.5 < if-else mental ECG_p_VFL_prctile25 ECG_p_total_LF_geomean(abs) > 0 1 < or IT_BRV_max HAND_EDA_Filt2_mean + 0 > or if-else physical physical -0.5 1 < if-else emotional ECG_RR_window_trimmean25 ECG_p_HF_skewness < if-else mental emotional emotional 0.25 -1 > if-else ECG_hrv_min 0 > ARM_EDA_Original_median -0.75 < or if-else ECG_amplitude_RR_std -0.25 -0.25 * > if-else IT_HF_baseline 0.75 0 + > if-else emotional mental 1 -0.25 > if-else neutral HAND_EDA_Functionals_power_Filt2prctile25 IT_BRV_trimmean25 < 0 ARM_EDA_processed_harmmean > or if-else neutral neutral ARM_EDA_Filt1_prctile75 0.75 > if-else -1 HAND_EDA_Functionals_power_Filt2prctile75 > IT_Original_skewness IT_p_Total_min 0 + > and if-else emotional physical neutral 0.25 1 > if-else IT_BRV_prctile25 ECG_HR_min_div_mad > if-else physical emotional 0.75 HAND_EDA_Functionals_power_Filt2prctile75 < if-else 0 -0.75 > IT_p_Total_prctile25 ECG_PSD_prctile25 < and 0.75 0.5 / ECG_original_std > or if-else ECG_amplitude_RR_std ECG_p_HF_skewness > 0.5 0 ARM_EDA_Filt1_max + < and -0.5 0.5 - ARM_EDA_Filt1_trimmean25 -1 * < or if-else ECG_original_std -0.5 > 0.5 IT_BRV_prctile25 < or ECG_amplitude_RR_std IT_HF_baseline > ARM_EDA_Filt1_prctile75 ARM_EDA_processed_harmmean > and or ECG_amplitude_RR_std IT_HF_baseline > IT_LF_MF_HF -0.25 -0.25 * > or and if-else 
7;0.300347;0.300595;0.330357;mental emotional mental emotional HAND_EDA_Filt2_max HAND_EDA_Filt2_baseline > if-else HAND_EDA_processed_prctile75 ARM_EDA_Functionals_power_Originalprctile75 < if-else 0.5 ECG_RR_window_median > ECG_hrv_min 0 > or IT_BRV_baseline -0.5 ARM_EDA_Filt1_max + < or if-else neutral IT_Original_kurtosis IT_VLF_max > -1 -0.75 > or -0.5 IT_RF_median > or -0.5 IT_BRV_harmmean < IT_MF_kurtosis IT_BRV_kurtosis > and and if-else physical physical neutral 0.25 ECG_p_HF_median -0.75 - + IT_RF_median < if-else -1 0.25 > IT_CCV_LF -0.25 < or 0 IT_VLF_kurtosis > or IT_MF_kurtosis IT_BRV_kurtosis > -0.5 0 > -1 ECG_HR_min_div_min > and and or if-else -0.5 IT_LF_geomean(abs) > -0.25 ECG_RR_window_median > ECG_hrv_min 0 > or and ECG_HR_min_div_prctile75 0 < or if-else 
10;0.344742;0.25;0.214286;emotional neutral ARM_EDA_Functionals_power_Originalmean ECG_p_LF_prctile75 > if-else emotional ECG_original_median ECG_original_median -1 / > if-else mental ECG_hrv_min ARM_EDA_processed_kurtosis 0.25 * < if-else mental emotional physical IT_Original_median 1 > if-else -0.5 IT_Original_median > HAND_EDA_Filt2_median 1 < and if-else ECG_hrv_trimmean25 ARM_EDA_processed_min 0.5 ECG_p_LF_std * * < if-else emotional physical HAND_EDA_Filt2_mean IT_p_Total_kurtosis > if-else emotional emotional 0 -0.75 > if-else emotional mental 0 1 > if-else -0.5 IT_Original_median > HAND_EDA_Filt2_median 0.5 < and if-else emotional physical 0.25 ECG_p_MF_skewness > if-else neutral 0.25 1 - 0.75 > if-else ARM_EDA_processed_min IT_HF_LF IT_Original_baseline ^ < IT_VLF_geomean(abs) 0 - IT_BRV_harmmean 0 * < and if-else HAND_EDA_cross_neg 1 ^ ARM_EDA_Filt1_prctile25 1 - 0.5 - < 0.5 -0.5 < IT_LF_prctile25 1 > ARM_EDA_Functionals_power_Originalskewness ECG_p_MF_kurtosis < or and or if-else ARM_EDA_processed_kurtosis 1 / IT_PSD_baseline > if-else 
6;0.458581;0.303571;0.330357;neutral neutral 0 0 < 0 IT_p_Total_min > or if-else neutral ECG_A2_DFA IT_HF_prctile25 > -0.5 ECG_hrv_mean < or if-else mental emotional ARM_EDA_Functionals_power_Originalskewness -1 < if-else mental -0.5 ECG_hrv_mean < if-else physical -1 ECG_PSD_max < HAND_EDA_cross_neg 0.75 < or IT_RF_harmmean 0 > -0.25 0.25 > and or if-else 0.5 0.75 ECG_p_VFL_max 0 ^ + 1 IT_LF_MF_HF ^ ^ > if-else physical physical mental IT_RF_Area 0 > if-else IT_LF_MF_HF ECG_hrv_mean < if-else physical emotional 0 HAND_EDA_Original_min > if-else mental neutral 0.5 0 > if-else ECG_PSD_mad HAND_EDA_Functionals_power_Filt2std > -1 0.25 < and if-else -0.5 ECG_hrv_mean < if-else neutral neutral 0.25 1 > if-else neutral -0.25 0.25 ^ -0.75 0.25 ^ < if-else neutral ARM_EDA_processed_skewness ARM_EDA_processed_max < HAND_EDA_Functionals_power_Fil12std ECG_p_HF_std < and ECG_RR_window_trimmean25 IT_RF_prctile25 ^ ECG_p_LF_kurtosis 0 - < and if-else 0.25 IT_LF_MF_HF < IT_HF_min -0.5 < 0.75 -0.25 > and or ECG_hrv_mean IT_BRV_min < IT_LF_harmmean -1 < ARM_EDA_Filt1_geomean(abs) IT_p_Total_baseline > or or and if-else ECG_HR_min_div_prctile75 IT_LF_MF_HF < if-else 
8;0.432044;0.357143;0.160714;mental emotional ECG_p_HF_mad ARM_EDA_Functionals_power_Originalmad < if-else emotional -0.5 ECG_hrv_mean < if-else neutral IT_Original_mad 0.25 < if-else neutral mental HAND_EDA_Functionals_power_Originalmean HAND_EDA_Filt1_baseline -0.5 + < if-else physical IT_p_Total_baseline -0.25 > ECG_hrv_mean 1 < and if-else -0.5 IT_LF_max < HAND_EDA_Functionals_power_Originalmin IT_LF_max > ECG_hrv_mean IT_HF_prctile25 < and and if-else mental emotional 1 ECG_PSD_baseline > -1 HAND_EDA_Functionals_power_Fil12mad < and if-else neutral neutral 1 -0.75 < if-else -0.75 0.5 > if-else emotional neutral 0 HAND_EDA_Functionals_power_Originalmin > -0.5 IT_LF_max < or if-else 0.5 HAND_EDA_Functionals_power_Filt2min -0.75 -0.25 - * 1 - > if-else IT_BRV_std HAND_EDA_Functionals_power_Filt2min < IT_PSD_trimmean25 IT_PSD_kurtosis < 0 -1 < 0 ARM_EDA_Filt1_mad > and ECG_p_total_LF_prctile75 1 > IT_VLF_baseline IT_PSD_kurtosis < and and or and if-else 
9;0.432044;0.532738;0.223214;physical neutral ARM_EDA_Functionals_power_Fil12median -0.25 < if-else neutral 0 1 > if-else mental mental 0 IT_MF_min < if-else -0.5 1 < 0 IT_MF_HF > and if-else emotional neutral HAND_EDA_processed_geomean(abs) IT_MF_skewness > -1 IT_LF_min < or if-else neutral IT_RF_baseline IT_HF_LF < if-else IT_LF_Area HAND_EDA_Functionals_power_Fil12geomean(abs) > IT_p_Total_std 0.5 + IT_MF_baseline < and 0 IT_RF_baseline > ECG_hrv_max ECG_RR_window_mad > 0 -1 > and or or if-else neutral physical 0 ARM_EDA_Functionals_power_Filt2trimmean25 < if-else neutral mental ECG_HR_min_div_mad -0.25 > HAND_EDA_Functionals_power_Originalbaseline HAND_EDA_Original_median > and if-else 0.25 IT_HF_prctile25 ^ 0.75 ARM_EDA_Functionals_power_Fil12prctile25 * < -0.25 IT_MF_baseline > or if-else mental emotional neutral 0 IT_LF_mad < if-else 1 0 > -0.5 -1 > or if-else neutral neutral -1 -0.5 + IT_MF_baseline HAND_EDA_Filt2_baseline ^ < if-else 1 1 < -0.25 IT_HF_mad > or -0.75 ECG_p_MF_kurtosis > -1 ARM_EDA_processed_std > and and if-else IT_PSD_mad 0 + IT_HF_kurtosis < 0.25 IT_MF_HF > or -1 ECG_p_total_LF_min > -0.25 0.75 < and 0 IT_PSD_median IT_LF_HF ^ > or or if-else IT_Original_std 1 < HAND_EDA_Filt1_kurtosis 0 < and HAND_EDA_Original_max 0 < 0 ECG_HR_min_div_trimmean25 > and or 0 IT_MF_HF > IT_Original_std ECG_hrv_median > and IT_Original_std IT_MF_min < IT_RF_baseline ECG_hrv_median > and or or if-else 
