seed;training;test;validation;model
3;0.275298;0.363095;0.0714286;neutral mental -0.5 HAND_EDA_Functionals_power_Fil12mad > HAND_EDA_cross_pos 0.25 > and if-else neutral neutral ARM_EDA_Original_prctile25 0 < if-else IT_HF_kurtosis 0 > -1 IT_MF_max > or if-else neutral mental -0.75 0.5 * IT_LF_mad -0.25 / > if-else -0.75 ARM_EDA_Functionals_power_Fil12trimmean25 -0.25 * < if-else emotional emotional mental 0.75 ECG_IE > if-else IT_HF_kurtosis HAND_EDA_processed_baseline > if-else neutral neutral -0.75 ECG_p_HF_trimmean25 ^ IT_Original_mean IT_BRV_geomean(abs) + < if-else IT_HF_kurtosis -0.25 > IT_HF_kurtosis 0 > or if-else physical neutral IT_HF_geomean(abs) 1 < if-else mental 0.25 -0.75 > if-else emotional 0.75 IT_LF_min > ECG_original_std IT_p_Total_mad > or ECG_PSD_trimmean25 -1 < ECG_HF_TF IT_p_Total_min > or or if-else HAND_EDA_processed_baseline IT_PSD_mad < -1 IT_LF_Area > or IT_PSD_mad ECG_hrv_prctile75 > or if-else IT_PSD_baseline 0 > if-else 
4;0.389881;0.452381;0.142857;neutral neutral IT_RF_min IT_Original_mad ECG_p_VFL_kurtosis / < if-else mental mental ARM_EDA_Functionals_power_Fil12prctile75 1 > if-else 0.25 -1 < ECG_hrv_min -0.25 < -0.25 1 < and and if-else mental mental 1 0.5 < if-else mental 0.75 HAND_EDA_Functionals_power_Fil12geomean(abs) < if-else neutral HAND_EDA_Functionals_power_Fil12geomean(abs) 0 1 ^ IT_RF_skewness * > if-else ECG_original_median -1 < if-else physical neutral HAND_EDA_Functionals_power_Fil12harmmean -0.5 > if-else mental mental 0.75 ECG_original_median < if-else IT_PSD_baseline ECG_HR_min_div_kurtosis < ECG_hrv_mean 0 > and if-else physical physical IT_RF_min ECG_HR_min_div_median < if-else neutral 0.5 -1 < ARM_EDA_Original_min IT_p_Total_mad > and if-else 0 0.25 IT_HF_kurtosis * < if-else emotional emotional emotional emotional ARM_EDA_Functionals_power_Originalgeomean(abs) IT_LF_harmmean > if-else ECG_p_MF_geomean(abs) 0.5 < if-else ECG_amplitude_RR_std IT_VLF_mad ARM_EDA_Functionals_power_Fil12harmmean ^ > if-else 0.75 ECG_hrv_prctile25 1 - ^ IT_BRV_harmmean ARM_EDA_Functionals_power_Originalbaseline + * -1 > if-else HAND_EDA_Filt2_baseline HAND_EDA_Original_geomean(abs) -0.75 ECG_RR_window_median -1 * ^ IT_RF_prctile25 0.75 ARM_EDA_Filt1_prctile75 ^ + + + > if-else 
1;0.346726;0.375;0.241071;physical mental emotional HAND_EDA_processed_mean IT_MF_skewness > ARM_EDA_Functionals_power_Originalmad HAND_EDA_Functionals_power_Originalprctile25 < and -0.75 0.75 < 0.75 ECG_HR_min_div_min > and and if-else IT_Original_max -0.75 * ECG_hrv_median < 0 IT_Original_max IT_HF_baseline - < -0.25 -0.25 < or and if-else neutral physical neutral ECG_original_harmmean 0.5 > if-else emotional ECG_hrv_median -0.25 < if-else neutral -1 ECG_p_total_LF_prctile25 ^ IT_BRV_trimmean25 HAND_EDA_Filt2_min ARM_EDA_Filt1_kurtosis * / < if-else -0.75 0.5 > ECG_RR_window_skewness ECG_RR_window_max < or 0.25 -1 < ARM_EDA_processed_std ECG_p_MF_kurtosis < and and -0.5 0 < HAND_EDA_processed_kurtosis IT_BRV_skewness > or HAND_EDA_Functionals_power_Fil12geomean(abs) -0.25 > or and if-else IT_LF_MF_HF IT_BRV_kurtosis > -1 1 > or if-else 
2;0.372024;0.327381;0.196429;neutral physical emotional ECG_M HAND_EDA_Filt1_std 0 ECG_p_VFL_mean - * > if-else -1 -1 + ARM_EDA_Filt1_median > IT_LF_mean 0.75 -0.25 - < or IT_HF_prctile25 ECG_hrv_harmmean HAND_EDA_Filt1_std * > or if-else emotional physical ECG_hrv_prctile75 IT_p_Total_trimmean25 < if-else mental IT_MF_baseline IT_Original_baseline < IT_LF_prctile75 0 > or if-else neutral mental ARM_EDA_Functionals_power_Originalmad -1 ^ 0 < if-else ECG_p_VFL_mean 0.75 - HAND_EDA_area < if-else physical emotional ECG_EI IT_LF_skewness < if-else physical ECG_hrv_prctile75 IT_BRV_prctile25 < if-else mental IT_MF_baseline IT_BRV_min < ECG_hrv_harmmean 0 > or if-else HAND_EDA_Functionals_power_Filt2mad 1 - HAND_EDA_Original_kurtosis -0.75 / IT_HF_LF + < if-else 0.75 ARM_EDA_Functionals_power_Originalmax > -1 0.25 > and -0.5 IT_LF_HF - IT_p_Total_std < or 0.5 ECG_p_LF_mean > IT_Original_Area 0.5 < or ECG_hrv_harmmean ECG_hrv_prctile75 > or and ECG_original_skewness ECG_hrv_harmmean IT_VLF_std * > ECG_p_HF_harmmean IT_VLF_max IT_RF_mean + > -0.75 0.25 ECG_p_MF_min ^ < or or and if-else 
5;0.329117;0.294643;0.178571;physical neutral 0.25 0.75 > if-else mental ECG_amplitude_RR_trimmean25 0.75 / IT_MF_baseline < 0.75 HAND_EDA_cross_pos * IT_MF_baseline > and if-else physical emotional mental IT_MF_mad ECG_hrv_prctile25 > if-else ECG_original_std ECG_RR_window_trimmean25 > if-else physical mental ECG_original_std -0.75 > if-else ECG_original_baseline 0.5 ARM_EDA_Original_prctile75 ^ < -1 ECG_original_std > or if-else -0.25 -0.25 + IT_HF_LF > 0.75 -0.75 < -0.5 ECG_hrv_prctile75 < and or HAND_EDA_Functionals_power_Fil12prctile25 0.75 > HAND_EDA_Filt1_baseline 0.75 < or and if-else emotional neutral ECG_p_MF_prctile25 IT_HF_min > if-else mental physical 0.5 0.5 + ARM_EDA_processed_skewness < if-else 0.25 ARM_EDA_Functionals_power_Originalprctile75 > IT_LF_min 0.25 < and -0.25 -1 < IT_RF_trimmean25 ECG_p_LF_std > and and if-else physical physical 0.75 -1 > if-else neutral -0.25 IT_p_Total_max < HAND_EDA_Filt1_kurtosis -0.25 < and -0.75 0.75 > and if-else ARM_EDA_Functionals_power_Originalprctile75 0.75 > ECG_original_baseline 1 > or ARM_EDA_Functionals_power_Originalprctile75 0.75 > -1 -0.75 > or and if-else -1 ARM_EDA_cross_pos ^ ARM_EDA_Functionals_power_Originaltrimmean25 > 1 ECG_HR_min_div_trimmean25 ^ HAND_EDA_Functionals_power_Fil12prctile25 > and -0.25 IT_LF_HF > 1 -0.75 < or or -0.75 IT_PSD_skewness ^ ARM_EDA_Functionals_power_Fil12max > -1 ECG_original_std > and 0 ECG_original_max > 0.25 -0.25 > ECG_p_LF_mad ARM_EDA_Original_mad > and and and or if-else 
6;0.297867;0.377976;0.25;mental mental HAND_EDA_p_samples -0.25 IT_HF_geomean(abs) * > if-else emotional neutral IT_HF_skewness IT_p_Total_baseline > if-else neutral IT_HF_skewness -0.25 IT_BRV_harmmean 0.25 / * > if-else ECG_original_geomean(abs) IT_BRV_prctile75 * IT_LF_MF_HF < -0.5 ECG_hrv_median < and if-else neutral physical -0.25 ARM_EDA_processed_geomean(abs) < 1 -0.75 > or if-else mental physical -0.25 IT_p_Total_baseline < if-else emotional neutral IT_LF_prctile25 -0.5 > if-else -0.75 ECG_RR_window_prctile25 * -1 > if-else -0.25 ECG_original_skewness ^ IT_LF_MF_HF > -0.25 IT_LF_max > and if-else IT_HF_skewness IT_p_Total_baseline > -0.25 IT_HF_skewness < ECG_hrv_median -0.5 < and and ECG_M ECG_p_HF_harmmean > 0.25 IT_RF_mad - IT_HF_skewness > and or if-else 
10;0.510417;0.502976;0.25;physical mental ECG_original_trimmean25 0 IT_p_Total_skewness ^ > HAND_EDA_Original_prctile25 0.5 > or IT_LF_trimmean25 -0.75 > IT_p_Total_prctile75 0.75 < and and if-else neutral mental -0.25 HAND_EDA_Functionals_power_Fil12skewness < if-else mental HAND_EDA_Filt2_geomean(abs) -0.5 < 0.25 0.5 < and if-else neutral emotional -1 ARM_EDA_Filt1_min < if-else mental -0.75 -0.25 > -0.5 -1 > and if-else IT_PSD_geomean(abs) IT_RF_min IT_PSD_baseline ^ > if-else emotional physical -1 ARM_EDA_Functionals_power_Originalmean > if-else neutral mental -0.75 ARM_EDA_Filt1_min < if-else 0.75 IT_PSD_skewness < if-else IT_CCV_HF -0.25 < if-else ARM_EDA_Original_harmmean ARM_EDA_Filt1_kurtosis < IT_RF_prctile75 0 < or IT_RF_prctile75 IT_MF_harmmean < and IT_p_Total_kurtosis ECG_hrv_median < or IT_MF_harmmean IT_BRV_baseline < 0 -0.75 / IT_CCV_HF > or IT_MF_harmmean IT_PSD_skewness < and and if-else 
8;0.347718;0.348214;0.151786;emotional mental ARM_EDA_Functionals_power_Filt2mean ECG_HR_min_div_min > IT_BRV_baseline 0.25 > or if-else mental physical 0.75 ARM_EDA_Functionals_power_Fil12max > IT_Original_prctile25 0 < and if-else IT_LF_max HAND_EDA_Filt2_trimmean25 IT_BRV_prctile25 / < if-else mental physical ECG_p_total_LF_max -0.5 < -0.25 IT_PSD_skewness < and if-else IT_RF_geomean(abs) -0.25 > IT_RF_geomean(abs) HAND_EDA_Filt2_prctile25 IT_RF_harmmean * > or ECG_hrv_mean 0.25 < and if-else neutral emotional IT_LF_max 0.25 < if-else mental physical IT_LF_max -0.75 < if-else neutral emotional IT_LF_max 0 < if-else ECG_amplitude_RR_mad 0.75 0 * - 0.75 > if-else ARM_EDA_Functionals_power_Filt2max -0.25 / HAND_EDA_Filt2_trimmean25 > if-else ECG_hrv_min -0.75 ^ 0.25 -0.5 0 / ^ < IT_LF_max -0.5 > or IT_PSD_kurtosis -0.25 + -0.25 / IT_BRV_prctile25 - ARM_EDA_Original_max -1 * -1 - < and if-else 
9;0.336558;0.383929;0.160714;neutral emotional emotional mental HAND_EDA_Functionals_power_Filt2prctile75 ECG_p_MF_median < if-else ARM_EDA_Original_baseline HAND_EDA_Functionals_power_Filt2std -0.25 + < if-else mental HAND_EDA_Functionals_power_Filt2max -0.25 < -0.5 ARM_EDA_processed_prctile75 < and ECG_p_MF_prctile75 HAND_EDA_Functionals_power_Fil12mad < ARM_EDA_Functionals_power_Fil12skewness -0.25 < and or if-else 0.5 0.25 * 0.5 -0.75 IT_BRV_kurtosis - + IT_MF_HF -0.25 0 * - + > if-else physical emotional 0.75 ARM_EDA_Functionals_power_Originalmad > IT_PSD_kurtosis -1 < and if-else mental emotional physical 0.5 IT_Original_baseline > if-else HAND_EDA_Functionals_power_Originalskewness -0.25 > HAND_EDA_Original_min 0.5 > and if-else 0.5 0.25 + HAND_EDA_Filt2_std -0.25 / > if-else physical emotional IT_PSD_geomean(abs) 0.25 IT_MF_kurtosis + < IT_RF_baseline -0.5 > 0.25 -1 < or and if-else 0 -1 -0.25 + > -0.75 IT_PSD_geomean(abs) > ECG_RR_window_min -0.25 > and and if-else IT_Original_mean 0 < IT_HF_baseline 0.5 1 + > or ECG_hrv_mean 1 IT_MF_HF - < -1 HAND_EDA_Filt1_max > or and if-else 
7;0.263145;0.386905;0.178571;mental emotional ECG_hrv_trimmean25 ECG_RR_window_mad > if-else mental HAND_EDA_Functionals_power_Originalgeomean(abs) HAND_EDA_Functionals_power_Fil12baseline < -0.75 IT_p_Total_trimmean25 < and if-else physical physical -1 ECG_original_harmmean > if-else physical ECG_HR_min_div_prctile75 1 < if-else 0.75 -0.75 > ECG_hrv_mean 0.5 < and IT_LF_MF_HF IT_LF_MF_HF < or if-else neutral mental emotional IT_PSD_median 1 < if-else emotional physical 0.25 IT_HF_std > if-else ECG_original_harmmean ECG_p_total_LF_prctile25 > IT_HF_trimmean25 HAND_EDA_Functionals_power_Filt2std < or if-else -0.75 ARM_EDA_Filt2_max IT_BRV_max + IT_LF_MF_HF + > if-else ECG_p_MF_min -0.5 > HAND_EDA_processed_skewness -1 < or ECG_amplitude_RR_prctile25 ECG_hrv_prctile25 < IT_BRV_harmmean -0.25 > or or ECG_p_VFL_geomean(abs) 0 + 0.25 * IT_LF_MF_HF < and if-else neutral mental emotional physical mental ECG_p_VFL_baseline -0.75 > if-else ECG_HR_min_div_prctile75 0.25 < if-else 0.25 0 > -0.25 IT_p_Total_baseline < and if-else -0.75 -0.5 -0.25 * IT_LF_MF_HF + > if-else ECG_HR_min_div_prctile75 IT_HF_LF < if-else 
