seed;training;test;validation;model
5;0.298115;0.380952;0.0535714;physical emotional mental physical mental HAND_EDA_Original_mean HAND_EDA_Original_prctile25 < if-else ARM_EDA_Functionals_power_Filt2harmmean ARM_EDA_Filt2_baseline < 0.25 -0.25 > or if-else ECG_hrv_trimmean25 -0.5 < -0.75 IT_BRV_min > or if-else IT_LF_max ECG_hrv_trimmean25 + 0 HAND_EDA_Filt2_prctile75 / 0 + > IT_p_Total_baseline 0 < ARM_EDA_Filt1_harmmean ARM_EDA_Filt1_harmmean < or and if-else physical neutral ARM_EDA_Functionals_power_Filt2prctile75 IT_LF_harmmean < if-else physical physical ECG_PSD_mean 1 > if-else -0.25 HAND_EDA_Functionals_power_Filt2geomean(abs) < if-else emotional 0.75 IT_RF_mean 1 ^ < if-else neutral ECG_hrv_prctile75 IT_LF_prctile25 -0.5 - < HAND_EDA_Original_median ARM_EDA_Filt2_prctile75 < -0.5 -1 < or 0 IT_LF_prctile25 < and and if-else 0 ARM_EDA_Functionals_power_Fil12mean IT_LF_HF - < -0.5 -0.5 < ARM_EDA_Functionals_power_Filt2trimmean25 HAND_EDA_Functionals_power_Originalharmmean < or and ECG_hrv_prctile75 IT_LF_prctile25 -0.5 - > and 0.75 0.25 - IT_p_Total_harmmean + IT_HF_TF + IT_RF_baseline < or if-else 
4;0.336062;0.401786;0.116071;emotional mental physical 1 ECG_p_VFL_geomean(abs) > if-else HAND_EDA_Original_baseline HAND_EDA_Filt2_harmmean > if-else mental physical 0.25 0.25 < if-else mental neutral IT_LF_min ARM_EDA_Functionals_power_Filt2prctile25 < if-else ECG_p_total_LF_mean HAND_EDA_Original_baseline < 0.75 -1 > or if-else -0.25 ECG_RR_window_median * -1 IT_RF_std * < if-else neutral physical mental 0.25 0.25 > if-else neutral mental IT_MF_kurtosis HAND_EDA_Filt2_max < if-else ECG_p_VFL_median 1 * 1 > if-else ARM_EDA_Functionals_power_Filt2mean 0.25 < 1 -0.75 > -0.5 1 > or or if-else IT_Original_baseline -0.5 * -0.25 * IT_HF_LF HAND_EDA_Functionals_power_Originalgeomean(abs) ^ < if-else mental mental ECG_p_LF_prctile75 1 > if-else neutral mental 0 ECG_p_VFL_mean < if-else -0.75 0.5 + HAND_EDA_Filt2_harmmean > if-else mental emotional neutral ECG_p_HF_mad ECG_HF_LF < if-else -0.75 IT_Original_trimmean25 > -1 ARM_EDA_processed_harmmean > or if-else IT_LF_median ECG_p_VFL_kurtosis > IT_BRV_median -0.5 * IT_HF_LF < or if-else emotional neutral mental -1 HAND_EDA_Original_min < if-else -0.5 ECG_hrv_geomean(abs) < IT_p_Total_skewness ARM_EDA_processed_prctile75 > and if-else neutral -0.25 IT_MF_skewness < IT_LF_prctile25 ECG_HR_min_div_harmmean > and IT_MF_HF -0.25 > ARM_EDA_Filt2_prctile25 HAND_EDA_Functionals_power_Originalmax < or or if-else -0.5 HAND_EDA_Functionals_power_Filt2mean / 0.75 * IT_HF_LF IT_RF_std ^ < if-else -0.5 IT_HF_skewness ECG_original_std * * IT_Original_baseline < if-else 
2;0.297371;0.348214;0.116071;physical mental physical IT_VLF_median IT_LF_max > if-else IT_LF_geomean(abs) 0.25 < if-else mental emotional mental IT_PSD_baseline 0.5 < if-else IT_VLF_std ECG_HR_min_div_prctile25 < IT_PSD_median ARM_EDA_Original_baseline < and if-else -0.75 ECG_hrv_harmmean < -0.75 -0.75 < ECG_hrv_median IT_HF_skewness > or and if-else neutral IT_VLF_geomean(abs) IT_HF_LF < if-else emotional physical neutral ECG_amplitude_RR_median ECG_p_LF_trimmean25 < if-else neutral -0.75 HAND_EDA_cross_pos IT_VLF_std / < if-else mental neutral 0.25 -0.5 > if-else mental 0.75 ECG_HR_min_div_prctile75 < if-else 0.75 ECG_hrv_mean > if-else HAND_EDA_processed_std ECG_PSD_prctile75 / 0 - -0.75 / HAND_EDA_Functionals_power_Filt2mean > if-else IT_LF_min -0.5 > 0.5 0 < and 0.75 IT_LF_min > or if-else 
3;0.271329;0.369048;0.0535714;neutral mental neutral mental IT_BRV_harmmean -0.5 < if-else IT_HF_kurtosis ARM_EDA_Functionals_power_Filt2baseline < if-else IT_HF_kurtosis IT_BRV_std < if-else neutral physical IT_BRV_std IT_BRV_std ^ -1 > if-else -0.75 IT_Original_baseline < ECG_amplitude_RR_std 1 < or IT_BRV_std ARM_EDA_Functionals_power_Originalskewness ^ 0.25 ECG_p_total_LF_prctile25 - < or IT_BRV_std 0 - -0.25 ECG_hrv_mean + 0.5 -0.75 * / < and if-else mental mental IT_HF_kurtosis 1 > if-else emotional 0.75 ECG_MF_HF + ECG_hrv_geomean(abs) ECG_p_VFL_std - > IT_MF_harmmean ARM_EDA_Functionals_power_Filt2harmmean < ARM_EDA_processed_baseline -1 < and and if-else mental emotional IT_LF_trimmean25 ECG_RR_window_trimmean25 < if-else physical neutral ECG_p_HF_baseline IT_LF_harmmean > if-else ARM_EDA_Functionals_power_Originalmedian ECG_p_MF_skewness > ARM_EDA_Original_harmmean 0.5 > and if-else mental IT_MF_kurtosis HAND_EDA_p_samples 1 * > if-else ECG_hrv_baseline -1 HAND_EDA_Functionals_power_Fil12geomean(abs) + + -0.5 IT_p_Total_harmmean -1 ARM_EDA_Functionals_power_Fil12mad + + - < if-else IT_p_Total_harmmean ECG_p_total_LF_skewness > -0.25 ARM_EDA_Filt2_kurtosis > and ECG_hrv_mean -0.5 > IT_BRV_prctile25 ECG_hrv_min < 0 ECG_amplitude_RR_prctile25 < and or or IT_BRV_std IT_BRV_std * IT_HF_skewness > IT_LF_max -1 -1 - > or or if-else 
9;0.276538;0.419643;0.0625;emotional mental HAND_EDA_Functionals_power_Filt2skewness 0.75 - ECG_hrv_min / IT_MF_HF > if-else neutral neutral ECG_hrv_max ECG_p_VFL_geomean(abs) > if-else mental IT_BRV_harmmean ECG_amplitude_RR_trimmean25 < -0.5 IT_MF_HF > or if-else IT_CCV_LF IT_MF_HF < if-else physical physical HAND_EDA_Functionals_power_Originaltrimmean25 -1 > if-else neutral physical 0.25 -0.5 > if-else 0.25 ECG_PSD_prctile75 + -0.75 > if-else neutral IT_BRV_harmmean ARM_EDA_Functionals_power_Filt2prctile25 < if-else emotional mental HAND_EDA_processed_baseline -0.25 < -1 1 < and if-else physical IT_MF_baseline IT_RF_prctile75 > if-else -1 IT_MF_HF > if-else -0.25 ECG_hrv_max > if-else 
10;0.345238;0.410714;0.0535714;emotional neutral mental -1 IT_MF_kurtosis > if-else HAND_EDA_Filt1_mad ECG_hrv_mean > if-else neutral 1 -0.25 IT_HF_std - - ECG_p_MF_harmmean > if-else emotional mental IT_BR_mean ARM_EDA_Filt1_baseline < if-else emotional emotional HAND_EDA_processed_baseline -0.5 < if-else 0.75 0.25 < IT_CCV_HF IT_LF_mean < or if-else physical ARM_EDA_Functionals_power_Originaltrimmean25 0 - IT_VLF_baseline - 0.25 < if-else 0.25 ECG_hrv_median / IT_MF_std < if-else neutral neutral mental 0.25 ECG_hrv_median / ECG_RR_window_prctile25 < if-else ARM_EDA_Functionals_power_Filt2min ECG_p_LF_std ^ ARM_EDA_Functionals_power_Fil12std < ARM_EDA_Filt1_mean -0.25 < or -0.25 -0.25 < IT_MF_min 0 IT_LF_median * < or or if-else -0.25 IT_CCV_LF IT_MF_min - > if-else 
8;0.303323;0.401786;0.196429;mental emotional HAND_EDA_Functionals_power_Originalbaseline HAND_EDA_Functionals_power_Filt2geomean(abs) < if-else neutral mental HAND_EDA_Functionals_power_Filt2baseline 0.5 > if-else HAND_EDA_p_samples IT_BRV_baseline < if-else physical ECG_hrv_trimmean25 -0.75 + IT_PSD_baseline < if-else physical HAND_EDA_Functionals_power_Originalbaseline IT_RF_prctile25 > ECG_HR_min_div_prctile75 HAND_EDA_processed_prctile25 < or IT_BRV_mad IT_VLF_baseline < or if-else neutral -0.25 IT_BRV_mad > ECG_p_VFL_baseline -1 < -0.75 IT_p_Total_trimmean25 < and or -0.25 -0.75 IT_BRV_prctile25 - > IT_PSD_baseline ECG_HR_min_div_prctile75 < or ECG_hrv_max -0.75 > or and if-else 
6;0.264137;0.35119;0.0625;neutral physical IT_BRV_mad IT_VLF_kurtosis > ECG_amplitude_RR_trimmean25 HAND_EDA_area < -0.75 IT_HF_baseline > -0.25 0 < or or and if-else emotional mental mental 0.25 -1 > if-else -0.5 IT_BRV_harmmean < if-else neutral mental mental -1 ARM_EDA_cross_neg > if-else IT_HF_TF -0.75 ^ 0 > if-else -0.75 1 > IT_PSD_baseline 0.25 < or HAND_EDA_Original_min -0.75 > IT_Original_min ECG_hrv_max < and and if-else emotional neutral -0.75 ARM_EDA_processed_baseline < if-else emotional -0.25 0.25 < IT_Original_prctile75 IT_HF_baseline < or if-else neutral IT_BRV_mad IT_BRV_harmmean < if-else -0.5 ECG_hrv_trimmean25 < if-else IT_p_Total_geomean(abs) IT_Original_Area - -0.75 - ECG_hrv_trimmean25 < ECG_p_VFL_prctile75 0 > -0.5 -1 > ARM_EDA_processed_harmmean ARM_EDA_Filt2_max < or and IT_Original_Area IT_p_Total_geomean(abs) IT_Original_Area / > and or if-else 
1;0.312004;0.434524;0.0892857;mental mental 1 0.5 > if-else mental neutral -0.5 0 > if-else -0.5 HAND_EDA_cross_pos < 0.25 -1 < and if-else mental physical ECG_HR_min_div_median 0.75 > if-else neutral emotional 0.25 0.25 < if-else IT_MF_baseline IT_MF_skewness > if-else -1 HAND_EDA_Filt2_prctile25 < -0.5 -0.75 > and IT_MF_baseline -0.75 < or if-else mental physical IT_LF_prctile75 ECG_PSD_mad < if-else mental -0.75 HAND_EDA_Functionals_power_Fil12harmmean < if-else physical physical ECG_LF_MF_HF -0.5 < if-else mental 0.75 0.5 < IT_LF_max -0.5 > and if-else HAND_EDA_area IT_Original_skewness > 0.75 -0.25 < and IT_VLF_prctile25 0.5 > and if-else -1 IT_HF_kurtosis > IT_PSD_max -0.5 < IT_BRV_kurtosis 0 > or or -0.5 IT_BRV_min > 0.75 ECG_p_VFL_mad > and IT_HF_kurtosis -0.25 < ECG_p_HF_mad HAND_EDA_processed_prctile75 > or and or if-else physical physical ECG_RR_window_std ECG_RR_window_mean > if-else mental emotional 0.5 ECG_RR_window_trimmean25 > if-else ECG_hrv_trimmean25 ECG_p_LF_kurtosis > 0.25 IT_RF_std < or if-else mental -1 IT_VLF_skewness < 0 0.75 > or IT_MF_skewness 1 0.25 ^ < or if-else mental neutral 1 ARM_EDA_processed_geomean(abs) < IT_LF_kurtosis IT_HF_TF < or if-else neutral physical neutral -1 ECG_Entropyaprox < if-else HAND_EDA_Functionals_power_Originalharmmean ECG_amplitude_RR_max > 0.5 0.5 < and if-else ECG_p_total_LF_skewness IT_PSD_mad < 0.25 ECG_original_mad < IT_LF_HF ARM_EDA_Filt2_skewness < or or if-else 0 -0.75 > -0.25 IT_RF_Area < or 0.25 ECG_EI * ECG_Load_index > and IT_HF_mean ARM_EDA_p_samples > -0.75 ARM_EDA_Functionals_power_Originalmad < or IT_PSD_std 0.25 > -0.25 -0.75 < or or or if-else HAND_EDA_processed_median IT_RF_std > ECG_HR_min_div_mad 0.5 > or ARM_EDA_Functionals_power_Filt2geomean(abs) ARM_EDA_Filt1_min / ARM_EDA_Functionals_power_Filt2min > or IT_LF_harmmean 0.5 + IT_LF_MF_HF + IT_MF_baseline < and IT_MF_skewness IT_MF_skewness > 0.75 -0.25 < 0.75 -0.5 > or 1 0.75 > -0.75 1 < and and and or if-else 
7;0.255952;0.401786;0.0535714;mental emotional -0.25 1 < if-else physical physical 1 IT_HF_harmmean > if-else mental physical -0.75 IT_LF_prctile75 > if-else 1 0.25 < if-else 0 IT_LF_trimmean25 > ARM_EDA_area ECG_hrv_min < and if-else emotional neutral HAND_EDA_Functionals_power_Fil12min 0.25 < if-else emotional 1 -0.5 < 0.25 -0.25 > and if-else mental emotional ARM_EDA_processed_prctile75 IT_LF_skewness > if-else 0.25 IT_LF_trimmean25 > -1 0 > or if-else ECG_hrv_prctile25 -1 > ARM_EDA_processed_prctile75 IT_LF_skewness > or -0.5 1 ECG_p_HF_prctile75 / < -0.5 -0.5 < and and if-else neutral physical IT_HF_TF -0.25 > if-else physical mental -0.25 -0.75 < if-else 0.5 ARM_EDA_Functionals_power_Filt2prctile75 < 0 ARM_EDA_Functionals_power_Originalprctile75 ^ HAND_EDA_Functionals_power_Originalbaseline > or if-else mental mental emotional physical 1 ARM_EDA_Functionals_power_Fil12median > if-else HAND_EDA_Functionals_power_Originaltrimmean25 HAND_EDA_Functionals_power_Originalbaseline > if-else 0 IT_LF_trimmean25 > 0 IT_MF_trimmean25 * ECG_hrv_min < and if-else -0.25 0 < 0.75 IT_RF_mean > or 0.25 IT_PSD_kurtosis > 0.5 ARM_EDA_Functionals_power_Fil12mean < or IT_LF_prctile75 -0.5 / ECG_hrv_trimmean25 < or and if-else IT_MF_mean ECG_p_total_LF_mean ^ ECG_PSD_prctile25 1 * * ARM_EDA_processed_prctile75 -0.75 -0.25 * - > ARM_EDA_Filt2_skewness -0.5 1 ^ < ARM_EDA_processed_trimmean25 0.25 < or or ECG_p_VFL_prctile75 ECG_hrv_trimmean25 < IT_LF_trimmean25 0.75 > and ECG_original_baseline ECG_p_HF_prctile25 < 0.5 0 < and 0.75 ARM_EDA_cross_pos ^ HAND_EDA_Functionals_power_Originalbaseline < and or and if-else 
